date,tmax,tmin,prec,rs,rh,u2_obs,eto
2020-01-01,34.19,22.13,1.73,14.6,70.93,1.45,4.05457605831121
2020-01-02,29.9,24.11,9.09,11.94,82.34,1.03,3.013883907686722
2020-01-03,31.45,23.25,10.14,16.56,82.81,1.46,3.76392719803104
2020-01-04,28.42,23.43,9.79,10.18,89.39,1.18,2.3781884351863662
2020-01-05,31.16,21.68,20.08,20.88,78.99,1.29,4.485898220740874
2020-01-06,30.98,22.68,33.65,5.86,83.14,1.01,2.0351080381472864
2020-01-07,27.77,22.85,6.13,17.63,91.21,1.17,3.4010125411132934
2020-01-08,30.04,21.88,0.94,20.95,83.75,1.36,4.261296733106943
2020-01-09,29.84,22.35,7.14,17.68,86.31,1.29,3.6795582819336947
2020-01-10,29.66,23.18,7.34,20.78,85.66,0.73,4.210213631247264
2020-01-11,31.1,23.31,7.64,17.93,83.24,1.54,3.9493612744799456
2020-01-12,28.42,23.93,3.36,15.13,89.71,1.21,3.149904194496247
2020-01-13,31.02,22.71,2.03,20.87,85.91,1.24,4.28367343131632
2020-01-14,29.71,23.76,2.33,15.92,83.69,0.95,3.560720185492099
2020-01-15,30.04,23.25,0.14,20.45,84.08,1.36,4.245814396488901
2020-01-16,30.22,23.97,0.19,18.95,83.92,1.65,4.064435612869709
2020-01-17,30.67,23.46,0.54,21.78,82.83,1.16,4.552436483634839
2020-01-18,30.12,24.09,0.21,18.18,84.02,1.12,3.940005456745043
2020-01-19,32.36,23.83,1.0,18.72,81.07,1.0,4.262935571737934
2020-01-20,31.52,23.83,4.58,21.09,79.16,1.8,4.654543311007839
2020-01-21,31.34,22.85,6.11,13.39,80.74,1.8,3.3343730729622956
2020-01-22,30.44,23.47,6.49,15.73,82.22,1.97,3.6175904584835674
2020-01-23,30.62,22.94,8.86,15.97,83.18,1.46,3.606788660811334
2020-01-24,30.28,23.44,0.29,18.13,82.77,1.51,3.961228505856755
2020-01-25,31.81,24.1,2.77,21.58,80.04,1.23,4.739445159179967
2020-01-26,30.48,23.95,24.61,19.97,85.18,0.98,4.200201879131126
2020-01-27,28.19,23.44,11.62,8.61,89.78,1.51,2.118757877105485
2020-01-28,31.54,21.95,3.65,16.8,81.17,1.3,3.8285785388935327
2020-01-29,30.71,23.16,7.91,22.43,83.6,1.39,4.620859421183246
2020-01-30,30.42,22.87,11.78,21.75,83.29,1.2,4.489297336614332
2020-01-31,31.76,22.59,0.32,21.8,78.52,1.03,4.7474616140836705
2020-02-01,31.41,21.47,0.84,22.93,80.53,1.77,4.766770141952068
2020-02-02,32.45,22.35,0.19,22.16,79.58,1.46,4.808166871748414
2020-02-03,30.07,24.36,0.96,18.64,83.87,1.58,4.0347576641942675
2020-02-04,29.77,23.15,10.98,17.88,83.44,1.65,3.859245882047317
2020-02-05,29.18,22.84,14.55,18.61,86.03,1.37,3.8281960744180674
2020-02-06,30.65,21.64,7.48,21.27,81.44,1.36,4.436014655044314
2020-02-07,30.02,22.98,34.43,19.76,84.38,1.64,4.123620019927627
2020-02-08,27.58,23.02,10.66,12.56,88.15,1.66,2.760530493312784
2020-02-09,29.65,21.91,3.15,19.2,82.33,0.85,4.038787355546508
2020-02-10,29.93,23.33,0.61,20.26,81.64,1.2,4.31149821302721
2020-02-11,30.95,23.46,0.23,20.75,83.95,1.14,4.3804200984453665
2020-02-12,28.18,23.94,4.06,18.41,89.31,1.31,3.6743277687958273
2020-02-13,31.55,23.0,2.18,21.67,83.72,0.95,4.553709877203287
2020-02-14,31.74,22.79,35.65,24.43,83.82,1.02,4.994321638167608
2020-02-15,29.92,23.59,12.15,17.42,86.84,1.33,3.689362191905782
2020-02-16,31.21,23.26,0.15,19.95,82.68,1.13,4.3072285217666915
2020-02-17,31.61,23.25,0.08,22.23,83.32,1.44,4.675314509912482
2020-02-18,31.69,24.8,6.11,18.39,83.46,1.38,4.129810473963475
2020-02-19,29.61,24.25,21.38,10.09,87.32,1.94,2.5154621205019976
2020-02-20,28.07,23.91,6.05,9.73,89.28,1.24,2.322861487060475
2020-02-21,30.46,22.68,18.45,13.73,86.86,1.37,3.097567260225284
2020-02-22,28.81,23.1,19.86,15.68,84.38,0.86,3.4355335013826975
2020-02-23,29.83,23.65,8.0,23.16,85.16,0.93,4.650537056208013
2020-02-24,31.92,22.06,1.29,21.39,82.61,1.54,4.526561147193975
2020-02-25,29.69,23.83,4.55,13.51,88.22,1.4,3.012320587829909
2020-02-26,29.64,24.02,1.55,16.38,86.52,0.96,3.5391708310114343
2020-02-27,30.52,24.15,10.76,17.62,86.97,1.42,3.771970833777138
2020-02-28,31.19,23.54,5.07,20.85,85.84,1.25,4.346955042207575
2020-02-29,30.8,23.89,2.64,18.98,87.65,1.57,3.9701195248775067
2020-03-01,30.09,23.01,31.18,15.89,86.49,1.1,3.444001330600603
2020-03-02,30.44,23.21,8.9,15.58,86.67,0.91,3.412711253763982
2020-03-03,29.42,21.41,30.29,14.58,89.51,1.34,3.0321948991762007
2020-03-04,29.88,23.07,4.83,14.55,87.13,1.16,3.1995568579742466
2020-03-05,27.57,23.73,21.53,19.77,89.12,1.41,3.8410262520949323
2020-03-06,30.84,22.73,12.58,12.85,85.38,0.89,3.0331473237864404
2020-03-07,29.07,23.72,39.82,18.4,87.66,1.16,3.7650787282081573
2020-03-08,30.53,22.85,2.53,16.94,84.11,0.86,3.712729742534376
2020-03-09,30.31,23.32,38.55,9.83,82.5,0.86,2.6771304234055613
2020-03-10,29.74,23.52,29.28,17.95,88.21,1.88,3.6997337352198705
2020-03-11,28.02,24.08,6.49,18.36,89.37,1.37,3.652285702464857
2020-03-12,29.87,23.26,19.83,19.34,87.64,0.93,3.9332739381198207
2020-03-13,28.8,23.05,6.87,18.17,86.31,1.11,3.727747385310376
2020-03-14,30.13,23.17,30.48,17.45,86.28,1.09,3.6959307757137827
2020-03-15,27.62,23.27,69.04,12.33,91.46,1.37,2.593422237619105
2020-03-16,28.62,22.84,7.86,16.08,87.51,1.07,3.3435768967460247
2020-03-17,30.72,22.5,0.01,21.34,85.19,1.46,4.34501962753051
2020-03-18,31.09,23.43,6.39,21.44,84.18,1.0,4.469533627686218
2020-03-19,27.63,24.36,12.42,14.34,91.31,1.09,2.9415842847397284
2020-03-20,26.19,23.05,14.3,12.91,91.06,1.73,2.634801996375538
2020-03-21,29.07,22.12,0.38,13.15,86.44,1.29,2.931589696048613
2020-03-22,29.73,22.71,0.14,16.47,84.05,0.85,3.578215554380375
2020-03-23,30.3,23.75,3.03,21.07,81.82,0.84,4.447369456759375
2020-03-24,28.87,24.03,34.25,20.48,90.44,1.43,3.974045564172513
2020-03-25,28.23,23.22,19.09,13.23,84.74,1.39,3.007637104877932
2020-03-26,30.52,21.98,0.09,21.66,82.75,1.11,4.422028926016879
2020-03-27,30.63,22.19,19.09,17.49,85.9,1.27,3.6856152338084374
2020-03-28,29.26,23.89,13.89,21.03,89.38,1.41,4.107260942204836
2020-03-29,31.58,23.24,0.17,24.91,83.83,2.21,5.0374150095059385
2020-03-30,31.41,22.82,0.31,21.49,85.14,1.6,4.412694691813396
2020-03-31,29.75,24.28,0.53,19.6,88.9,1.38,3.9436100724693404
2020-04-01,29.03,23.63,2.43,17.08,90.36,1.43,3.4210654829769047
2020-04-02,31.34,23.89,0.94,22.84,85.88,1.35,4.649502719339626
2020-04-03,29.36,24.82,14.85,12.17,88.33,0.81,2.784636060541165
2020-04-04,31.23,23.7,0.28,21.79,85.57,1.32,4.468422062405848
2020-04-05,30.52,23.57,0.38,20.55,87.61,1.38,4.142063273582674
2020-04-06,30.54,24.41,4.44,19.5,89.53,1.46,3.9479215674383252
2020-04-07,30.76,23.96,0.46,22.8,86.1,1.55,4.583605558637714
2020-04-08,30.42,23.56,16.61,19.64,88.21,1.21,3.9632681056354477
2020-04-09,28.44,23.24,2.31,18.99,86.87,1.01,3.772327664680674
2020-04-10,31.21,22.9,2.54,19.84,84.29,1.08,4.1486572349996
2020-04-11,29.78,23.11,22.64,17.97,87.84,1.62,3.6496922748613736
2020-04-12,30.59,23.44,17.25,11.05,85.45,0.74,2.72119781390636
2020-04-13,29.84,23.86,7.53,17.59,86.17,0.87,3.6849978761234494
2020-04-14,26.13,23.01,56.6,6.61,93.01,2.03,1.6056366766232681
2020-04-15,28.57,22.03,0.12,15.08,85.62,1.2,3.18281877607739
2020-04-16,30.26,22.02,13.16,21.39,84.68,1.1,4.244454650288991
2020-04-17,30.2,23.83,25.6,12.61,85.28,0.94,2.9583225947513436
2020-04-18,29.21,23.66,6.92,17.97,84.97,0.82,3.7291414623763166
2020-04-19,30.36,23.03,14.07,19.76,84.03,0.85,4.070987431980455
2020-04-20,29.04,23.14,7.76,16.85,89.62,1.2,3.3533149163287423
2020-04-21,28.42,22.54,8.6,13.8,88.74,1.55,2.8758245263788527
2020-04-22,29.46,22.04,3.12,16.05,85.15,0.94,3.3714094060392252
2020-04-23,29.61,22.86,1.86,15.18,85.28,1.38,3.2752727708766978
2020-04-24,29.31,22.13,10.74,15.51,85.58,1.01,3.267147241643867
2020-04-25,29.51,22.03,3.96,12.77,89.03,1.32,2.732768296100997
2020-04-26,29.61,21.25,0.63,21.89,87.18,1.83,4.115564688481687
2020-04-27,30.89,21.68,2.04,20.28,86.36,1.5,4.014123855336752
2020-04-28,29.28,23.22,1.83,18.6,89.65,1.63,3.6143103345221856
2020-04-29,30.42,21.89,0.37,20.69,84.45,1.87,4.112080115175263
2020-04-30,30.39,22.83,0.08,20.21,84.99,1.62,4.064903822321845
2020-05-01,30.61,22.43,1.9,17.92,86.41,1.2,3.6622391534581284
2020-05-02,29.92,23.92,3.73,17.65,87.49,1.19,3.606266500047951
2020-05-03,31.51,23.0,0.19,21.0,85.23,1.36,4.256273035357923
2020-05-04,30.68,24.38,0.27,21.65,85.3,1.19,4.3666392290356315
