date,tmax,tmin,prec,rs,rh,u2_obs,eto
2022-01-01,30.42,21.89,2.05,19.26,83.63,1.37,4.031647360842054
2022-01-02,29.7,22.92,103.53,19.53,84.56,1.26,4.042905063714951
2022-01-03,28.28,23.76,24.54,7.98,88.43,1.4,2.083758312553656
2022-01-04,29.88,22.39,0.87,17.04,83.96,1.09,3.6719520653110926
2022-01-05,29.02,22.53,1.18,18.27,86.69,1.68,3.7157774881984347
2022-01-06,30.05,23.1,9.1,17.82,85.72,1.46,3.7666126361614265
2022-01-07,30.29,22.71,2.25,21.13,84.31,1.54,4.328222707749305
2022-01-08,29.2,22.82,1.05,15.0,87.0,1.25,3.227302264396099
2022-01-09,29.76,22.53,2.35,15.64,85.76,0.92,3.390078226416648
2022-01-10,27.35,22.86,7.36,15.76,86.96,0.82,3.2592853083953885
2022-01-11,29.98,21.67,7.03,20.62,85.65,1.06,4.131166199197962
2022-01-12,27.42,22.97,13.98,7.77,86.68,1.26,2.093276038318189
2022-01-13,28.85,22.56,1.19,21.24,83.82,1.16,4.2598951492548505
2022-01-14,28.01,21.53,2.56,21.48,87.96,1.28,4.045011217563117
2022-01-15,28.64,22.31,11.35,15.69,86.77,1.3,3.2977091714079916
2022-01-16,28.4,21.88,31.73,21.08,84.0,0.88,4.16642798599484
2022-01-17,30.26,22.04,3.44,21.68,84.46,1.27,4.375796204532338
2022-01-18,29.17,22.54,3.41,11.95,87.54,1.23,2.7310241152287325
2022-01-19,29.67,21.3,0.17,21.11,86.12,1.37,4.153819058771733
2022-01-20,30.38,22.73,0.01,23.38,84.03,1.51,4.70077126984129
2022-01-21,31.19,22.53,0.0,22.34,81.93,1.38,4.661260879949911
2022-01-22,30.52,23.57,1.16,21.92,81.59,1.12,4.615316920719859
2022-01-23,29.49,23.22,9.1,20.65,86.53,1.25,4.157022040258406
2022-01-24,29.98,23.07,3.41,19.71,85.13,1.61,4.084969637281416
2022-01-25,30.44,22.17,0.05,22.79,83.75,1.73,4.595146444537336
2022-01-26,28.74,22.41,2.71,16.95,86.09,1.36,3.526722385885844
2022-01-27,27.95,22.77,12.93,7.39,88.45,0.8,1.9716287128647345
2022-01-28,27.55,21.38,4.59,14.01,86.1,1.59,2.996807493549325
2022-01-29,28.87,21.14,9.32,14.83,85.41,1.43,3.1949043379724418
2022-01-30,28.41,21.93,3.83,21.31,86.06,1.57,4.140429463326324
2022-01-31,29.93,22.19,7.67,16.23,82.7,0.97,3.602321666259791
2022-02-01,29.37,22.62,2.66,21.95,85.31,0.85,4.3645636578219005
2022-02-02,29.94,22.89,2.54,19.9,85.43,1.55,4.096360258593389
2022-02-03,28.89,23.32,1.46,14.08,87.45,1.25,3.080907007475335
2022-02-04,29.82,22.8,0.65,18.68,83.37,0.73,3.9719903352837105
2022-02-05,31.0,22.8,0.36,16.56,83.9,1.18,3.6907611125918827
2022-02-06,30.38,22.6,2.14,19.82,82.51,1.26,4.204870926509172
