Day	Month	Year	MinTemp	MaxTemp	Precipitation	ReferenceET
1	1	2002	22.32	32.20	6.80	4.6157
2	1	2002	23.53	30.02	11.38	2.3811
3	1	2002	23.28	29.11	27.98	3.2750
4	1	2002	22.45	28.21	29.35	3.3018
5	1	2002	22.64	30.43	12.37	3.3616
6	1	2002	23.19	27.22	21.10	2.0684
7	1	2002	22.27	28.79	12.52	2.7127
8	1	2002	22.69	25.79	17.55	2.0486
9	1	2002	21.97	28.40	10.91	3.3200
10	1	2002	22.22	27.38	18.99	2.8856
11	1	2002	21.52	29.59	8.46	3.7438
12	1	2002	22.57	28.86	6.70	3.9407
13	1	2002	21.47	29.84	4.66	3.3537
14	1	2002	22.81	29.90	4.34	4.0758
15	1	2002	22.80	28.50	23.79	3.6331
16	1	2002	22.12	28.71	13.15	3.5032
17	1	2002	21.86	29.10	10.78	3.4685
18	1	2002	22.37	29.66	5.53	3.2351
19	1	2002	22.96	28.96	19.48	3.4556
20	1	2002	22.37	29.53	2.25	3.3457
21	1	2002	22.30	30.09	5.84	3.4727
22	1	2002	21.47	30.63	1.32	4.7030
23	1	2002	22.40	29.21	3.68	4.1585
24	1	2002	21.93	30.03	1.73	4.2170
25	1	2002	21.79	30.01	0.33	4.3361
26	1	2002	22.14	30.99	0.49	3.7830
27	1	2002	22.27	29.90	0.27	4.2149
28	1	2002	22.43	31.28	5.47	4.4735
29	1	2002	22.41	30.24	0.55	4.1796
30	1	2002	22.46	29.56	2.04	4.5028
31	1	2002	22.33	28.55	3.24	4.0080
1	2	2002	22.12	29.50	16.96	3.5062
2	2	2002	21.72	30.13	3.61	3.9353
3	2	2002	22.98	30.89	2.05	4.1938
4	2	2002	22.75	30.47	3.40	4.1457
5	2	2002	23.54	28.14	1.78	4.2617
6	2	2002	22.52	27.21	6.14	2.3429
7	2	2002	21.65	29.49	3.09	3.8499
8	2	2002	23.04	29.45	21.36	3.8690
9	2	2002	22.45	26.62	17.12	2.1436
10	2	2002	22.27	30.08	5.15	4.3492
11	2	2002	22.51	29.59	11.95	3.9817
12	2	2002	22.96	28.14	13.96	2.9208
13	2	2002	22.27	27.70	2.77	3.8473
14	2	2002	21.87	29.87	6.17	4.0248
