Day	Month	Year	MinTemp	MaxTemp	Precipitation	ReferenceET
1	1	2010	21.61	26.78	24.69	2.2961
2	1	2010	21.62	27.26	13.53	2.3692
3	1	2010	21.50	27.84	9.45	3.4402
4	1	2010	22.60	29.02	0.92	3.9645
5	1	2010	21.79	31.34	0.07	4.3395
6	1	2010	23.14	30.82	0.19	4.8140
7	1	2010	22.77	29.90	10.98	3.7858
8	1	2010	22.53	28.50	6.32	2.5365
9	1	2010	20.73	30.01	0.43	3.6726
10	1	2010	21.66	30.81	0.01	4.4078
11	1	2010	20.93	31.08	9.51	4.3537
12	1	2010	23.63	29.21	13.06	3.7046
13	1	2010	22.37	29.81	3.09	2.9000
14	1	2010	22.06	31.83	0.35	4.9297
15	1	2010	22.68	31.33	0.13	4.6219
16	1	2010	22.84	32.46	0.01	4.9095
17	1	2010	23.29	32.57	0.00	4.7692
18	1	2010	23.66	32.40	0.03	4.9937
19	1	2010	23.41	32.98	0.31	5.2410
20	1	2010	24.49	32.87	1.59	4.3805
21	1	2010	23.34	32.85	2.10	4.5034
22	1	2010	23.07	32.69	0.12	5.1052
23	1	2010	23.97	31.43	1.75	4.2266
24	1	2010	23.06	29.81	9.88	3.9624
25	1	2010	22.89	31.15	4.25	3.0425
26	1	2010	23.30	30.47	9.20	4.3068
27	1	2010	23.65	30.62	13.62	3.7290
28	1	2010	23.99	29.04	29.77	3.2118
29	1	2010	22.48	29.50	20.59	3.3715
30	1	2010	22.97	29.61	3.57	4.2129
31	1	2010	23.72	30.04	0.01	4.2680
1	2	2010	23.94	28.29	6.13	3.8245
2	2	2010	23.83	28.40	3.42	2.8232
3	2	2010	22.86	29.77	0.15	4.4488
4	2	2010	23.25	30.90	0.01	5.0171
5	2	2010	23.45	30.80	0.51	4.8869
6	2	2010	23.87	29.77	2.19	3.6982
7	2	2010	23.43	28.17	2.97	3.3341
8	2	2010	22.43	30.08	11.59	1.6023
9	2	2010	22.47	26.00	8.64	2.6757
10	2	2010	21.40	31.19	6.69	4.1416
11	2	2010	22.73	30.70	4.12	3.1632
12	2	2010	23.11	29.53	16.20	3.4279
13	2	2010	21.63	29.73	0.48	4.0366
14	2	2010	22.58	31.02	4.52	4.1101
15	2	2010	23.57	28.75	2.43	3.7765
16	2	2010	22.46	30.69	2.12	3.7181
17	2	2010	22.81	31.67	0.28	4.0921
18	2	2010	23.39	32.23	0.01	4.4953
19	2	2010	23.26	32.28	0.05	4.8035
20	2	2010	24.75	30.80	2.81	4.2998
21	2	2010	22.81	27.39	34.95	1.2602
22	2	2010	22.26	28.87	4.95	3.5261
23	2	2010	23.32	30.70	1.27	4.3226
24	2	2010	23.64	29.37	6.82	2.2067
25	2	2010	23.64	29.65	6.63	3.5951
26	2	2010	23.12	30.97	18.70	4.7665
27	2	2010	23.86	29.26	27.15	3.0794
28	2	2010	23.64	29.49	6.40	2.4301
1	3	2010	23.74	29.37	0.10	4.3636
2	3	2010	23.44	32.00	0.00	4.8065
3	3	2010	23.43	31.61	17.07	4.4403
4	3	2010	23.38	31.34	2.46	4.5909
5	3	2010	23.71	30.84	11.83	4.4658
6	3	2010	23.60	31.12	28.15	4.2530
7	3	2010	23.38	30.44	25.49	3.6946
8	3	2010	24.53	30.46	0.67	4.3924
9	3	2010	23.00	31.72	0.07	4.9169
10	3	2010	24.87	30.04	1.04	3.3360
11	3	2010	24.56	29.23	1.74	4.2596
12	3	2010	23.66	31.53	0.00	4.2720
13	3	2010	24.18	30.29	0.39	4.2620
14	3	2010	23.49	31.34	3.74	4.2326
15	3	2010	23.85	30.99	1.20	4.6297
16	3	2010	23.71	32.10	6.16	4.4063
17	3	2010	24.68	29.05	0.68	2.6848
18	3	2010	23.53	29.58	0.48	3.5892
19	3	2010	23.26	29.57	0.11	4.4585
20	3	2010	22.90	29.40	14.69	4.4653
21	3	2010	23.40	28.76	21.72	2.6098
22	3	2010	22.74	27.66	7.01	3.5212
23	3	2010	21.99	30.76	11.73	3.5277
24	3	2010	23.87	28.86	12.60	3.6305
25	3	2010	22.47	29.02	2.20	4.2114
26	3	2010	23.29	31.36	1.47	4.2607
27	3	2010	24.13	29.27	1.59	4.0575
28	3	2010	23.92	27.88	11.61	3.2290
29	3	2010	22.58	29.38	1.51	3.9639
30	3	2010	21.86	31.23	15.56	3.5795
31	3	2010	23.87	30.67	8.44	3.9966
1	4	2010	24.17	29.67	6.12	2.9675
2	4	2010	23.55	27.24	11.89	3.0124
3	4	2010	22.46	28.82	6.76	2.9648
4	4	2010	22.63	29.02	0.51	4.1488
5	4	2010	21.59	29.97	0.02	4.5191
6	4	2010	24.18	29.99	0.94	3.2820
7	4	2010	23.46	30.14	10.42	3.1487
8	4	2010	23.34	29.62	20.19	3.4821
9	4	2010	23.60	26.87	7.48	3.3954
10	4	2010	21.86	30.80	34.39	3.5523
11	4	2010	23.68	28.31	84.78	2.6180
12	4	2010	22.03	29.49	39.79	3.3203
13	4	2010	22.98	27.32	11.54	3.4844
14	4	2010	23.12	30.12	0.43	4.2678
15	4	2010	23.09	30.65	1.93	3.9364
16	4	2010	23.91	30.51	4.21	3.9842
17	4	2010	23.95	30.92	10.03	4.0804
18	4	2010	24.49	29.58	8.92	3.3068
19	4	2010	23.89	28.55	0.89	3.6137
20	4	2010	23.79	31.29	0.28	4.1608
21	4	2010	24.11	31.13	4.85	4.2535
22	4	2010	23.71	30.57	1.09	4.4982
23	4	2010	22.89	30.83	1.13	3.5288
24	4	2010	23.58	30.87	7.23	3.9684
25	4	2010	23.83	29.66	1.06	3.9803
26	4	2010	23.36	31.09	0.30	4.3006
27	4	2010	22.54	31.95	0.03	4.8085
28	4	2010	23.29	30.93	0.18	4.1735
29	4	2010	23.12	31.00	3.28	3.7747
30	4	2010	23.12	29.78	2.96	3.2952
1	5	2010	22.31	30.08	24.19	3.5335
2	5	2010	23.06	30.60	4.27	3.7698
3	5	2010	23.08	30.77	0.03	4.0328
4	5	2010	23.58	29.25	0.71	3.9917
5	5	2010	22.83	30.07	8.06	3.9183
6	5	2010	23.65	30.04	20.27	2.5377
7	5	2010	23.76	30.62	4.83	3.8720
8	5	2010	23.64	30.83	0.23	4.1509
9	5	2010	22.51	31.21	0.00	4.5895
10	5	2010	22.24	29.38	1.16	4.0899
11	5	2010	23.47	30.02	1.30	4.1084
12	5	2010	23.69	30.55	0.69	3.7352
13	5	2010	23.13	30.81	11.08	2.8058
14	5	2010	23.80	30.28	28.32	3.3340
15	5	2010	24.13	31.37	4.25	4.2528
16	5	2010	23.38	31.22	0.07	4.4257
17	5	2010	21.72	31.17	0.11	4.3735
18	5	2010	22.48	31.49	0.00	4.3453
19	5	2010	21.87	31.14	0.00	4.3537
20	5	2010	22.61	30.75	0.00	4.2368
21	5	2010	23.45	31.12	0.00	4.2858
22	5	2010	23.21	31.14	0.00	3.4748
23	5	2010	22.90	31.23	0.00	3.9595
24	5	2010	23.18	30.97	0.00	3.8030
25	5	2010	24.45	30.94	0.14	3.7462
26	5	2010	23.20	31.37	0.00	3.8545
27	5	2010	23.86	32.02	0.00	3.9853
28	5	2010	24.56	31.32	0.02	3.8280
29	5	2010	23.94	30.97	0.02	4.1437
30	5	2010	24.01	29.75	17.35	3.1072
31	5	2010	23.41	28.34	6.74	2.7483
1	6	2010	22.40	30.39	0.10	4.0613
2	6	2010	22.40	30.27	3.21	3.7772
3	6	2010	22.82	29.92	5.11	3.7369
4	6	2010	22.02	27.89	0.49	3.6659
5	6	2010	20.32	29.76	0.02	3.8987
6	6	2010	21.24	30.54	0.00	4.0895
7	6	2010	22.08	31.13	0.01	4.3451
8	6	2010	22.83	30.78	3.40	3.2386
9	6	2010	22.32	30.25	1.12	3.5461
10	6	2010	21.88	30.72	0.00	4.0994
11	6	2010	22.00	31.03	0.00	4.4013
12	6	2010	22.09	31.05	1.72	4.3722
13	6	2010	21.76	30.73	1.54	4.2531
14	6	2010	21.44	31.14	3.25	4.3744
15	6	2010	20.52	30.69	0.07	4.3848
16	6	2010	22.67	30.32	3.14	4.1715
17	6	2010	22.00	30.38	0.12	3.7677
18	6	2010	22.83	30.86	0.00	3.5192
19	6	2010	23.24	30.14	0.02	3.4921
20	6	2010	21.71	31.73	0.00	4.4008
21	6	2010	22.30	31.44	0.00	4.1091
22	6	2010	21.42	32.45	0.00	4.7425
23	6	2010	20.73	31.22	0.00	4.2353
24	6	2010	21.83	29.70	7.77	2.7190
25	6	2010	20.61	30.64	0.01	4.4456
26	6	2010	19.24	31.30	0.00	4.7311
27	6	2010	18.17	30.65	0.00	4.3480
28	6	2010	20.29	31.93	0.00	4.7096
29	6	2010	20.85	31.24	0.09	4.3398
30	6	2010	21.85	31.55	0.01	4.1432
1	7	2010	21.60	31.18	0.00	4.5995
2	7	2010	21.44	31.83	0.00	4.5794
3	7	2010	21.67	32.49	0.00	4.8785
4	7	2010	20.78	32.17	14.19	4.6470
5	7	2010	21.67	30.46	0.55	4.4595
6	7	2010	20.20	31.47	0.00	4.5467
7	7	2010	20.21	31.41	0.00	4.7847
8	7	2010	20.00	31.66	0.00	4.3846
9	7	2010	21.45	31.93	0.00	4.4472
10	7	2010	22.20	32.24	0.00	4.2428
11	7	2010	22.42	32.26	0.00	4.0561
12	7	2010	22.41	31.87	0.02	4.5297
13	7	2010	21.53	33.31	0.00	4.8353
14	7	2010	22.51	31.55	0.56	3.8180
15	7	2010	22.28	32.68	0.11	4.1568
16	7	2010	21.73	33.16	0.00	4.8436
17	7	2010	21.89	32.94	0.59	4.4721
18	7	2010	22.96	32.91	0.18	3.6131
19	7	2010	23.32	33.11	0.00	4.5947
20	7	2010	21.63	33.41	0.00	5.0505
21	7	2010	20.70	33.35	0.00	5.0017
22	7	2010	20.94	33.96	0.01	5.3016
23	7	2010	20.89	33.93	0.20	5.2901
24	7	2010	20.66	33.74	0.00	5.4889
25	7	2010	20.13	33.65	0.00	5.3886
26	7	2010	21.16	35.13	0.00	5.5921
27	7	2010	21.70	35.31	0.00	5.6669
28	7	2010	21.04	35.30	0.00	5.7223
29	7	2010	21.80	34.33	0.00	5.3778
30	7	2010	21.38	34.73	0.00	5.6358
31	7	2010	20.40	35.19	0.00	5.8677
1	8	2010	20.23	35.73	0.00	6.0817
2	8	2010	19.69	35.19	0.00	5.9175
3	8	2010	21.33	35.97	0.00	5.9973
4	8	2010	19.83	34.90	0.00	5.8594
5	8	2010	20.53	35.27	0.00	5.8798
6	8	2010	22.24	36.02	0.00	5.4925
7	8	2010	22.42	36.44	0.00	5.7034
8	8	2010	22.07	36.13	0.00	5.9646
9	8	2010	21.05	37.01	0.00	6.2624
10	8	2010	20.82	37.08	0.00	6.4994
11	8	2010	21.39	36.35	0.00	6.0759
12	8	2010	20.39	34.76	0.00	6.2480
13	8	2010	19.52	35.60	0.00	6.2328
14	8	2010	19.73	35.69	0.00	6.1536
15	8	2010	21.20	36.84	0.00	6.2215
16	8	2010	23.47	36.26	0.32	5.1822
17	8	2010	23.53	35.45	0.90	4.8179
18	8	2010	23.62	36.09	0.00	5.6394
19	8	2010	20.62	35.43	0.00	6.3304
20	8	2010	20.14	35.54	0.00	6.3299
21	8	2010	21.64	36.68	0.00	6.5465
22	8	2010	20.84	36.13	0.38	6.2476
23	8	2010	22.87	36.84	0.00	6.1330
24	8	2010	22.71	37.13	0.00	6.3555
25	8	2010	23.34	37.59	0.00	6.6233
26	8	2010	23.07	37.72	0.00	6.1881
27	8	2010	22.70	37.88	0.00	6.0673
28	8	2010	22.85	37.88	0.00	6.1051
29	8	2010	23.44	37.73	1.60	5.9332
30	8	2010	22.41	37.88	0.16	5.7916
31	8	2010	24.95	37.63	0.00	5.9226
1	9	2010	23.99	37.74	0.00	6.7827
2	9	2010	22.84	37.32	0.00	6.7693
3	9	2010	22.83	37.26	0.00	6.8396
4	9	2010	23.37	38.25	0.00	6.8949
5	9	2010	24.72	38.07	0.00	6.4800
6	9	2010	25.23	39.88	0.05	7.1206
7	9	2010	23.52	37.70	0.00	6.2852
8	9	2010	22.72	38.04	0.06	6.7829
9	9	2010	23.88	38.15	0.02	6.7363
10	9	2010	23.82	38.29	0.00	6.6854
11	9	2010	25.01	38.24	0.00	6.9517
12	9	2010	25.14	38.43	0.01	7.1963
13	9	2010	24.81	38.07	0.00	7.0416
14	9	2010	23.67	38.76	0.00	7.0198
15	9	2010	25.06	39.02	0.00	7.1783
16	9	2010	25.19	38.52	0.00	6.5162
17	9	2010	27.59	38.59	0.00	6.9509
18	9	2010	24.73	38.37	0.00	6.7462
19	9	2010	24.98	38.99	0.00	6.4604
20	9	2010	25.23	37.98	0.00	6.6827
21	9	2010	23.84	37.67	0.00	7.0910
22	9	2010	23.55	37.87	0.00	6.7611
23	9	2010	24.28	38.68	0.00	6.6101
24	9	2010	25.17	38.77	0.00	7.3027
25	9	2010	24.02	39.13	0.00	6.8290
26	9	2010	26.49	38.58	0.00	6.9510
27	9	2010	26.50	38.51	0.01	6.7971
28	9	2010	27.42	38.96	0.00	6.5647
29	9	2010	26.88	38.29	4.99	5.8238
30	9	2010	25.83	37.71	3.60	5.0353
1	10	2010	25.49	39.27	0.48	6.1771
2	10	2010	25.79	37.33	2.24	5.9355
3	10	2010	23.86	37.32	3.83	6.2144
4	10	2010	25.64	36.37	2.49	6.2037
5	10	2010	24.57	38.47	0.39	5.8274
6	10	2010	25.12	39.12	0.00	6.6244
7	10	2010	26.29	40.26	0.00	6.6727
8	10	2010	24.53	39.31	0.12	6.8667
9	10	2010	25.59	38.45	5.24	6.9909
10	10	2010	24.59	37.63	2.67	5.5363
11	10	2010	25.52	36.78	0.19	5.3872
12	10	2010	25.46	38.12	0.00	5.5759
13	10	2010	25.95	37.99	0.00	5.6263
14	10	2010	26.59	39.55	0.00	6.4501
15	10	2010	25.60	39.38	0.00	7.3257
16	10	2010	25.43	39.64	0.00	6.8992
17	10	2010	26.28	40.33	0.01	6.7752
18	10	2010	26.48	38.03	0.01	5.5077
19	10	2010	27.51	37.84	2.36	6.2470
20	10	2010	25.25	33.84	2.61	4.4840
21	10	2010	24.73	32.86	3.84	4.8067
22	10	2010	24.83	31.44	23.09	3.5677
23	10	2010	23.82	27.10	4.92	2.1499
24	10	2010	22.21	34.17	0.07	5.3097
25	10	2010	24.02	34.20	10.87	5.1751
26	10	2010	23.42	27.42	3.46	3.3382
27	10	2010	21.61	33.93	0.01	5.3792
28	10	2010	23.41	33.17	21.79	5.1440
29	10	2010	24.79	29.81	1.49	3.2066
30	10	2010	24.10	32.28	0.05	4.3217
31	10	2010	23.21	33.40	2.08	5.1996
1	11	2010	23.50	34.99	0.08	5.5681
2	11	2010	24.88	34.79	0.02	5.7125
3	11	2010	24.96	34.20	0.02	5.2739
4	11	2010	24.50	35.94	0.00	5.9605
5	11	2010	24.88	34.88	0.00	5.1747
6	11	2010	24.97	35.62	0.00	5.7808
7	11	2010	25.99	33.82	0.00	5.4235
8	11	2010	25.02	35.54	0.19	5.5499
9	11	2010	25.92	34.68	0.45	4.1829
10	11	2010	24.85	37.22	0.05	5.3712
11	11	2010	25.94	35.59	14.25	5.2314
12	11	2010	24.21	34.93	4.70	5.4969
13	11	2010	24.73	35.29	4.21	3.7933
14	11	2010	24.23	31.41	1.85	3.0856
15	11	2010	23.40	32.89	0.39	5.0513
16	11	2010	24.30	31.92	1.21	5.0633
17	11	2010	23.95	31.63	1.34	4.3071
18	11	2010	23.99	32.89	0.12	4.1999
19	11	2010	23.99	34.52	0.07	4.8765
20	11	2010	24.32	29.55	6.39	4.2757
21	11	2010	23.33	32.54	2.00	4.3325
22	11	2010	22.72	35.75	0.01	5.7399
