Day	Month	Year	MinTemp	MaxTemp	Precipitation	ReferenceET
1	1	2004	23.16	29.17	0.57	3.7613
2	1	2004	23.11	29.75	11.32	3.5262
3	1	2004	23.66	30.36	6.07	4.2257
4	1	2004	23.74	30.37	22.35	3.9567
5	1	2004	23.64	31.29	8.82	4.2612
6	1	2004	24.08	30.49	2.87	4.4868
7	1	2004	23.14	31.33	5.72	4.8755
8	1	2004	24.74	30.81	3.47	3.6753
9	1	2004	23.84	30.45	2.98	3.6075
10	1	2004	24.00	26.96	25.39	2.5873
11	1	2004	22.73	29.97	5.88	3.3426
12	1	2004	23.63	29.62	13.46	4.1422
13	1	2004	22.99	29.71	29.85	3.2522
14	1	2004	23.61	27.68	6.81	3.0880
15	1	2004	22.07	30.23	3.14	4.5406
16	1	2004	22.33	31.21	19.26	4.1550
17	1	2004	22.70	27.37	43.92	1.7426
18	1	2004	21.60	30.89	1.75	3.1219
19	1	2004	22.49	30.45	1.41	3.8963
20	1	2004	22.46	30.37	8.09	4.0303
21	1	2004	23.48	28.32	4.13	3.3243
22	1	2004	22.65	30.33	9.33	3.5817
23	1	2004	22.05	28.28	18.63	1.8322
24	1	2004	20.28	28.48	7.94	3.4008
25	1	2004	22.11	29.49	1.69	3.8304
26	1	2004	22.05	28.71	16.35	3.4223
27	1	2004	23.37	27.66	6.53	3.3774
28	1	2004	21.98	29.78	19.46	2.0779
29	1	2004	22.50	29.50	24.79	3.1383
30	1	2004	23.48	29.54	23.97	3.2951
31	1	2004	22.81	29.13	8.66	3.9797
1	2	2004	22.28	30.27	8.53	3.6117
2	2	2004	23.42	30.20	3.54	4.0939
3	2	2004	23.34	28.27	5.39	3.6283
4	2	2004	22.78	29.48	16.27	2.6042
5	2	2004	22.82	28.71	16.97	3.1993
6	2	2004	22.39	29.10	17.28	3.3217
7	2	2004	23.20	28.26	23.90	3.0571
8	2	2004	21.74	30.09	32.17	3.6601
9	2	2004	23.33	26.47	35.16	2.1391
10	2	2004	21.27	29.62	12.80	3.6412
11	2	2004	22.42	30.38	2.66	4.3893
12	2	2004	22.79	30.26	5.84	4.1987
13	2	2004	22.85	30.60	8.67	3.9803
14	2	2004	23.00	29.30	3.22	4.0202
15	2	2004	23.57	26.31	5.75	3.4307
16	2	2004	22.72	26.97	13.93	2.8678
17	2	2004	23.35	28.25	11.65	3.6795
18	2	2004	22.37	29.94	4.23	3.7333
19	2	2004	23.12	29.96	3.13	2.9409
20	2	2004	22.97	28.76	15.12	3.8054
21	2	2004	22.42	30.15	14.71	4.5149
22	2	2004	23.12	31.05	18.48	2.8853
23	2	2004	21.76	26.62	19.00	3.2147
24	2	2004	21.51	28.95	10.27	4.0800
25	2	2004	22.29	30.16	30.60	4.8995
26	2	2004	23.67	28.13	13.36	2.0847
27	2	2004	22.38	29.46	7.11	4.2588
28	2	2004	22.30	30.49	4.41	4.5190
29	2	2004	23.02	30.77	2.90	4.0909
1	3	2004	22.41	29.77	8.19	3.8054
2	3	2004	22.43	31.10	0.48	4.1488
3	3	2004	22.74	30.15	12.61	4.5149
4	3	2004	23.99	30.23	9.22	4.0674
5	3	2004	23.67	28.96	1.24	4.1016
6	3	2004	23.43	27.91	30.84	3.3177
