Day	Month	Year	MinTemp	MaxTemp	Precipitation	ReferenceET
1	1	2009	23.36	29.90	11.25	4.1940
2	1	2009	22.88	29.70	0.47	3.6381
3	1	2009	23.22	30.66	0.07	4.1437
4	1	2009	22.79	31.04	0.00	4.6859
5	1	2009	21.84	26.06	0.07	3.8414
6	1	2009	21.53	30.38	19.82	4.4612
7	1	2009	20.84	27.69	12.36	2.9316
8	1	2009	20.01	29.81	0.28	4.4128
9	1	2009	22.21	30.56	0.76	4.5925
10	1	2009	21.89	31.06	0.28	4.0275
11	1	2009	22.21	29.59	15.82	3.3380
12	1	2009	22.22	28.14	6.40	3.5265
13	1	2009	21.68	30.80	3.28	4.2470
14	1	2009	23.66	29.99	1.91	4.1490
15	1	2009	23.89	28.21	6.86	4.2049
16	1	2009	22.16	30.40	17.39	4.0063
17	1	2009	22.94	29.33	6.99	2.9947
18	1	2009	22.79	30.12	0.33	4.2243
19	1	2009	23.59	27.68	6.84	3.6313
20	1	2009	22.49	29.75	11.22	3.7600
21	1	2009	22.17	27.84	11.70	3.1386
22	1	2009	21.76	28.65	12.12	3.6751
23	1	2009	22.67	26.30	15.02	3.3438
24	1	2009	22.64	30.01	10.86	3.8285
25	1	2009	20.79	29.46	16.36	3.9120
26	1	2009	22.66	27.51	32.48	3.4392
27	1	2009	21.77	30.48	9.08	4.2293
28	1	2009	22.78	30.82	0.00	4.3534
29	1	2009	22.12	30.97	0.48	4.5511
30	1	2009	23.35	29.98	12.61	3.8935
31	1	2009	22.66	28.20	7.76	3.4436
1	2	2009	21.45	29.60	1.36	4.0246
2	2	2009	22.42	29.15	8.70	4.0295
3	2	2009	22.83	27.83	16.42	3.8125
4	2	2009	22.41	29.85	5.94	4.1957
5	2	2009	22.81	30.36	0.13	4.5191
6	2	2009	22.99	29.47	3.18	3.8990
7	2	2009	22.82	29.59	4.56	3.5565
8	2	2009	23.21	29.99	0.89	4.3267
9	2	2009	22.68	31.85	0.03	5.1048
10	2	2009	22.91	30.42	2.79	4.1813
11	2	2009	23.65	27.59	4.75	3.3191
12	2	2009	22.85	28.35	1.62	4.0833
13	2	2009	21.83	29.73	11.34	3.8782
14	2	2009	22.94	29.60	7.03	3.8961
15	2	2009	23.03	28.20	11.94	2.0800
16	2	2009	22.39	27.50	27.24	3.3856
17	2	2009	21.86	27.46	4.60	2.8393
18	2	2009	21.66	29.57	36.38	3.0768
19	2	2009	22.01	26.75	3.31	3.3121
20	2	2009	21.43	30.60	0.05	3.8411
21	2	2009	22.89	29.38	7.94	3.5116
22	2	2009	22.53	27.70	22.94	2.9333
23	2	2009	22.53	29.42	12.54	3.7327
24	2	2009	22.02	28.14	3.61	3.2715
25	2	2009	22.90	29.33	2.16	4.3405
26	2	2009	22.33	29.84	2.86	2.7465
27	2	2009	21.76	30.45	1.02	4.0277
28	2	2009	22.45	29.79	0.37	3.8462
1	3	2009	21.56	29.93	11.06	3.6995
2	3	2009	22.98	26.93	16.59	3.0516
3	3	2009	21.72	30.26	9.48	3.3321
4	3	2009	22.44	30.43	1.65	3.4163
5	3	2009	23.30	29.66	18.02	2.5253
6	3	2009	21.91	29.61	17.36	3.1877
7	3	2009	22.69	29.21	3.47	4.5259
8	3	2009	22.63	30.68	1.08	4.5206
9	3	2009	21.90	29.51	4.41	3.8451
10	3	2009	22.83	28.57	4.84	3.9067
11	3	2009	22.60	30.74	2.75	4.1753
12	3	2009	23.22	29.15	4.38	3.6989
13	3	2009	22.40	29.26	7.05	3.9579
14	3	2009	23.74	30.52	6.05	3.6584
15	3	2009	23.35	30.13	1.62	3.6775
16	3	2009	22.50	29.51	17.43	3.2493
17	3	2009	22.57	27.78	13.49	3.2616
18	3	2009	21.63	28.18	0.26	3.7615
19	3	2009	21.59	30.61	0.54	4.2080
20	3	2009	22.24	30.79	2.87	4.5362
21	3	2009	22.68	30.68	0.23	4.2159
22	3	2009	23.33	29.29	7.21	3.7971
23	3	2009	23.69	29.09	5.50	3.6836
24	3	2009	23.09	30.02	2.75	4.1020
25	3	2009	23.60	29.76	2.42	4.3749
26	3	2009	23.17	29.44	11.78	3.7186
27	3	2009	22.02	29.47	6.31	3.6676
28	3	2009	22.41	27.21	2.93	3.6589
29	3	2009	21.60	29.58	13.09	4.0062
30	3	2009	21.14	30.22	13.70	4.1523
31	3	2009	22.84	28.74	20.51	3.1317
1	4	2009	21.44	30.27	0.37	4.2593
2	4	2009	22.49	29.97	7.42	3.7205
3	4	2009	22.98	29.88	4.72	3.5171
4	4	2009	22.49	28.86	35.50	3.4898
5	4	2009	22.69	27.76	11.83	3.4791
6	4	2009	22.14	29.99	1.01	4.1931
7	4	2009	23.36	30.53	0.09	4.0891
8	4	2009	21.87	30.05	21.29	3.8018
9	4	2009	23.68	26.86	12.37	3.2451
10	4	2009	22.52	28.78	13.54	2.9195
11	4	2009	22.97	27.42	6.17	3.5610
12	4	2009	21.72	25.62	19.83	1.9448
13	4	2009	21.49	28.20	6.11	2.9724
14	4	2009	22.32	28.67	6.73	3.5271
15	4	2009	22.64	28.16	3.50	3.6998
16	4	2009	21.75	30.20	14.11	3.6852
17	4	2009	22.80	30.05	8.74	3.0994
18	4	2009	22.12	29.62	7.77	3.2490
19	4	2009	22.62	28.06	18.58	2.8894
20	4	2009	22.22	29.78	18.50	3.0989
21	4	2009	22.72	29.26	5.81	3.8116
22	4	2009	22.22	25.85	25.91	1.7754
23	4	2009	21.84	29.24	23.56	3.1468
24	4	2009	22.12	28.78	21.79	2.4121
25	4	2009	22.74	28.27	9.18	2.8285
26	4	2009	21.91	29.81	9.38	3.1247
27	4	2009	23.03	27.75	32.70	3.2908
28	4	2009	22.14	28.18	6.17	2.2678
29	4	2009	21.73	30.15	4.21	4.0258
30	4	2009	22.95	29.72	12.42	2.9205
1	5	2009	22.68	29.09	32.77	3.4819
2	5	2009	22.74	28.03	39.51	1.9966
3	5	2009	22.54	25.68	8.62	3.1278
4	5	2009	22.11	28.63	7.06	2.7909
5	5	2009	21.72	28.48	0.16	3.3186
6	5	2009	22.43	29.30	6.58	4.0883
7	5	2009	22.63	26.91	7.45	2.9574
8	5	2009	22.45	29.83	7.55	3.2151
9	5	2009	22.46	26.10	3.34	2.9899
10	5	2009	22.03	29.80	2.84	3.1274
11	5	2009	22.91	26.26	8.85	2.5711
12	5	2009	22.09	29.17	6.23	3.1977
13	5	2009	21.98	28.72	34.13	3.3877
14	5	2009	22.41	28.21	17.37	2.6578
15	5	2009	21.86	28.01	10.14	3.2735
16	5	2009	22.64	27.02	7.34	2.8699
17	5	2009	22.27	27.70	2.60	3.1429
18	5	2009	21.78	29.06	23.75	3.2934
19	5	2009	22.61	27.20	23.08	1.9869
20	5	2009	22.32	28.72	2.18	2.8706
21	5	2009	22.43	28.77	0.01	4.0086
22	5	2009	22.08	29.58	0.01	2.9492
23	5	2009	22.59	29.26	1.27	3.3312
24	5	2009	21.80	25.44	1.48	3.0338
25	5	2009	20.90	29.25	0.11	3.4603
26	5	2009	22.87	28.78	0.17	3.4483
27	5	2009	21.88	29.70	0.14	3.5955
28	5	2009	22.57	29.69	9.33	3.0901
29	5	2009	22.78	29.40	18.52	3.0161
30	5	2009	22.79	27.79	12.36	2.3972
31	5	2009	21.55	28.55	0.91	3.1049
1	6	2009	21.30	29.44	3.62	3.8708
2	6	2009	22.26	29.90	0.39	3.3286
3	6	2009	22.27	29.26	5.42	3.2284
4	6	2009	22.59	28.66	0.52	3.3642
5	6	2009	22.41	28.17	0.26	2.7956
6	6	2009	22.07	28.80	1.48	3.3810
7	6	2009	22.66	28.12	0.25	3.7101
8	6	2009	20.64	28.28	0.21	3.7629
9	6	2009	20.79	27.52	0.03	3.4944
10	6	2009	20.75	27.79	0.10	3.1192
11	6	2009	21.16	28.66	8.77	2.7062
12	6	2009	22.03	28.01	1.32	3.4976
13	6	2009	21.55	28.34	0.00	3.6878
14	6	2009	21.61	29.69	6.04	3.3353
15	6	2009	21.07	28.89	0.94	3.2553
16	6	2009	21.22	28.85	0.01	3.7100
17	6	2009	20.57	28.07	0.00	3.2842
18	6	2009	20.69	29.34	0.24	3.8656
19	6	2009	20.96	29.35	0.00	3.8365
20	6	2009	20.85	28.92	0.00	3.6206
21	6	2009	19.94	29.02	0.00	3.7511
