Day	Month	Year	MinTemp	MaxTemp	Precipitation	ReferenceET
1	1	2011	22.25	28.85	35.10	3.2015
2	1	2011	22.40	30.71	6.13	4.0331
3	1	2011	22.62	26.09	26.17	3.4247
4	1	2011	21.74	29.52	25.30	3.3420
5	1	2011	21.23	30.16	12.16	4.2771
6	1	2011	22.89	30.88	14.91	3.7724
7	1	2011	22.61	30.65	7.38	4.2707
8	1	2011	22.69	28.50	0.75	2.7141
9	1	2011	22.44	28.67	0.63	3.9343
10	1	2011	22.37	26.10	17.37	3.1807
11	1	2011	21.10	28.99	10.09	3.5081
12	1	2011	21.81	29.87	2.00	4.1851
13	1	2011	23.57	30.65	0.64	4.3016
14	1	2011	22.28	28.88	7.37	3.4645
15	1	2011	23.27	29.98	5.15	4.1088
16	1	2011	23.02	29.62	3.45	3.7634
17	1	2011	23.28	28.27	0.10	3.1588
18	1	2011	22.13	28.66	0.87	3.1789
19	1	2011	22.51	30.33	0.35	4.2513
20	1	2011	22.98	28.21	11.07	3.4378
21	1	2011	22.56	28.07	3.61	3.5968
22	1	2011	21.79	26.94	33.50	1.8210
23	1	2011	21.70	29.26	7.22	3.9351
24	1	2011	22.58	26.72	15.98	3.2977
25	1	2011	21.99	28.00	11.36	3.1049
26	1	2011	21.82	28.46	28.00	2.9353
27	1	2011	22.03	28.32	12.61	3.9766
28	1	2011	22.14	28.63	4.51	2.9523
29	1	2011	22.51	26.96	11.16	3.1537
30	1	2011	21.42	29.60	3.44	3.8321
31	1	2011	22.26	29.59	0.70	3.9587
1	2	2011	23.35	28.50	25.88	3.3235
2	2	2011	21.74	28.50	4.09	3.6664
3	2	2011	21.12	30.71	3.51	4.4539
4	2	2011	23.26	28.66	8.13	4.1854
5	2	2011	22.99	27.63	2.12	3.2740
6	2	2011	22.33	27.54	8.65	3.1727
7	2	2011	21.45	28.26	4.69	3.5435
8	2	2011	21.74	29.97	2.24	4.6038
9	2	2011	22.03	28.02	8.55	3.5571
10	2	2011	21.80	28.02	9.45	3.8870
11	2	2011	21.33	28.62	0.45	3.3083
12	2	2011	21.98	28.91	4.64	2.7813
13	2	2011	22.61	29.06	5.56	4.4630
14	2	2011	21.90	29.90	23.86	3.4304
15	2	2011	22.84	28.05	63.96	3.2667
16	2	2011	21.75	27.06	21.16	3.1320
17	2	2011	22.01	27.13	7.85	2.6133
18	2	2011	22.22	26.97	43.44	2.3426
19	2	2011	22.02	25.62	25.49	2.9449
20	2	2011	21.41	30.11	0.44	4.1626
21	2	2011	22.73	27.21	3.36	3.7820
22	2	2011	21.69	27.04	2.03	3.4594
23	2	2011	22.32	29.98	1.37	4.1580
24	2	2011	22.81	27.62	15.88	3.0758
25	2	2011	22.36	27.66	3.24	3.4324
26	2	2011	21.21	29.97	10.50	4.6601
27	2	2011	22.11	28.83	13.67	3.0123
28	2	2011	21.64	28.55	0.32	3.6887
1	3	2011	22.20	27.94	8.80	2.0775
2	3	2011	22.30	28.02	28.43	4.2024
3	3	2011	22.78	28.25	6.50	3.7260
4	3	2011	21.80	30.39	11.93	3.5847
5	3	2011	23.14	28.97	0.89	3.4960
6	3	2011	21.75	28.83	10.64	4.1791
7	3	2011	23.07	29.73	15.77	3.5756
8	3	2011	22.93	25.93	2.44	3.1155
9	3	2011	21.92	29.43	0.96	3.3760
10	3	2011	22.45	29.13	4.18	3.6172
11	3	2011	22.50	28.15	11.93	3.3004
