date,tmax,tmin,prec,rs,rh,u2_obs,eto
2021-01-01,29.58,23.3,0.92,21.88,85.02,1.04,4.399673991410078
2021-01-02,28.71,23.35,2.68,18.57,87.21,1.06,3.7617111102277656
2021-01-03,28.51,23.47,6.69,17.62,87.96,1.35,3.583411367670116
2021-01-04,27.89,23.69,9.57,18.67,86.3,1.01,3.7805540833391897
2021-01-05,30.52,23.22,1.12,18.09,77.58,1.15,4.143849654056665
2021-01-06,32.08,22.59,2.29,20.55,79.38,1.26,4.532731362355778
2021-01-07,32.15,24.24,1.99,23.29,78.47,1.1,5.091195672956525
2021-01-08,30.24,24.02,2.23,19.2,83.35,1.07,4.124644008426843
2021-01-09,30.28,23.51,4.14,17.4,84.37,1.1,3.7837003260892206
2021-01-10,29.2,24.1,1.59,18.32,85.08,0.98,3.866819091048666
2021-01-11,30.13,23.49,1.31,16.46,83.6,0.98,3.657894417557821
2021-01-12,27.46,23.38,11.53,16.45,90.04,1.03,3.2745160036808163
2021-01-13,30.63,22.43,9.33,17.49,84.49,0.98,3.76861570945506
2021-01-14,30.32,23.37,4.67,17.59,84.36,1.5,3.81205817621675
2021-01-15,29.54,23.95,2.16,17.24,84.97,1.15,3.7168624898236846
2021-01-16,30.36,23.54,2.51,15.79,83.44,0.92,3.5755445855611585
2021-01-17,30.3,23.76,1.17,18.93,82.76,0.87,4.099174006448987
2021-01-18,30.64,23.18,0.94,14.88,81.17,1.58,3.524585131793976
2021-01-19,28.99,22.83,5.26,14.49,85.79,1.09,3.1912493744216177
2021-01-20,26.52,21.95,2.8,7.76,88.52,1.55,1.9750330293999745
2021-01-21,28.07,21.48,0.32,10.43,84.96,1.24,2.542903877833875
2021-01-22,31.27,21.35,8.27,17.4,81.08,1.55,3.8817209724962236
2021-01-23,29.88,22.83,0.41,18.53,81.05,1.49,4.034114882568473
2021-01-24,32.49,21.33,0.0,21.87,71.17,1.66,5.005746677411618
2021-01-25,32.51,21.36,0.52,20.22,73.8,1.4,4.6681730084088375
2021-01-26,29.69,22.78,4.31,19.6,84.35,1.3,4.0648493189362584
2021-01-27,28.74,23.43,16.61,17.03,85.28,1.09,3.612794463464922
2021-01-28,28.84,22.62,8.08,16.14,86.74,0.83,3.394004191980186
2021-01-29,27.89,23.13,1.4,18.63,87.08,1.35,3.7310297152290715
2021-01-30,30.64,22.24,2.04,12.77,83.74,1.52,3.066663292197612
2021-01-31,32.74,21.85,0.1,19.7,79.48,1.62,4.420687227187803
2021-02-01,32.56,23.33,0.21,22.9,77.11,1.58,5.071393155805033
2021-02-02,33.34,23.53,0.06,21.15,75.74,1.74,4.912969611568012
2021-02-03,33.29,23.87,0.01,23.56,75.45,1.58,5.324655131809334
2021-02-04,32.62,23.75,0.0,21.78,75.61,1.01,4.974361388099637
2021-02-05,29.98,24.68,0.0,20.75,79.4,1.42,4.538743438114169
2021-02-06,32.93,23.32,0.0,22.61,73.89,1.38,5.168138018441582
2021-02-07,30.86,24.1,1.43,20.96,76.21,0.89,4.713843118689138
2021-02-08,30.73,23.46,5.03,14.52,79.6,1.05,3.552986539767383
