Day	Month	Year	MinTemp	MaxTemp	Precipitation	ReferenceET
1	1	2012	23.34	29.86	4.90	2.4997
2	1	2012	22.61	31.37	2.34	3.8361
3	1	2012	23.72	29.84	0.02	3.7543
4	1	2012	22.96	29.15	0.00	3.7963
5	1	2012	21.16	32.10	3.61	3.3392
6	1	2012	23.27	31.62	0.41	4.1491
7	1	2012	23.49	31.22	0.17	4.9344
8	1	2012	23.09	30.63	9.04	4.8047
9	1	2012	23.07	28.48	14.69	2.4713
10	1	2012	21.40	27.77	22.03	3.1142
11	1	2012	20.16	29.74	0.62	3.5096
12	1	2012	21.62	30.54	0.61	3.9278
13	1	2012	22.48	30.64	3.52	4.2041
14	1	2012	23.04	28.13	1.29	3.5980
15	1	2012	22.30	29.33	15.21	3.0604
16	1	2012	21.71	29.14	10.34	2.7017
17	1	2012	20.17	27.81	0.09	4.7056
18	1	2012	21.68	26.50	5.48	3.5628
19	1	2012	21.46	29.14	8.03	3.4051
20	1	2012	20.59	30.02	8.42	4.1971
21	1	2012	22.07	28.58	6.99	2.7972
22	1	2012	22.70	27.63	7.27	3.8353
23	1	2012	20.94	28.60	24.17	3.3274
24	1	2012	21.21	29.53	13.06	2.3306
25	1	2012	21.92	28.64	14.44	3.0584
26	1	2012	22.02	26.52	2.46	2.5239
27	1	2012	22.63	28.55	0.03	2.9894
28	1	2012	22.44	27.45	1.67	3.6253
29	1	2012	22.67	28.51	3.07	3.2921
30	1	2012	22.44	27.07	4.43	3.3794
31	1	2012	20.31	29.86	0.20	4.0931
1	2	2012	22.49	27.04	20.25	3.4611
2	2	2012	21.08	29.75	2.96	3.3746
3	2	2012	21.44	29.99	0.00	3.8669
4	2	2012	22.08	30.14	1.92	3.2829
5	2	2012	21.75	31.55	0.02	4.3105
6	2	2012	22.15	31.09	2.13	4.1065
7	2	2012	22.43	29.95	5.74	4.1666
8	2	2012	23.10	28.40	7.63	3.9438
9	2	2012	22.52	28.98	18.95	2.6921
10	2	2012	22.05	28.77	9.28	2.6192
11	2	2012	21.17	25.33	8.24	3.2802
12	2	2012	20.09	29.47	2.50	4.0621
13	2	2012	22.33	27.40	7.35	3.8012
14	2	2012	21.48	27.95	40.26	3.2336
15	2	2012	21.69	27.08	6.99	2.1536
16	2	2012	21.04	28.13	18.13	3.3422
17	2	2012	21.71	28.72	15.59	3.9483
18	2	2012	21.40	28.13	10.36	2.7345
19	2	2012	21.54	27.65	2.39	3.8237
20	2	2012	21.06	29.71	4.48	2.6918
21	2	2012	22.42	28.60	0.45	3.7038
22	2	2012	22.39	29.43	0.41	4.2758
23	2	2012	22.72	28.66	0.56	2.7674
24	2	2012	22.63	27.72	15.72	3.4095
25	2	2012	21.92	28.48	3.65	3.4460
26	2	2012	21.95	28.33	11.56	3.0433
27	2	2012	22.33	27.37	16.44	3.2168
28	2	2012	22.21	28.69	3.74	4.0058
29	2	2012	21.54	29.36	2.19	4.1567
1	3	2012	22.83	29.94	0.50	4.1418
2	3	2012	22.07	30.59	0.00	3.8326
3	3	2012	21.52	30.75	8.65	4.3803
4	3	2012	22.68	29.51	4.91	3.8364
5	3	2012	21.94	29.77	4.23	3.7852
6	3	2012	22.54	28.05	5.58	3.5667
7	3	2012	21.66	28.04	17.92	2.0597
8	3	2012	20.31	29.03	1.06	3.7919
9	3	2012	21.14	30.23	5.93	3.2697
10	3	2012	22.18	29.61	4.59	4.3337
11	3	2012	22.57	30.50	0.63	4.4376
12	3	2012	22.25	30.06	0.32	3.6702
13	3	2012	22.79	29.08	0.08	3.8088
14	3	2012	21.95	30.11	1.99	3.9515
15	3	2012	22.14	29.72	4.26	3.4607
16	3	2012	22.85	29.53	6.22	3.9274
17	3	2012	22.55	29.08	2.48	3.4872
18	3	2012	21.98	30.15	4.77	4.0938
19	3	2012	21.94	30.04	8.27	3.7190
20	3	2012	22.86	29.67	4.88	3.1926
21	3	2012	21.93	27.23	2.54	3.6239
22	3	2012	21.93	29.51	1.31	4.0202
23	3	2012	23.05	28.50	10.46	3.5172
24	3	2012	21.96	29.62	11.26	3.6181
25	3	2012	22.97	29.11	12.63	3.8905
26	3	2012	22.93	28.23	5.00	3.7713
27	3	2012	22.34	28.00	23.91	3.1922
