date,tmax,tmin,prec,rs,rh,u2_obs,eto
2019-01-01,27.4,22.88,9.55,16.79,89.02,1.31,3.3359853105542037
2019-01-02,31.18,22.7,0.29,21.23,82.08,1.57,4.481860442370955
2019-01-03,31.46,23.58,0.69,22.7,81.89,2.11,4.787857682583517
2019-01-04,30.31,23.29,0.33,25.38,84.39,1.74,5.019396449053839
2019-01-05,31.63,22.63,1.44,23.3,82.49,1.72,4.823029964755345
2019-01-06,28.81,23.45,1.06,14.4,87.0,1.16,3.1399174458879595
2019-01-07,28.85,22.79,2.56,17.1,84.4,1.14,3.626170941347035
2019-01-08,28.62,22.18,1.06,11.9,84.24,0.96,2.8236600059313033
2019-01-09,27.83,22.48,24.17,22.33,86.5,1.44,4.256683008010932
2019-01-10,28.46,22.09,7.62,11.3,87.63,1.45,2.5886982140044545
2019-01-11,28.88,21.94,1.75,17.15,86.91,1.23,3.507589133060339
2019-01-12,29.9,21.69,6.38,21.78,83.95,1.36,4.362289805926157
2019-01-13,29.8,21.72,8.65,18.88,83.73,1.18,3.9287589804467333
2019-01-14,27.8,23.15,44.35,17.21,89.24,0.99,3.427058290536517
2019-01-15,27.13,22.71,5.36,11.66,90.68,1.12,2.493396467608519
2019-01-16,28.12,22.53,0.06,13.71,86.24,0.95,3.006612965450252
2019-01-17,28.98,21.92,0.0,20.07,83.88,0.86,4.061420137721564
2019-01-18,28.77,22.56,6.04,15.06,87.64,1.01,3.185768162441556
2019-01-19,29.92,23.27,0.36,19.35,85.1,1.03,4.033548879146817
2019-01-20,28.74,23.98,0.54,19.32,84.7,1.16,4.00730954992859
2019-01-21,30.76,23.42,2.62,20.28,84.41,1.15,4.266389921965041
2019-01-22,29.02,23.9,6.62,14.27,89.64,0.98,3.046025634455565
2019-01-23,29.0,23.49,5.73,20.28,88.69,1.42,4.006075783772832
2019-01-24,29.28,22.85,0.14,21.19,86.35,1.74,4.214363550063654
2019-01-25,29.74,21.52,16.06,20.27,85.52,1.43,4.066801054447749
2019-01-26,27.24,22.81,3.49,9.16,86.29,1.68,2.3102599154036545
2019-01-27,30.09,21.78,3.71,18.99,83.51,1.28,3.9808681336596745
2019-01-28,30.58,22.14,2.99,18.81,84.6,1.8,3.9602537504396094
2019-01-29,29.25,22.03,1.15,17.68,87.39,1.17,3.601380155487091
2019-01-30,30.08,22.51,0.23,20.54,82.65,0.94,4.283398980915007
2019-01-31,28.82,23.26,1.43,21.46,87.65,1.49,4.205955738474687
2019-02-01,29.78,22.06,1.3,14.47,86.16,1.24,3.187090266872297
2019-02-02,29.76,21.53,5.55,12.92,83.65,1.42,3.0344002659206826
2019-02-03,30.82,21.28,0.68,21.48,76.95,1.67,4.618178293014086
2019-02-04,31.73,21.69,1.43,21.64,80.95,1.47,4.590667289141793
2019-02-05,29.2,23.2,11.35,18.06,83.51,0.7,3.854215483129824
