Day	Month	Year	MinTemp	MaxTemp	Precipitation	ReferenceET
1	1	2013	22.60	30.74	2.28	4.5099
2	1	2013	22.80	28.35	5.10	3.8495
3	1	2013	21.64	28.68	1.93	3.3814
4	1	2013	20.75	30.51	0.29	4.3104
5	1	2013	22.06	31.04	0.48	4.0288
6	1	2013	22.60	32.10	0.22	4.8870
7	1	2013	23.74	32.27	0.49	4.5380
8	1	2013	24.38	30.00	8.63	4.1716
9	1	2013	23.73	29.99	11.97	3.6793
10	1	2013	22.89	29.26	6.49	3.4267
11	1	2013	23.02	30.18	34.76	3.0700
12	1	2013	23.62	28.95	10.07	2.8196
13	1	2013	21.91	30.54	9.43	4.5683
14	1	2013	23.06	28.89	14.28	3.2721
15	1	2013	22.97	26.43	34.21	1.3416
16	1	2013	21.49	30.72	0.01	4.5406
17	1	2013	22.73	31.03	3.30	4.2816
18	1	2013	23.73	27.61	2.80	2.4875
19	1	2013	23.06	29.75	10.45	3.6345
20	1	2013	20.73	28.94	0.88	3.5728
21	1	2013	21.76	30.59	1.20	3.9325
22	1	2013	22.86	29.90	11.70	3.3578
23	1	2013	23.71	28.35	10.61	3.2783
24	1	2013	23.46	28.57	28.86	2.1128
25	1	2013	23.18	27.22	11.96	2.8319
26	1	2013	23.39	26.56	7.09	3.7725
27	1	2013	22.76	29.57	10.49	3.7636
28	1	2013	23.66	31.06	5.17	3.4594
29	1	2013	23.85	30.52	3.57	3.0226
30	1	2013	24.15	29.91	18.76	3.7174
31	1	2013	23.10	30.47	4.57	3.7570
1	2	2013	23.57	30.02	4.16	3.6046
2	2	2013	23.35	29.27	9.33	3.0270
3	2	2013	23.23	28.56	27.60	3.6896
4	2	2013	22.26	31.21	4.07	4.4040
5	2	2013	23.89	28.69	3.20	2.3875
6	2	2013	23.64	28.95	7.26	3.5198
7	2	2013	22.55	26.90	19.44	3.1166
8	2	2013	22.63	25.65	3.71	3.7534
9	2	2013	21.41	30.42	7.11	3.5567
10	2	2013	22.88	30.05	3.08	3.7559
11	2	2013	22.67	30.61	16.07	3.3771
12	2	2013	23.20	29.80	16.59	3.8972
13	2	2013	21.98	27.25	23.06	3.3034
14	2	2013	21.61	29.14	1.74	4.1798
15	2	2013	21.94	30.50	0.40	4.4829
16	2	2013	23.13	27.69	10.88	3.5714
17	2	2013	21.91	29.08	4.17	4.3065
18	2	2013	22.84	29.35	2.46	4.3329
19	2	2013	22.58	28.93	4.00	3.3279
20	2	2013	22.56	29.69	5.20	3.3691
21	2	2013	23.20	28.65	0.68	4.1515
22	2	2013	23.32	29.93	0.01	4.2353
23	2	2013	22.95	30.26	0.35	4.5840
24	2	2013	23.00	30.97	0.89	4.2268
25	2	2013	23.99	27.98	3.35	3.3919
26	2	2013	23.21	29.03	2.72	3.7769
27	2	2013	23.34	29.36	7.29	3.7088
28	2	2013	23.29	30.68	4.79	3.9233
1	3	2013	23.90	29.03	0.37	4.1356
2	3	2013	23.29	31.05	1.86	4.3717
3	3	2013	23.88	28.58	2.23	3.4903
4	3	2013	23.43	30.75	0.21	4.4955
5	3	2013	24.63	28.28	0.21	3.7370
6	3	2013	23.02	28.76	3.74	3.6513
7	3	2013	23.15	29.37	1.64	3.8845
8	3	2013	22.38	31.18	0.63	3.8815
9	3	2013	22.71	31.58	0.95	4.5011
10	3	2013	23.29	32.09	0.17	4.1711
11	3	2013	24.02	30.91	6.76	3.8102
12	3	2013	23.10	30.25	20.59	3.8021
13	3	2013	24.07	30.84	2.34	3.8486
14	3	2013	24.00	28.32	0.23	4.1377
15	3	2013	23.45	31.13	0.48	3.8355
16	3	2013	24.29	27.71	6.54	3.5579
17	3	2013	23.16	30.02	9.20	3.6340
18	3	2013	22.56	28.36	37.28	2.9925
19	3	2013	23.25	25.33	31.37	2.6819
20	3	2013	22.40	27.96	18.72	3.7469
21	3	2013	22.49	30.31	8.68	3.4813
22	3	2013	22.89	30.01	9.38	4.0369
23	3	2013	23.23	30.38	1.81	3.6828
24	3	2013	22.94	26.11	8.81	2.5429
25	3	2013	22.19	28.27	5.17	2.3054
26	3	2013	22.29	29.94	9.45	4.1332
27	3	2013	22.36	31.03	3.29	4.4420
28	3	2013	23.27	29.05	2.66	3.9620
29	3	2013	22.99	30.49	29.81	3.3006
30	3	2013	23.20	26.62	36.38	3.1298
31	3	2013	22.34	30.40	7.27	4.0435
1	4	2013	23.27	31.64	3.49	4.5122
2	4	2013	23.10	30.89	1.24	4.1966
3	4	2013	22.23	31.37	1.09	4.2093
4	4	2013	23.44	30.35	5.23	3.9152
5	4	2013	24.10	27.94	9.11	3.5078
6	4	2013	23.00	28.04	6.31	3.6538
7	4	2013	22.92	30.03	1.91	3.7992
8	4	2013	22.94	31.40	0.96	4.5339
9	4	2013	23.92	30.65	4.10	4.3814
10	4	2013	23.52	28.80	13.39	3.3158
11	4	2013	22.84	28.52	7.42	3.4462
12	4	2013	22.63	31.12	0.42	4.7003
13	4	2013	23.31	31.59	4.62	4.2210
14	4	2013	23.80	31.62	1.63	4.4529
15	4	2013	22.89	31.86	0.61	4.4032
16	4	2013	23.35	30.38	1.92	3.5344
17	4	2013	23.04	28.58	12.23	3.2870
18	4	2013	22.64	29.07	17.50	3.5043
19	4	2013	22.77	29.51	21.87	3.2373
20	4	2013	22.57	26.34	9.43	2.8673
21	4	2013	21.88	30.00	4.87	3.0980
22	4	2013	23.24	25.95	12.25	2.2604
23	4	2013	21.85	27.94	3.73	3.2624
24	4	2013	22.66	29.66	0.73	4.1280
25	4	2013	22.85	29.54	0.42	3.9728
26	4	2013	23.45	27.91	1.07	3.2335
27	4	2013	23.18	30.15	0.23	3.8311
28	4	2013	23.32	30.61	2.48	3.8451
29	4	2013	23.28	29.97	5.46	3.6362
30	4	2013	23.00	30.07	2.92	3.6947
1	5	2013	22.80	29.64	3.04	3.6050
2	5	2013	23.02	30.04	2.54	3.3224
3	5	2013	23.31	29.36	0.38	3.7169
4	5	2013	23.54	28.08	1.48	3.4160
5	5	2013	23.07	30.00	0.34	3.6953
6	5	2013	22.97	30.39	0.02	4.0859
7	5	2013	22.76	30.20	8.65	3.8023
8	5	2013	23.43	27.96	3.48	3.3937
9	5	2013	22.35	29.26	7.75	3.0380
10	5	2013	22.64	27.06	27.41	2.5227
11	5	2013	22.31	29.78	0.88	3.8274
12	5	2013	22.80	30.23	0.04	4.3746
13	5	2013	22.46	30.79	0.00	4.4496
14	5	2013	22.25	30.29	0.00	4.3819
15	5	2013	21.43	30.85	0.00	4.0812
16	5	2013	22.84	30.30	0.00	4.0498
17	5	2013	21.84	31.48	0.06	4.4607
18	5	2013	23.48	31.10	0.15	4.4362
19	5	2013	23.07	30.48	1.41	2.9545
20	5	2013	22.76	29.76	3.36	3.8449
21	5	2013	22.53	30.63	1.03	3.7978
22	5	2013	23.64	30.18	1.10	3.7026
23	5	2013	23.44	29.99	0.19	3.8304
24	5	2013	23.41	28.10	0.97	3.1356
25	5	2013	23.43	27.13	2.28	2.8380
26	5	2013	22.44	29.16	8.98	2.8139
27	5	2013	21.51	29.35	0.54	3.4136
28	5	2013	21.55	30.06	2.20	4.0198
29	5	2013	21.87	30.31	1.01	3.7986
30	5	2013	22.17	30.64	0.05	4.1167
31	5	2013	21.92	30.78	0.87	4.1967
1	6	2013	21.76	31.01	0.22	3.3602
2	6	2013	22.53	30.64	0.01	4.1434
3	6	2013	21.81	30.56	0.01	4.1518
4	6	2013	22.12	30.39	0.10	3.8329
5	6	2013	22.40	30.04	4.06	3.5125
6	6	2013	22.84	28.40	14.60	2.4330
7	6	2013	23.15	28.95	5.05	3.2474
8	6	2013	22.25	28.35	0.83	3.4557
9	6	2013	21.02	29.98	0.25	4.2299
10	6	2013	20.71	30.19	0.00	4.1630
11	6	2013	21.33	30.19	0.00	3.7954
12	6	2013	22.43	29.77	0.02	3.9804
13	6	2013	22.18	31.03	0.04	4.3174
14	6	2013	22.34	30.34	2.97	3.5328
15	6	2013	22.14	29.65	3.02	3.3184
16	6	2013	21.62	30.10	1.06	3.3309
17	6	2013	21.83	30.38	0.00	3.5646
18	6	2013	21.73	29.78	7.03	3.4163
19	6	2013	21.58	30.21	2.14	3.7208
20	6	2013	22.68	30.50	1.69	3.8950
21	6	2013	21.10	30.42	0.06	3.9993
22	6	2013	21.34	30.97	0.00	4.0859
23	6	2013	23.27	29.90	0.03	3.9491
24	6	2013	22.95	31.07	0.04	4.1553
25	6	2013	21.53	30.78	0.02	4.2085
26	6	2013	21.35	31.52	0.01	4.6165
27	6	2013	20.75	31.65	0.00	4.5636
28	6	2013	21.84	29.89	0.02	3.7743
29	6	2013	21.88	29.70	0.04	3.0711
30	6	2013	22.68	30.58	0.23	3.4095
1	7	2013	22.24	30.37	3.67	3.6936
2	7	2013	21.90	29.95	1.40	3.4097
3	7	2013	21.00	30.08	0.21	3.4107
4	7	2013	21.60	31.63	0.03	4.1048
5	7	2013	22.55	31.76	0.00	4.6786
6	7	2013	21.50	30.72	0.00	4.3720
7	7	2013	21.01	31.60	0.00	4.4372
8	7	2013	21.67	32.10	0.00	4.6517
9	7	2013	21.62	30.66	0.00	4.0550
10	7	2013	21.99	32.01	0.00	4.3900
11	7	2013	20.83	32.32	0.00	4.8694
12	7	2013	19.26	32.18	0.00	4.9732
13	7	2013	22.45	30.48	0.00	4.0885
14	7	2013	22.55	29.14	0.00	3.4130
15	7	2013	21.78	31.37	0.04	4.1399
16	7	2013	22.05	31.78	0.00	4.6017
17	7	2013	21.55	32.32	0.00	4.7514
18	7	2013	21.22	32.07	0.00	4.7062
19	7	2013	21.30	33.23	0.02	5.0990
20	7	2013	23.11	31.12	0.11	4.0466
21	7	2013	21.55	32.71	0.01	4.0294
22	7	2013	21.97	32.81	0.08	4.4933
23	7	2013	22.44	32.11	5.19	4.1658
24	7	2013	21.84	31.76	3.12	4.1655
25	7	2013	21.71	33.00	0.09	4.2658
26	7	2013	22.48	32.49	0.05	4.2840
27	7	2013	22.87	31.24	2.52	4.2384
28	7	2013	21.66	33.52	1.02	4.6298
29	7	2013	21.15	33.65	0.01	5.0776
30	7	2013	19.23	33.00	2.08	5.0961
31	7	2013	20.76	33.79	0.25	5.0326
1	8	2013	21.62	33.78	0.00	5.4307
2	8	2013	20.30	33.78	0.00	5.5248
3	8	2013	19.83	34.71	0.00	5.6550
4	8	2013	22.02	35.43	0.00	5.7688
5	8	2013	21.38	36.07	0.00	5.7753
6	8	2013	21.35	34.82	0.00	5.1184
7	8	2013	22.92	35.36	0.00	5.5180
8	8	2013	22.49	35.60	0.00	5.6046
9	8	2013	21.05	36.27	0.00	5.9188
10	8	2013	23.39	35.96	0.00	5.8663
11	8	2013	23.58	35.96	0.00	5.5354
12	8	2013	23.48	35.55	0.00	4.9092
13	8	2013	23.58	35.91	0.00	4.6567
14	8	2013	24.29	37.25	0.00	5.7315
15	8	2013	23.55	37.82	0.00	5.9532
16	8	2013	24.65	35.48	0.07	4.8925
17	8	2013	24.05	37.70	0.00	6.1544
18	8	2013	24.50	37.13	0.08	5.8143
19	8	2013	25.11	36.24	0.04	5.4785
20	8	2013	23.43	36.91	0.00	5.7845
21	8	2013	24.33	36.15	0.08	5.3263
22	8	2013	23.46	36.70	0.13	5.5708
23	8	2013	23.33	37.77	0.00	6.4846
24	8	2013	22.59	37.39	0.00	6.5724
25	8	2013	23.27	37.71	0.00	6.5322
26	8	2013	22.76	38.66	0.00	6.4063
27	8	2013	24.22	38.54	0.00	6.3772
28	8	2013	26.33	37.63	0.00	5.7558
29	8	2013	24.28	37.50	0.00	5.7336
30	8	2013	23.96	38.13	0.00	6.5218
31	8	2013	22.49	37.72	0.00	6.7010
1	9	2013	22.44	37.19	0.00	6.2808
2	9	2013	24.25	35.16	0.00	5.6201
3	9	2013	24.28	35.81	0.00	5.5663
4	9	2013	24.08	38.22	0.00	5.9910
5	9	2013	25.11	37.36	1.58	5.5822
6	9	2013	24.71	35.04	5.65	4.7386
7	9	2013	24.01	31.93	22.85	4.5894
8	9	2013	24.24	33.70	5.78	4.4821
9	9	2013	24.17	34.68	0.32	5.2828
10	9	2013	22.48	35.37	0.00	6.2463
11	9	2013	24.07	35.02	0.00	5.6164
12	9	2013	24.54	34.77	0.00	5.5899
13	9	2013	22.89	34.38	0.01	6.0065
14	9	2013	23.15	36.69	0.00	6.1556
15	9	2013	23.85	37.41	0.00	6.3004
16	9	2013	23.80	36.01	0.00	6.0529
17	9	2013	24.20	37.83	0.00	6.3329
