date,tmax,tmin,prec,rs,rh,u2_obs,eto
2016-01-01,31.7,23.53,17.1,8.14,81.17,1.82,2.5159921951253637
2016-01-02,33.75,22.84,0.14,20.98,73.71,1.8,4.941696636086984
2016-01-03,33.93,23.59,2.04,20.84,71.4,1.97,5.053178821462231
2016-01-04,34.64,23.85,0.08,18.29,70.7,1.77,4.739636751669808
2016-01-05,33.85,24.76,0.16,16.14,69.73,1.54,4.416882336484958
2016-01-06,30.32,24.3,1.99,13.36,80.08,1.3,3.352584844301103
2016-01-07,28.52,23.19,8.09,8.6,83.9,1.12,2.3680854111335274
2016-01-08,30.6,24.06,12.76,10.11,84.88,1.61,2.643164747759851
2016-01-09,29.48,24.39,3.15,13.45,85.91,1.22,3.09787676114958
2016-01-10,32.73,23.19,1.19,9.23,80.49,1.64,2.7492030047127503
2016-01-11,34.04,24.62,0.25,18.19,74.26,1.76,4.579669760757037
2016-01-12,33.4,24.09,2.02,21.03,75.01,1.21,4.941472693618682
2016-01-13,28.28,24.64,1.81,4.06,87.45,1.68,1.5346665089400284
2016-01-14,32.96,23.63,1.92,15.47,77.13,1.02,3.919572428734113
2016-01-15,33.94,24.07,0.2,18.96,73.0,1.09,4.7231872258154
2016-01-16,34.04,24.97,3.44,19.73,71.9,1.08,4.937820156863676
2016-01-17,26.97,24.58,3.83,4.61,87.66,1.09,1.5937405313016801
2016-01-18,30.68,23.8,1.35,11.96,81.6,1.37,3.0742313983790317
2016-01-19,33.03,23.86,1.71,12.56,74.79,1.36,3.5656034480644143
2016-01-20,30.45,24.69,1.04,10.17,79.42,1.46,2.903114883917645
2016-01-21,30.95,23.48,3.49,9.87,78.93,1.84,2.8651780749311
2016-01-22,32.92,22.96,4.97,10.9,76.96,1.6,3.178893095779265
2016-01-23,34.15,23.35,2.93,14.68,74.69,1.59,3.9554046970305654
2016-01-24,32.7,24.67,4.05,16.87,79.89,1.45,4.066281678956316
2016-01-25,35.07,24.19,1.94,17.84,72.64,2.03,4.645467162397939
2016-01-26,33.91,24.39,12.54,8.8,75.85,2.33,2.963155017228475
2016-01-27,29.26,23.46,36.73,12.55,86.55,1.73,2.897623988352953
2016-01-28,29.19,23.11,9.02,9.68,84.72,1.53,2.5196024629035
2016-01-29,29.31,22.16,3.66,20.19,84.26,1.71,4.104960620271196
2016-01-30,29.68,22.26,1.66,21.46,85.5,1.57,4.284189542021743
2016-01-31,31.33,22.57,2.91,22.7,79.19,1.46,4.829655488351582
2016-02-01,31.25,22.21,2.27,19.68,80.99,1.64,4.27575104955568
2016-02-02,30.39,22.2,0.56,16.65,80.57,1.93,3.77412241444483
