date,tmax,tmin,prec,rs,rh,u2_obs,eto
2004-01-01,29.17,23.16,0.57,17.95,85.09,1.55,3.761274828586909
2004-01-02,29.75,23.11,11.32,15.92,83.86,1.12,3.526159132133789
2004-01-03,30.36,23.66,6.07,19.48,81.44,0.7,4.225653757473607
2004-01-04,30.37,23.74,22.35,17.7,81.37,1.14,3.9567290091689986
2004-01-05,31.29,23.64,8.82,18.71,78.82,1.3,4.261177940760502
2004-01-06,30.49,24.08,2.87,21.19,82.49,1.28,4.4868483357018905
2004-01-07,31.33,23.14,5.72,22.41,77.04,0.96,4.875508831419506
2004-01-08,30.81,24.74,3.47,15.72,82.34,0.63,3.675342116260605
2004-01-09,30.45,23.84,2.98,16.5,85.87,1.3,3.6074730975439957
2004-01-10,26.96,24.0,25.39,12.17,91.03,1.19,2.587294766818144
2004-01-11,29.97,22.73,5.88,15.85,88.31,0.77,3.3426037127497588
2004-01-12,29.62,23.63,13.46,20.76,88.12,1.3,4.142224600843312
2004-01-13,29.71,22.99,29.85,15.32,88.45,0.92,3.2522290776405547
2004-01-14,27.68,23.61,6.81,15.15,90.26,0.99,3.0880037221874708
2004-01-15,30.23,22.07,3.14,22.86,84.88,1.86,4.540601566736698
2004-01-16,31.21,22.33,19.26,19.23,82.25,1.27,4.155045735558553
2004-01-17,27.37,22.7,43.92,6.79,91.33,1.42,1.7425804385665618
2004-01-18,30.89,21.6,1.75,13.41,84.5,1.76,3.121886835350307
2004-01-19,30.45,22.49,1.41,18.22,83.96,1.6,3.896318784875567
2004-01-20,30.37,22.46,8.09,18.82,82.68,1.24,4.030346474562311
2004-01-21,28.32,23.48,4.13,16.19,88.95,1.46,3.3242863615428773
2004-01-22,30.33,22.65,9.33,16.73,86.19,1.52,3.5816605431403064
2004-01-23,28.28,22.05,18.63,6.44,88.24,1.87,1.832245704327408
2004-01-24,28.48,20.28,7.94,15.93,82.81,1.7,3.4008453983419433
2004-01-25,29.49,22.11,1.69,18.25,83.95,1.79,3.8304310674828623
2004-01-26,28.71,22.05,16.35,15.94,84.42,0.96,3.4222827593261558
2004-01-27,27.66,23.37,6.53,15.52,83.99,1.19,3.377436076657989
2004-01-28,29.78,21.98,19.46,6.94,85.11,1.22,2.0778837625742104
2004-01-29,29.5,22.5,24.79,14.24,86.54,1.38,3.138316603896764
2004-01-30,29.54,23.48,23.97,15.45,88.3,1.12,3.295086682736354
2004-01-31,29.13,22.81,8.66,19.88,87.06,1.17,3.9797247100700237
2004-02-01,30.27,22.28,8.53,16.56,84.35,0.96,3.6116532475141816
2004-02-02,30.2,23.42,3.54,19.84,86.41,1.24,4.093918201154581
2004-02-03,28.27,23.34,5.39,18.01,88.2,0.9,3.6283091918821366
2004-02-04,29.48,22.78,16.27,11.64,89.99,1.12,2.6042449648374584
2004-02-05,28.71,22.82,16.97,14.99,87.35,1.53,3.1992932068934126
2004-02-06,29.1,22.39,17.28,15.72,87.13,0.93,3.3216889429029077
2004-02-07,28.26,23.2,23.9,14.6,89.33,1.22,3.057093362440724
2004-02-08,30.09,21.74,32.17,17.64,86.66,1.61,3.6601483214775765
2004-02-09,26.47,23.33,35.16,8.8,88.98,1.02,2.139072237079495
2004-02-10,29.62,21.27,12.8,17.9,87.0,1.13,3.6412227875959253
2004-02-11,30.38,22.42,2.66,21.83,85.87,1.61,4.389261033782236
2004-02-12,30.26,22.79,5.84,20.25,84.61,1.63,4.198672853737354
2004-02-13,30.6,22.85,8.67,18.69,84.58,1.67,3.9803214463295244
2004-02-14,29.3,23.0,3.22,20.13,87.67,1.48,4.020180672197888
2004-02-15,26.31,23.57,5.75,17.46,88.94,1.32,3.4306546308889665
2004-02-16,26.97,22.72,13.93,13.51,88.21,0.8,2.8677795566356608
2004-02-17,28.25,23.35,11.65,17.46,84.59,0.77,3.6794623931924466
2004-02-18,29.94,22.37,4.23,18.07,87.0,1.4,3.7333245635029324
2004-02-19,29.96,23.12,3.13,12.72,86.64,1.37,2.9409444579824537
2004-02-20,28.76,22.97,15.12,18.91,87.47,1.54,3.80535230492707
2004-02-21,30.15,22.42,14.71,22.52,84.87,0.86,4.514874641679755
2004-02-22,31.05,23.12,18.48,11.98,86.18,0.82,2.885259846124551
2004-02-23,26.62,21.76,19.0,16.76,90.3,1.87,3.2146756033314463
2004-02-24,28.95,21.51,10.27,20.16,83.4,0.9,4.080048935224893
2004-02-25,30.16,22.29,30.6,24.69,83.12,0.85,4.899477053381274
2004-02-26,28.13,23.67,13.36,8.02,88.57,0.66,2.084670229929905
2004-02-27,29.46,22.38,7.11,21.53,86.36,1.75,4.258831045975225
2004-02-28,30.49,22.3,4.41,22.29,84.17,1.37,4.519003077443105
2004-02-29,30.77,23.02,2.9,19.4,85.04,1.15,4.090869708382186
2004-03-01,29.77,22.41,8.19,18.33,85.84,1.17,3.8054379159530103
2004-03-02,31.1,22.43,0.48,19.16,82.24,1.25,4.14881100039161
2004-03-03,30.15,22.74,12.61,22.05,83.12,0.65,4.51492419679411
2004-03-04,30.23,23.99,9.22,19.18,85.02,1.12,4.067402911039288
2004-03-05,28.96,23.67,1.24,20.62,87.72,1.44,4.10162414703207
2004-03-06,27.91,23.43,30.84,16.37,89.32,1.26,3.3176738998601425
2004-03-07,30.29,22.56,24.11,16.47,88.04,1.06,3.464292541558365
2004-03-08,30.8,23.68,8.62,19.77,85.53,1.11,4.160156239795932
2004-03-09,29.55,22.7,1.66,20.23,87.7,1.88,4.025836975971408
2004-03-10,28.71,21.72,22.21,17.44,89.46,1.53,3.440925387605403
2004-03-11,29.85,22.82,1.91,19.62,86.28,1.27,4.0048603790530635
2004-03-12,30.36,23.0,17.53,20.97,86.03,1.2,4.265235068598296
2004-03-13,30.21,23.62,3.05,16.97,85.5,1.48,3.67463455385381
2004-03-14,30.49,24.14,7.23,11.88,86.95,0.93,2.83656849787429
2004-03-15,31.1,23.26,1.78,20.74,86.64,1.32,4.266671304845715
2004-03-16,31.02,23.18,4.58,20.28,84.7,1.08,4.252338461181201
2004-03-17,27.95,23.81,27.87,17.61,88.47,0.89,3.5472285392910154
2004-03-18,27.38,23.08,16.56,11.81,92.06,0.91,2.4743873415709983
2004-03-19,29.78,21.73,0.8,18.21,82.71,0.75,3.855990772912274
2004-03-20,30.66,21.66,8.51,17.04,84.86,1.18,3.6459305869172987
2004-03-21,30.54,23.33,1.62,20.0,85.46,1.33,4.1495948079962535
2004-03-22,30.53,22.67,3.32,16.49,84.93,1.14,3.589184036086123
2004-03-23,29.8,21.54,12.44,14.1,85.22,0.97,3.1334943482353244
2004-03-24,30.06,22.15,22.2,18.36,87.05,1.42,3.7468205510189696
2004-03-25,29.82,22.99,7.3,15.49,86.58,1.54,3.342451714587265
2004-03-26,29.89,21.89,4.77,9.35,86.21,1.57,2.3857705856042744
2004-03-27,29.72,23.13,2.33,15.67,87.88,1.59,3.3177870777248244
2004-03-28,30.01,22.68,13.03,16.83,86.1,1.13,3.560481991568123
2004-03-29,30.15,23.07,5.97,17.92,86.84,1.59,3.7243174098135396
2004-03-30,31.12,22.69,0.02,23.95,84.58,1.58,4.788576709698237
2004-03-31,31.26,22.05,1.0,22.07,83.77,1.44,4.496756072601999
2004-04-01,31.05,22.91,3.21,19.39,84.26,1.38,4.0900288419046715
2004-04-02,30.81,22.34,0.58,19.67,85.75,1.63,4.0348589554862695
2004-04-03,28.39,22.92,0.7,19.23,89.64,1.37,3.7057452507668485
2004-04-04,30.67,23.34,1.19,19.9,86.36,1.48,4.0842643124553
2004-04-05,29.69,23.5,0.95,18.09,88.03,1.59,3.686780543722471
2004-04-06,30.15,22.19,5.44,21.46,87.41,1.42,4.190744472307414
2004-04-07,30.0,23.61,15.19,16.84,79.27,0.67,3.8376937318649795
2004-04-08,29.7,23.0,7.11,22.47,86.11,0.99,4.396066694431485
2004-04-09,29.95,22.71,5.73,18.91,86.01,1.68,3.85614202676955
2004-04-10,30.22,22.17,2.3,20.7,84.96,1.01,4.153168427281735
2004-04-11,28.09,23.87,4.62,14.11,89.45,0.86,2.9469342507460694
2004-04-12,30.07,22.6,3.91,8.87,85.04,1.06,2.3666113861572415
2004-04-13,29.58,22.25,13.02,16.15,87.27,1.2,3.342205214675838
2004-04-14,29.48,22.98,16.86,16.5,86.11,0.71,3.4605696821750103
2004-04-15,30.17,22.95,9.11,19.12,84.87,1.27,3.9389548734169697
2004-04-16,30.07,22.25,4.24,18.65,87.02,1.16,3.7491231122032564
2004-04-17,30.26,22.86,1.54,20.9,87.62,1.39,4.111025304382263
