date,tmax,tmin,prec,rs,rh,u2_obs,eto
2018-01-01,32.9,23.06,0.14,20.12,71.49,1.23,4.831686219252231
2018-01-02,33.15,22.98,1.26,20.58,69.9,1.17,4.975215524225267
2018-01-03,32.92,23.92,2.77,18.96,72.67,1.11,4.650346156245279
2018-01-04,28.85,23.59,4.87,18.02,83.21,1.26,3.8434348995461307
2018-01-05,30.07,22.28,3.72,17.28,86.1,1.14,3.6343071428011333
2018-01-06,29.17,22.1,6.46,16.92,82.36,0.81,3.6633194373768028
2018-01-07,28.2,22.19,4.4,20.71,82.16,1.46,4.1737648599456225
2018-01-08,30.66,21.17,0.94,22.41,75.08,0.98,4.78606745900847
2018-01-09,29.36,23.08,6.2,20.7,80.6,1.07,4.349490624900636
2018-01-10,29.84,22.33,2.33,23.52,79.72,1.47,4.795363907927329
2018-01-11,28.71,22.21,6.76,19.7,83.61,1.28,4.010158543585665
2018-01-12,30.45,22.65,3.84,18.34,76.23,1.27,4.20439037756751
2018-01-13,30.26,23.25,2.0,17.99,76.66,0.55,4.151532196574558
2018-01-14,28.41,22.74,2.87,19.6,87.13,1.01,3.879582676073282
2018-01-15,27.66,22.59,1.92,17.53,85.59,0.77,3.577523357891896
2018-01-16,30.15,22.31,0.22,22.88,79.72,1.15,4.725748669906213
2018-01-17,31.84,21.92,0.17,21.69,73.85,1.32,4.8578312389380995
2018-01-18,28.32,23.33,3.51,17.21,84.09,1.28,3.6539182715579615
2018-01-19,28.73,22.88,1.02,15.41,85.93,1.37,3.3153717967877063
2018-01-20,32.54,22.13,0.35,21.45,75.73,1.96,4.822322076184493
2018-01-21,32.18,22.27,3.41,20.77,77.6,1.45,4.630486993056326
2018-01-22,32.16,22.78,0.45,19.74,79.14,1.56,4.437098264417739
2018-01-23,32.62,22.87,0.31,22.02,74.92,1.63,4.984408790737227
2018-01-24,33.56,23.26,0.01,20.97,70.65,1.43,5.066474441999896
2018-01-25,31.45,24.17,3.23,16.57,76.78,1.21,4.045782253801527
2018-01-26,32.01,22.68,21.29,20.02,78.68,1.85,4.4846558349926395
2018-01-27,27.5,23.47,6.82,10.39,87.35,1.32,2.473881979787704
2018-01-28,30.8,22.37,6.05,10.74,82.25,1.27,2.8249831406561037
2018-01-29,31.39,23.13,2.77,19.49,81.59,1.49,4.275320823536267
2018-01-30,31.87,22.54,3.62,20.67,81.16,1.55,4.481900132214672
2018-01-31,30.72,23.67,2.72,19.77,83.58,1.29,4.2300998602630635
2018-02-01,30.61,23.63,1.92,13.48,82.59,1.31,3.2679653552968517
2018-02-02,30.04,22.86,31.73,15.24,86.41,1.74,3.3375767111983508
2018-02-03,28.58,23.41,4.06,15.56,86.5,1.3,3.3351896969215664
2018-02-04,28.44,22.55,7.94,14.02,89.52,1.1,2.944945332257328
2018-02-05,30.29,20.84,15.21,14.02,82.33,0.93,3.255533397921013
2018-02-06,27.25,23.0,28.98,6.99,90.35,1.2,1.8205535920704674
2018-02-07,30.12,22.46,7.12,11.21,85.15,0.85,2.7538975082309785
2018-02-08,28.31,23.46,13.65,19.54,90.04,1.2,3.806695950371531
2018-02-09,30.3,22.68,12.63,8.25,86.16,1.88,2.260507788716278
2018-02-10,30.12,23.3,3.0,15.66,84.67,1.87,3.493879172897493
2018-02-11,30.04,22.75,10.27,18.67,78.62,1.12,4.157734092608367
2018-02-12,28.37,22.85,7.1,19.33,86.25,0.86,3.8848606074679384
2018-02-13,28.82,22.08,4.2,19.92,87.0,1.17,3.9370411350471683
2018-02-14,28.78,22.77,10.43,18.16,85.13,0.92,3.7684227595555977
2018-02-15,27.51,22.99,14.45,19.26,86.65,1.58,3.8175113522826867
2018-02-16,30.66,22.04,0.36,20.12,82.46,1.15,4.246183141230637
2018-02-17,29.18,23.29,12.45,16.4,88.27,1.5,3.423712832997127
2018-02-18,28.8,21.99,4.23,17.07,88.19,1.31,3.4572860648627315
2018-02-19,28.29,22.6,13.46,15.63,88.56,1.3,3.224067768901628
2018-02-20,27.2,22.66,2.87,13.6,88.78,0.95,2.86583576327579
2018-02-21,26.95,22.9,52.51,16.92,92.47,1.76,3.22187946304005
2018-02-22,25.53,22.29,26.36,14.74,92.55,1.62,2.810731522477817
2018-02-23,29.63,20.86,5.91,17.32,84.67,1.26,3.6246177918249693
2018-02-24,27.41,22.76,3.74,21.38,89.39,0.98,4.02049261748139
2018-02-25,27.92,21.75,15.75,11.47,91.18,1.89,2.4499189139974176
2018-02-26,28.61,21.51,12.15,22.46,83.95,1.12,4.376520636761776
2018-02-27,29.79,22.0,3.98,19.66,83.73,0.76,4.069417004888041
2018-02-28,28.79,22.07,6.13,22.27,88.1,0.93,4.249380394432349
2018-03-01,29.0,21.79,7.06,16.25,89.9,1.64,3.2676033204796213
2018-03-02,29.14,21.4,8.19,18.4,87.14,1.47,3.68715500389125
2018-03-03,30.76,21.05,1.04,25.23,85.08,1.42,4.889473450251536
2018-03-04,31.06,23.17,1.56,21.28,84.31,1.39,4.439992106480106
2018-03-05,28.36,23.41,6.39,14.83,90.8,1.4,3.0444417054206934
2018-03-06,30.08,22.37,2.96,20.37,86.96,1.73,4.094745180645279
2018-03-07,29.3,22.99,8.83,18.51,88.08,1.65,3.7467959000593485
2018-03-08,27.77,23.24,25.38,15.91,88.59,1.36,3.2602033284664143
2018-03-09,28.69,22.76,30.91,16.3,88.68,1.46,3.3401879002614416
2018-03-10,29.77,22.95,3.17,18.18,87.55,1.4,3.737467346442496
2018-03-11,30.71,22.29,2.17,16.9,82.78,0.92,3.7429968304852013
2018-03-12,29.67,23.96,3.89,19.27,87.75,1.56,3.9411441023476987
