date,tmax,tmin,prec,rs,rh,u2_obs,eto
2008-01-01,27.09,22.56,4.24,12.22,84.7,1.42,2.803689084575647
2008-01-02,25.61,21.8,16.23,15.76,86.27,1.18,3.159079500756265
2008-01-03,30.17,21.56,1.65,21.59,80.01,1.0,4.477925240778054
2008-01-04,30.05,21.92,7.32,20.08,82.67,1.42,4.1689479825910105
2008-01-05,29.18,22.22,8.84,18.11,85.42,1.26,3.7333372744145628
2008-01-06,30.78,22.87,3.2,21.62,77.78,1.04,4.673188680308601
2008-01-07,30.51,22.83,6.38,20.01,78.58,1.04,4.38040428402325
2008-01-08,28.15,22.61,6.1,13.91,89.27,1.03,2.9194901128598745
2008-01-09,29.67,21.33,20.54,15.32,86.17,0.93,3.2764729663608887
2008-01-10,28.08,22.67,3.97,12.79,87.22,1.32,2.831539603041406
2008-01-11,29.71,20.72,0.12,18.02,82.07,1.09,3.81167141396963
2008-01-12,30.75,22.18,0.16,20.83,77.44,0.91,4.531513607177178
2008-01-13,30.21,22.59,0.05,18.8,83.03,1.49,4.007092697183019
2008-01-14,31.26,22.03,4.07,18.1,82.29,1.01,3.9673138873140856
2008-01-15,27.44,22.65,8.52,18.7,88.84,1.44,3.6245270132868237
2008-01-16,29.95,21.82,8.2,20.09,76.07,1.35,4.39866332024847
2008-01-17,28.36,22.48,5.56,13.18,85.39,1.08,2.969704101762118
2008-01-18,25.71,21.75,24.27,13.15,91.14,1.47,2.616119421429812
2008-01-19,29.62,20.33,4.48,20.15,81.45,0.95,4.1258399961631795
2008-01-20,28.94,22.43,13.37,16.09,86.24,0.98,3.399696584678243
2008-01-21,29.56,21.95,10.87,19.71,83.91,0.87,4.046866683345578
2008-01-22,28.33,23.36,6.34,22.07,82.79,0.51,4.432973562254849
2008-01-23,30.66,23.03,3.77,18.03,80.42,1.27,4.037459319860087
2008-01-24,29.6,22.32,1.99,19.06,85.94,1.3,3.8962978589555615
2008-01-25,30.12,23.45,7.81,18.54,83.92,0.99,3.9739018800930497
2008-01-26,27.74,23.06,14.23,14.96,87.4,1.16,3.155053064314317
2008-01-27,28.9,21.8,12.6,13.51,87.95,1.26,2.9213608369498205
2008-01-28,27.71,22.13,7.6,20.04,89.38,1.29,3.8017519456519318
2008-01-29,30.31,21.99,3.24,17.2,87.21,0.96,3.590748283334807
2008-01-30,27.86,23.04,2.27,10.45,89.1,0.95,2.4112800052364283
2008-01-31,27.65,22.66,3.65,10.65,89.41,1.6,2.412832599196788
2008-02-01,27.96,22.57,6.41,14.68,89.73,1.07,3.0167876374345255
2008-02-02,29.02,21.76,5.58,11.91,85.65,1.35,2.778360442910546
2008-02-03,29.23,22.91,3.03,19.24,81.0,0.48,4.1118917142792775
2008-02-04,30.93,22.55,3.38,22.64,80.6,1.0,4.742247220813667
2008-02-05,31.16,22.38,3.76,19.44,82.59,1.29,4.1832058034724655
2008-02-06,29.95,22.77,0.69,18.23,84.36,1.36,3.8731446113051993
2008-02-07,31.49,22.14,0.09,19.61,81.0,1.75,4.279554790943791
2008-02-08,31.9,21.78,1.46,21.37,80.8,1.71,4.572564538272277
2008-02-09,30.91,22.34,0.53,21.24,82.18,1.5,4.459999387799459
2008-02-10,30.45,23.23,0.0,19.57,80.11,1.54,4.2891773592547535
2008-02-11,30.93,23.72,3.79,20.86,82.27,1.08,4.469915525787134
2008-02-12,30.21,22.62,3.44,19.41,83.06,1.12,4.113207215956278
2008-02-13,28.92,23.09,3.92,17.8,85.48,0.93,3.722747882716717
2008-02-14,30.4,22.87,3.5,15.75,81.02,0.83,3.6487216554895663
2008-02-15,28.29,22.69,15.06,14.62,87.24,1.74,3.125274249116919
2008-02-16,26.1,21.99,23.6,10.58,89.93,1.21,2.31949495161619
2008-02-17,28.46,21.48,4.07,19.47,87.34,1.29,3.8073217274278184
2008-02-18,29.93,21.67,4.99,19.84,85.14,1.48,4.04131673123754
2008-02-19,30.6,21.84,2.3,18.45,83.9,1.2,3.9234198475360698
2008-02-20,28.2,23.15,2.36,16.21,87.95,1.39,3.3528536489073795
2008-02-21,28.56,21.78,3.11,16.29,85.72,1.41,3.411878111024648
2008-02-22,27.64,22.36,1.93,18.71,85.6,0.85,3.750178547681494
2008-02-23,28.44,21.43,4.25,21.36,85.28,1.05,4.154681321478036
2008-02-24,30.38,22.71,2.11,17.79,83.81,1.19,3.8486183339996636
2008-02-25,31.51,21.58,0.12,19.77,81.82,1.73,4.249865694889355
2008-02-26,30.6,21.72,6.6,22.55,78.4,1.1,4.7348520686187205
2008-02-27,28.63,23.16,3.03,13.96,83.62,0.82,3.19734481729187
2008-02-28,29.15,22.53,16.59,20.92,85.56,1.4,4.180400344615173
2008-02-29,28.21,22.19,10.53,13.78,85.09,0.99,3.0600551610956788
2008-03-01,28.15,22.07,20.88,17.81,85.67,0.92,3.6269450331938944
2008-03-02,28.81,21.7,20.82,16.31,87.3,0.67,3.3614915517677826
2008-03-03,28.59,22.17,0.22,22.32,85.23,1.24,4.343580437391796
