Day	Month	Year	MinTemp	MaxTemp	Precipitation	ReferenceET
21	3	2022	21.50	29.98	0.91	4.0731
22	3	2022	22.28	27.50	12.23	3.2341
23	3	2022	21.92	29.18	19.20	3.6189
24	3	2022	21.95	29.24	3.87	3.8105
25	3	2022	22.24	29.69	4.27	3.9099
26	3	2022	21.98	28.85	1.93	3.9032
27	3	2022	21.01	30.21	4.15	3.8030
28	3	2022	22.90	28.44	74.25	3.5637
29	3	2022	22.32	27.99	10.81	3.4404
30	3	2022	21.52	27.56	6.79	3.5837
31	3	2022	22.32	29.01	4.14	3.2705
1	4	2022	23.04	29.14	2.30	4.0798
2	4	2022	22.27	27.09	1.81	4.1409
3	4	2022	21.69	29.26	7.44	3.6007
4	4	2022	21.68	29.02	13.45	3.5543
5	4	2022	21.93	29.02	2.10	3.3948
6	4	2022	21.71	29.87	1.01	3.6273
7	4	2022	22.41	29.77	4.73	4.0714
8	4	2022	21.77	27.83	5.27	3.5014
9	4	2022	21.83	29.22	9.86	3.7022
10	4	2022	22.46	28.07	6.53	3.7870
11	4	2022	21.57	29.28	2.96	3.6094
12	4	2022	22.02	28.58	9.21	3.6884
13	4	2022	22.68	28.72	5.73	3.6953
14	4	2022	22.17	28.79	0.20	3.8469
15	4	2022	22.48	29.49	0.75	4.1956
16	4	2022	22.55	28.34	3.32	4.1337
17	4	2022	22.25	28.70	10.11	3.2527
18	4	2022	22.07	29.01	10.97	3.6435
19	4	2022	22.59	28.42	4.20	3.3358
20	4	2022	21.57	29.73	0.68	3.3389
21	4	2022	22.44	30.22	0.05	3.8915
22	4	2022	23.53	29.08	13.95	3.4275
23	4	2022	22.07	26.90	3.94	2.0049
24	4	2022	21.30	28.77	0.04	3.5592
25	4	2022	21.74	29.89	0.01	4.1853
26	4	2022	22.07	29.13	0.04	3.7274
27	4	2022	21.98	28.55	0.40	3.8946
28	4	2022	21.88	28.04	0.37	3.7820
29	4	2022	22.10	29.61	0.75	3.6800
30	4	2022	22.48	27.74	1.36	3.3243
1	5	2022	21.64	29.51	0.52	4.0035
2	5	2022	22.94	28.06	0.92	3.6451
3	5	2022	22.42	29.35	5.94	3.3790
4	5	2022	22.71	29.24	6.06	3.4648
5	5	2022	22.25	29.51	2.74	4.1634
6	5	2022	22.38	29.36	0.74	3.8510
7	5	2022	22.14	28.67	1.18	3.5867
8	5	2022	22.33	28.16	3.72	3.2342
9	5	2022	21.22	28.59	0.18	2.9847
10	5	2022	22.32	28.76	0.21	3.7329
11	5	2022	21.88	29.21	0.01	3.6877
12	5	2022	21.85	28.83	0.79	3.2050
13	5	2022	22.40	29.22	1.29	3.5400
14	5	2022	22.09	28.75	3.54	3.6142
15	5	2022	22.57	28.17	2.25	2.6979
16	5	2022	22.99	28.31	0.36	2.3879
17	5	2022	22.73	28.25	0.02	3.5493
18	5	2022	22.17	28.36	4.85	3.3570
19	5	2022	18.77	23.69	2.64	3.2314
20	5	2022	19.19	22.04	0.05	2.9012
21	5	2022	17.92	26.78	1.48	2.7805
22	5	2022	21.18	28.80	0.15	3.3267
23	5	2022	21.32	28.94	0.30	3.4549
24	5	2022	21.10	28.22	0.09	3.6563
25	5	2022	20.79	28.01	0.05	3.3611
26	5	2022	19.82	28.93	0.00	3.5419
27	5	2022	20.89	27.98	0.00	3.6732
28	5	2022	20.45	28.64	0.00	3.9975
29	5	2022	20.70	29.40	0.03	3.4133
30	5	2022	21.45	29.67	0.28	3.7798
31	5	2022	22.36	29.64	2.71	3.3180
1	6	2022	22.29	28.81	3.26	3.1064
2	6	2022	21.75	29.46	0.10	3.6269
3	6	2022	22.42	26.65	6.95	3.2366
4	6	2022	21.71	25.62	4.55	2.6992
5	6	2022	20.75	28.69	0.58	3.2945
6	6	2022	21.52	28.35	0.20	3.1263
7	6	2022	20.94	28.96	0.05	3.5126
8	6	2022	21.35	28.93	0.26	3.4743
9	6	2022	21.50	28.98	0.41	3.5465
10	6	2022	21.68	28.68	0.56	3.6016
11	6	2022	21.43	27.97	2.11	3.0057
12	6	2022	21.68	28.64	12.18	3.8111
13	6	2022	22.20	28.77	12.82	3.3986
14	6	2022	22.83	28.63	4.03	3.1235
15	6	2022	21.27	28.23	0.11	3.4563
16	6	2022	19.96	28.61	0.01	3.7510
17	6	2022	20.59	29.55	0.00	3.7574
18	6	2022	20.99	29.98	0.00	3.9676
19	6	2022	21.09	29.48	0.02	3.7433
20	6	2022	21.21	29.33	0.13	3.4775
21	6	2022	19.44	28.84	0.29	3.6724
22	6	2022	20.75	28.94	0.03	3.4275
23	6	2022	20.15	29.31	0.00	3.8028
24	6	2022	20.53	29.76	0.00	3.8409
25	6	2022	21.60	29.71	0.00	4.1628
26	6	2022	19.16	29.28	0.00	4.2005
27	6	2022	20.15	29.58	0.00	4.1107
28	6	2022	20.27	29.77	0.00	4.0650
29	6	2022	20.77	30.10	0.00	3.9212
30	6	2022	21.40	30.14	0.01	3.8803
1	7	2022	21.78	29.71	3.84	3.7261
2	7	2022	21.43	30.00	1.66	3.3775
3	7	2022	21.67	30.06	0.01	3.9503
4	7	2022	19.16	28.99	0.00	3.5619
5	7	2022	19.70	29.59	0.00	3.8943
6	7	2022	20.70	29.88	0.00	3.8919
7	7	2022	20.01	29.80	0.00	3.8586
8	7	2022	21.50	28.82	0.00	3.4818
9	7	2022	19.41	30.40	0.00	4.2919
10	7	2022	19.20	30.01	0.00	4.2266
11	7	2022	20.76	30.70	0.00	4.2598
12	7	2022	21.07	31.26	0.00	4.1684
13	7	2022	21.85	30.96	0.00	4.0415
14	7	2022	21.52	30.60	0.00	3.7276
15	7	2022	20.91	31.01	0.00	4.0871
16	7	2022	20.23	31.45	0.00	4.5471
17	7	2022	19.81	31.78	0.00	4.6377
18	7	2022	20.53	31.48	0.04	4.1251
19	7	2022	21.33	31.57	0.00	4.5361
20	7	2022	21.47	31.49	3.19	4.4691
21	7	2022	19.38	31.12	2.47	4.3710
22	7	2022	19.63	31.31	0.61	4.2313
23	7	2022	20.62	32.04	0.12	4.4943
24	7	2022	21.32	32.16	0.01	4.7970
25	7	2022	22.13	30.90	0.00	4.7644
26	7	2022	20.25	31.54	0.00	4.9050
27	7	2022	20.34	31.86	0.00	4.8647
28	7	2022	20.39	32.53	1.15	4.8409
29	7	2022	21.34	30.99	0.41	4.2795
30	7	2022	21.46	31.29	0.08	3.8582
31	7	2022	22.06	30.57	3.91	3.4274
1	8	2022	22.12	31.00	1.63	3.5502
2	8	2022	21.57	30.98	0.04	4.8179
3	8	2022	19.53	32.27	0.08	4.4109
4	8	2022	20.77	32.17	0.03	4.2390
5	8	2022	21.63	31.01	0.11	4.1262
6	8	2022	22.46	33.12	0.01	4.9312
7	8	2022	21.19	33.11	0.00	4.3496
8	8	2022	21.15	34.16	0.04	5.3517
9	8	2022	20.30	34.23	0.04	5.1067
10	8	2022	21.12	34.14	0.00	4.9615
11	8	2022	20.56	34.70	0.00	5.1416
12	8	2022	22.14	34.65	0.28	4.3944
13	8	2022	22.19	32.65	2.38	4.0614
14	8	2022	20.69	33.53	0.07	5.1644
15	8	2022	20.64	33.82	0.00	5.6240
16	8	2022	19.79	34.53	0.00	5.6032
17	8	2022	19.39	34.84	0.00	5.8348
18	8	2022	20.99	34.26	0.58	5.0005
19	8	2022	21.55	35.01	0.09	5.4911
20	8	2022	22.62	35.09	0.00	5.5440
21	8	2022	19.78	34.15	0.00	6.0565
22	8	2022	20.11	32.86	0.00	5.6670
23	8	2022	22.24	34.51	0.00	5.8212
24	8	2022	21.71	34.79	0.00	5.1515
25	8	2022	22.89	35.19	0.00	4.8908
26	8	2022	22.24	35.20	0.00	5.5163
27	8	2022	21.08	35.35	0.00	6.0548
28	8	2022	20.85	35.99	0.00	5.9906
29	8	2022	21.57	36.78	0.00	6.5888
30	8	2022	21.77	36.58	0.00	5.2661
31	8	2022	22.74	36.21	0.00	5.8177
1	9	2022	22.58	36.24	0.00	6.6126
2	9	2022	20.85	36.19	0.00	6.6041
3	9	2022	20.64	36.51	0.00	6.2699
4	9	2022	21.73	37.63	0.00	6.3212
5	9	2022	22.84	37.00	0.00	6.1089
6	9	2022	24.85	36.70	0.01	6.1694
7	9	2022	22.39	36.90	0.00	6.1869
8	9	2022	23.12	35.08	0.07	5.5818
9	9	2022	22.39	36.66	0.00	5.4860
10	9	2022	23.46	37.47	0.00	6.1774
11	9	2022	23.10	38.10	0.00	6.6143
12	9	2022	24.48	36.59	0.01	5.1558
13	9	2022	23.03	37.14	0.02	5.4735
14	9	2022	23.52	37.92	0.01	6.2805
15	9	2022	23.68	38.37	0.01	5.4242
16	9	2022	24.33	37.36	0.68	5.9745
17	9	2022	24.28	37.72	0.17	6.2223
18	9	2022	24.18	37.45	0.14	5.6034
19	9	2022	23.83	37.98	0.03	6.1545
20	9	2022	25.35	37.76	0.00	6.3309
21	9	2022	23.82	37.42	0.00	5.8931
22	9	2022	23.10	36.96	0.00	5.7805
23	9	2022	24.00	37.81	0.03	6.4972
24	9	2022	24.81	37.30	3.60	5.0622
25	9	2022	23.12	35.03	1.11	4.8656
26	9	2022	23.63	33.94	0.02	5.5340
27	9	2022	23.21	36.50	0.01	6.3158
28	9	2022	23.80	37.70	0.00	5.6085
29	9	2022	23.77	37.22	0.25	5.7675
30	9	2022	23.78	36.89	0.40	5.5352
1	10	2022	24.32	37.64	0.00	6.6409
2	10	2022	23.52	38.25	0.00	6.3253
3	10	2022	24.31	38.68	0.00	6.3041
4	10	2022	24.99	36.48	0.00	5.7058
5	10	2022	24.33	38.24	0.00	6.6191
6	10	2022	24.52	37.19	0.00	5.7013
7	10	2022	24.25	38.48	0.00	6.5537
8	10	2022	24.27	38.20	0.00	6.7177
9	10	2022	26.15	37.04	3.26	5.8412
10	10	2022	24.30	36.60	1.04	4.8845
11	10	2022	24.20	37.29	0.10	6.1803
12	10	2022	25.08	38.26	0.00	6.8985
13	10	2022	24.80	37.83	0.06	6.0944
14	10	2022	24.75	37.03	0.08	6.0565
15	10	2022	25.52	37.20	0.34	5.8736
16	10	2022	25.59	36.97	0.10	5.8067
17	10	2022	25.44	37.96	0.00	5.7617
18	10	2022	26.13	38.26	0.00	6.0204
19	10	2022	25.89	37.69	0.00	6.3295
20	10	2022	25.62	38.46	0.00	6.5440
21	10	2022	26.18	39.52	0.00	5.9402
22	10	2022	27.26	38.47	0.05	5.5374
23	10	2022	27.02	38.57	0.02	5.7912
24	10	2022	26.63	38.78	1.59	5.8199
25	10	2022	24.53	29.63	6.74	3.5869
26	10	2022	23.80	31.93	4.77	3.6562
27	10	2022	22.99	34.24	3.54	4.4744
28	10	2022	23.29	36.68	0.30	5.3689
29	10	2022	23.17	37.82	0.04	6.0714
30	10	2022	25.40	37.10	0.01	5.0121
31	10	2022	25.43	37.89	0.01	6.5068
1	11	2022	25.70	35.12	0.25	4.6046
2	11	2022	24.72	34.08	0.02	5.0094
3	11	2022	24.27	31.27	14.59	4.1034
4	11	2022	22.08	28.80	17.37	1.7829
5	11	2022	21.82	31.11	17.61	4.0373
6	11	2022	22.46	31.34	14.16	3.9978
7	11	2022	23.26	30.59	26.39	3.5306
8	11	2022	22.85	27.98	21.24	2.9919
9	11	2022	22.01	29.89	1.19	3.6880
10	11	2022	21.50	31.75	0.05	4.9463
11	11	2022	22.50	32.41	0.03	4.8123
12	11	2022	23.45	26.34	6.77	3.3266
13	11	2022	21.81	31.48	3.07	4.1415
14	11	2022	23.08	31.55	3.36	4.2535
15	11	2022	23.42	31.09	2.29	4.1250
16	11	2022	23.02	31.94	0.90	4.5739
17	11	2022	23.34	32.42	0.27	4.6220
18	11	2022	23.46	28.68	1.40	3.5645
19	11	2022	22.43	28.58	17.95	3.4707
20	11	2022	21.75	30.63	5.02	3.0236
21	11	2022	21.53	31.82	1.72	5.0098
22	11	2022	22.64	32.46	0.04	4.4690
23	11	2022	23.73	30.75	0.04	4.0316
24	11	2022	23.50	29.73	25.56	3.5962
25	11	2022	22.59	29.79	9.66	3.3308
26	11	2022	22.22	27.80	2.87	3.6683
27	11	2022	22.16	29.93	18.71	4.0467
28	11	2022	22.42	27.23	33.24	3.4236
29	11	2022	22.09	26.96	8.92	3.1931
30	11	2022	20.51	27.74	1.40	3.2535
1	12	2022	20.88	29.51	5.04	3.6008
2	12	2022	22.41	26.63	9.08	2.4562
3	12	2022	21.48	26.65	5.20	2.8394
4	12	2022	21.65	27.08	2.90	2.4897
5	12	2022	22.15	30.33	5.53	3.0280
6	12	2022	22.12	30.88	0.59	4.0272
7	12	2022	20.51	31.69	0.02	4.7057
8	12	2022	21.25	31.52	0.00	4.0930
9	12	2022	21.98	31.40	3.57	4.1914
10	12	2022	21.95	31.91	0.58	4.3614
11	12	2022	22.48	31.64	0.32	4.2849
12	12	2022	23.10	31.84	0.70	4.1946
13	12	2022	22.67	32.74	0.15	4.8545
14	12	2022	22.71	33.36	1.12	5.1724
15	12	2022	23.40	31.71	3.89	4.3651
16	12	2022	23.02	31.20	3.62	4.6989
17	12	2022	23.39	30.44	5.53	3.5816
18	12	2022	22.78	29.40	0.51	3.8235
19	12	2022	22.82	30.74	0.51	3.9583
20	12	2022	22.92	30.77	2.01	4.1802
21	12	2022	22.06	31.06	6.39	3.6137
22	12	2022	20.76	24.86	15.99	2.4593
23	12	2022	20.04	30.07	21.76	3.4657
24	12	2022	22.28	30.51	1.19	3.4914
25	12	2022	22.80	28.71	1.56	3.9392
26	12	2022	22.99	26.66	14.18	3.1400
27	12	2022	22.27	29.26	19.10	3.6379
28	12	2022	22.10	28.69	15.75	2.7193
29	12	2022	21.31	30.03	14.31	4.0078
30	12	2022	22.41	29.13	4.12	3.5389
31	12	2022	20.88	30.81	2.84	3.5638
