date,tmax,tmin,prec,rs,rh,u2_obs,eto
2006-01-01,30.19,22.13,14.31,14.16,84.04,1.65,3.2351816511178435
2006-01-02,29.25,23.64,4.44,20.48,84.42,1.07,4.201462769691468
2006-01-03,29.57,23.77,5.44,19.94,81.57,0.9,4.246735521270624
2006-01-04,31.08,23.17,1.85,8.23,78.52,0.86,2.623725429281996
2006-01-05,26.16,22.54,2.56,9.92,89.21,2.16,2.2599458050156613
2006-01-06,29.96,20.86,7.19,17.74,82.0,1.06,3.791888474709293
2006-01-07,30.36,22.48,5.04,11.12,79.55,0.88,2.9774037123901995
2006-01-08,26.82,22.98,41.07,17.69,91.58,1.49,3.354904780784553
2006-01-09,27.61,22.33,21.47,13.36,89.19,1.5,2.809472886506628
2006-01-10,29.2,21.31,0.74,17.89,84.98,0.9,3.680079404668358
2006-01-11,29.65,23.13,2.4,18.78,84.99,0.76,3.9224885159671143
2006-01-12,29.76,23.08,1.62,14.15,84.8,1.43,3.2194453473295077
2006-01-13,31.3,21.82,0.02,21.7,80.35,1.48,4.583961744212643
2006-01-14,31.45,22.09,0.3,21.56,81.85,1.65,4.535182057408152
2006-01-15,29.19,23.36,0.07,19.45,86.49,1.25,3.956920017167769
2006-01-16,31.07,23.22,0.37,20.64,79.4,1.1,4.510281080488382
2006-01-17,29.64,23.15,0.3,20.7,81.86,0.89,4.3320148364014965
2006-01-18,28.12,23.43,16.5,15.63,87.81,1.14,3.269210217846283
2006-01-19,28.89,22.74,2.39,20.82,88.08,1.17,4.063638493442836
2006-01-20,29.39,22.39,1.67,14.51,86.27,1.23,3.1783887740505583
2006-01-21,28.93,22.01,0.15,17.77,85.91,1.27,3.6478227223600475
2006-01-22,29.83,22.73,0.97,19.18,84.02,1.02,4.0167046827443835
2006-01-23,30.9,22.72,3.06,18.82,83.51,1.72,4.046013182223358
2006-01-24,29.64,23.33,6.63,22.4,87.54,1.73,4.411489726935434
2006-01-25,31.68,22.74,0.97,22.14,84.04,1.72,4.606324174702825
2006-01-26,30.94,23.06,0.06,19.03,83.67,1.39,4.092563694024091
2006-01-27,31.06,23.77,0.01,21.13,83.09,1.17,4.48982252131809
2006-01-28,30.12,23.0,0.21,20.47,83.78,1.02,4.258809859248873
2006-01-29,29.95,23.93,1.18,17.8,83.57,1.26,3.8848724673627015
2006-01-30,29.43,23.46,2.17,20.77,82.36,0.84,4.3342541301641
2006-01-31,29.02,23.39,0.7,18.04,85.73,0.9,3.7659488449061906
2006-02-01,29.85,23.35,10.22,18.58,84.84,0.94,3.928493984664489
2006-02-02,29.01,22.75,13.22,17.01,85.08,1.1,3.604804231291654
2006-02-03,30.34,21.19,13.73,14.85,81.23,1.01,3.437116727933222
2006-02-04,29.26,22.6,4.06,17.04,84.88,1.26,3.624588632214549
2006-02-05,29.09,22.66,15.77,16.62,85.49,1.26,3.531429531525827
2006-02-06,28.82,23.53,14.08,14.82,85.54,1.16,3.275282007761368
2006-02-07,28.38,22.34,0.57,17.27,85.47,1.77,3.5800463348379865
2006-02-08,30.71,20.9,1.97,24.81,82.81,1.75,4.89119476052672
2006-02-09,31.81,21.77,0.23,24.72,81.55,1.39,5.061224666925159
