Day	Month	Year	MinTemp	MaxTemp	Precipitation	ReferenceET
1	1	2020	22.13	34.19	1.73	4.0546
2	1	2020	24.11	29.90	9.09	3.0139
3	1	2020	23.25	31.45	10.14	3.7639
4	1	2020	23.43	28.42	9.79	2.3782
5	1	2020	21.68	31.16	20.08	4.4859
6	1	2020	22.68	30.98	33.65	2.0351
7	1	2020	22.85	27.77	6.13	3.4010
8	1	2020	21.88	30.04	0.94	4.2613
9	1	2020	22.35	29.84	7.14	3.6796
10	1	2020	23.18	29.66	7.34	4.2102
11	1	2020	23.31	31.10	7.64	3.9494
12	1	2020	23.93	28.42	3.36	3.1499
13	1	2020	22.71	31.02	2.03	4.2837
14	1	2020	23.76	29.71	2.33	3.5607
15	1	2020	23.25	30.04	0.14	4.2458
16	1	2020	23.97	30.22	0.19	4.0644
17	1	2020	23.46	30.67	0.54	4.5524
18	1	2020	24.09	30.12	0.21	3.9400
19	1	2020	23.83	32.36	1.00	4.2629
20	1	2020	23.83	31.52	4.58	4.6545
21	1	2020	22.85	31.34	6.11	3.3344
22	1	2020	23.47	30.44	6.49	3.6176
23	1	2020	22.94	30.62	8.86	3.6068
24	1	2020	23.44	30.28	0.29	3.9612
25	1	2020	24.10	31.81	2.77	4.7394
26	1	2020	23.95	30.48	24.61	4.2002
27	1	2020	23.44	28.19	11.62	2.1188
28	1	2020	21.95	31.54	3.65	3.8286
29	1	2020	23.16	30.71	7.91	4.6209
30	1	2020	22.87	30.42	11.78	4.4893
31	1	2020	22.59	31.76	0.32	4.7475
1	2	2020	21.47	31.41	0.84	4.7668
2	2	2020	22.35	32.45	0.19	4.8082
3	2	2020	24.36	30.07	0.96	4.0348
4	2	2020	23.15	29.77	10.98	3.8592
5	2	2020	22.84	29.18	14.55	3.8282
6	2	2020	21.64	30.65	7.48	4.4360
7	2	2020	22.98	30.02	34.43	4.1236
8	2	2020	23.02	27.58	10.66	2.7605
9	2	2020	21.91	29.65	3.15	4.0388
10	2	2020	23.33	29.93	0.61	4.3115
11	2	2020	23.46	30.95	0.23	4.3804
12	2	2020	23.94	28.18	4.06	3.6743
13	2	2020	23.00	31.55	2.18	4.5537
14	2	2020	22.79	31.74	35.65	4.9943
15	2	2020	23.59	29.92	12.15	3.6894
16	2	2020	23.26	31.21	0.15	4.3072
17	2	2020	23.25	31.61	0.08	4.6753
18	2	2020	24.80	31.69	6.11	4.1298
19	2	2020	24.25	29.61	21.38	2.5155
20	2	2020	23.91	28.07	6.05	2.3229
21	2	2020	22.68	30.46	18.45	3.0976
22	2	2020	23.10	28.81	19.86	3.4355
23	2	2020	23.65	29.83	8.00	4.6505
24	2	2020	22.06	31.92	1.29	4.5266
25	2	2020	23.83	29.69	4.55	3.0123
26	2	2020	24.02	29.64	1.55	3.5392
27	2	2020	24.15	30.52	10.76	3.7720
28	2	2020	23.54	31.19	5.07	4.3470
29	2	2020	23.89	30.80	2.64	3.9701
1	3	2020	23.01	30.09	31.18	3.4440
2	3	2020	23.21	30.44	8.90	3.4127
3	3	2020	21.41	29.42	30.29	3.0322
4	3	2020	23.07	29.88	4.83	3.1996
5	3	2020	23.73	27.57	21.53	3.8410
6	3	2020	22.73	30.84	12.58	3.0331
7	3	2020	23.72	29.07	39.82	3.7651
8	3	2020	22.85	30.53	2.53	3.7127
9	3	2020	23.32	30.31	38.55	2.6771
10	3	2020	23.52	29.74	29.28	3.6997
11	3	2020	24.08	28.02	6.49	3.6523
12	3	2020	23.26	29.87	19.83	3.9333
13	3	2020	23.05	28.80	6.87	3.7277
14	3	2020	23.17	30.13	30.48	3.6959
15	3	2020	23.27	27.62	69.04	2.5934
16	3	2020	22.84	28.62	7.86	3.3436
17	3	2020	22.50	30.72	0.01	4.3450
18	3	2020	23.43	31.09	6.39	4.4695
19	3	2020	24.36	27.63	12.42	2.9416
20	3	2020	23.05	26.19	14.30	2.6348
21	3	2020	22.12	29.07	0.38	2.9316
22	3	2020	22.71	29.73	0.14	3.5782
23	3	2020	23.75	30.30	3.03	4.4474
24	3	2020	24.03	28.87	34.25	3.9740
25	3	2020	23.22	28.23	19.09	3.0076
26	3	2020	21.98	30.52	0.09	4.4220
27	3	2020	22.19	30.63	19.09	3.6856
28	3	2020	23.89	29.26	13.89	4.1073
29	3	2020	23.24	31.58	0.17	5.0374
30	3	2020	22.82	31.41	0.31	4.4127
31	3	2020	24.28	29.75	0.53	3.9436
1	4	2020	23.63	29.03	2.43	3.4211
2	4	2020	23.89	31.34	0.94	4.6495
3	4	2020	24.82	29.36	14.85	2.7846
4	4	2020	23.70	31.23	0.28	4.4684
5	4	2020	23.57	30.52	0.38	4.1421
6	4	2020	24.41	30.54	4.44	3.9479
7	4	2020	23.96	30.76	0.46	4.5836
8	4	2020	23.56	30.42	16.61	3.9633
9	4	2020	23.24	28.44	2.31	3.7723
10	4	2020	22.90	31.21	2.54	4.1487
11	4	2020	23.11	29.78	22.64	3.6497
12	4	2020	23.44	30.59	17.25	2.7212
13	4	2020	23.86	29.84	7.53	3.6850
14	4	2020	23.01	26.13	56.60	1.6056
15	4	2020	22.03	28.57	0.12	3.1828
16	4	2020	22.02	30.26	13.16	4.2445
17	4	2020	23.83	30.20	25.60	2.9583
18	4	2020	23.66	29.21	6.92	3.7291
19	4	2020	23.03	30.36	14.07	4.0710
20	4	2020	23.14	29.04	7.76	3.3533
21	4	2020	22.54	28.42	8.60	2.8758
22	4	2020	22.04	29.46	3.12	3.3714
23	4	2020	22.86	29.61	1.86	3.2753
24	4	2020	22.13	29.31	10.74	3.2671
25	4	2020	22.03	29.51	3.96	2.7328
26	4	2020	21.25	29.61	0.63	4.1156
27	4	2020	21.68	30.89	2.04	4.0141
28	4	2020	23.22	29.28	1.83	3.6143
29	4	2020	21.89	30.42	0.37	4.1121
30	4	2020	22.83	30.39	0.08	4.0649
1	5	2020	22.43	30.61	1.90	3.6622
2	5	2020	23.92	29.92	3.73	3.6063
3	5	2020	23.00	31.51	0.19	4.2563
4	5	2020	24.38	30.68	0.27	4.3666
5	5	2020	24.11	29.57	0.79	3.9383
6	5	2020	23.52	29.72	0.00	4.0185
7	5	2020	23.46	30.54	0.00	4.3192
8	5	2020	23.63	30.36	0.42	3.6034
9	5	2020	23.75	29.29	3.53	3.6214
10	5	2020	23.92	29.57	0.08	3.8298
11	5	2020	23.06	30.52	0.02	3.9698
12	5	2020	22.84	30.99	0.05	4.3881
13	5	2020	22.75	31.34	0.02	4.4739
14	5	2020	23.61	31.09	0.00	4.2957
15	5	2020	24.85	29.64	2.25	3.7472
16	5	2020	23.58	29.53	0.31	3.5299
17	5	2020	23.86	30.02	0.32	3.6240
18	5	2020	23.48	30.42	0.66	3.3597
19	5	2020	23.80	30.22	1.77	3.3047
20	5	2020	23.75	30.33	1.06	4.0423
21	5	2020	24.33	30.75	0.45	4.0990
22	5	2020	24.06	30.73	0.14	3.8204
23	5	2020	24.25	30.62	0.09	3.8789
24	5	2020	23.41	30.42	4.13	3.7135
25	5	2020	23.82	29.27	2.97	3.3548
26	5	2020	23.84	27.08	3.54	1.9219
27	5	2020	23.04	29.54	9.78	3.5857
28	5	2020	22.27	30.64	0.88	3.9455
29	5	2020	23.61	28.53	0.89	3.2832
30	5	2020	23.23	28.56	0.01	3.6855
31	5	2020	22.15	29.17	0.01	3.7772
1	6	2020	22.84	29.81	0.01	3.5575
2	6	2020	23.85	28.48	0.41	3.4213
3	6	2020	22.55	30.30	1.85	3.7767
4	6	2020	22.39	30.28	3.11	3.6663
5	6	2020	22.50	30.73	0.76	3.5650
6	6	2020	22.58	30.81	0.04	4.2043
7	6	2020	22.39	30.93	0.00	4.1849
8	6	2020	22.68	31.02	0.01	4.3494
9	6	2020	22.45	30.82	0.01	4.0258
10	6	2020	22.77	30.36	0.39	3.8628
11	6	2020	22.77	30.36	0.21	3.8874
12	6	2020	23.01	30.60	0.00	4.0491
13	6	2020	22.44	31.20	0.00	4.2722
14	6	2020	21.95	30.29	0.00	4.3924
15	6	2020	22.34	31.32	0.00	4.0892
16	6	2020	21.48	32.10	0.00	4.2741
17	6	2020	22.47	30.54	0.00	4.3273
18	6	2020	21.47	31.58	0.00	4.6905
19	6	2020	19.74	30.50	0.00	4.0273
20	6	2020	21.21	31.82	0.40	4.2531
21	6	2020	21.50	31.65	0.07	4.6463
22	6	2020	20.32	31.61	0.00	4.5148
23	6	2020	21.56	31.28	0.04	4.4288
24	6	2020	21.84	30.20	0.62	3.9772
25	6	2020	21.46	31.94	0.00	4.5592
26	6	2020	21.38	31.79	0.01	4.2788
27	6	2020	21.82	31.67	0.00	4.3394
28	6	2020	22.42	32.36	0.00	4.4263
29	6	2020	22.12	32.30	0.00	4.5582
30	6	2020	23.01	31.27	0.00	3.9074
1	7	2020	21.59	31.85	0.00	4.4939
2	7	2020	22.02	31.34	0.00	4.3381
3	7	2020	22.26	32.18	0.32	4.2959
4	7	2020	21.57	33.14	0.52	4.7548
5	7	2020	22.28	32.59	0.00	4.7566
6	7	2020	21.71	32.67	0.00	4.6201
7	7	2020	22.51	31.05	0.01	3.9161
8	7	2020	21.76	32.05	0.00	4.5537
9	7	2020	21.08	33.21	0.00	4.9475
10	7	2020	20.84	32.12	0.01	4.3922
11	7	2020	22.74	32.13	0.17	4.0434
12	7	2020	22.80	33.31	0.00	4.8981
13	7	2020	22.40	32.99	0.00	4.8593
14	7	2020	23.55	32.89	0.00	4.9108
15	7	2020	21.46	33.19	0.00	4.7155
16	7	2020	22.19	33.90	0.00	4.9172
17	7	2020	22.02	34.00	0.36	5.3021
18	7	2020	20.70	34.09	0.13	5.3866
19	7	2020	22.30	34.05	0.00	5.2659
20	7	2020	21.44	33.80	0.00	5.3462
21	7	2020	20.61	33.60	0.00	4.9307
22	7	2020	21.18	33.86	0.00	5.1188
23	7	2020	21.08	34.44	0.00	5.3021
24	7	2020	21.93	34.54	0.00	5.4869
25	7	2020	20.71	34.51	0.00	5.7043
26	7	2020	20.48	34.76	0.00	5.7732
27	7	2020	18.60	34.60	0.00	5.7990
28	7	2020	19.36	34.41	0.00	5.6233
29	7	2020	21.92	34.61	0.00	5.2394
30	7	2020	24.11	35.87	0.00	5.4668
31	7	2020	22.00	35.74	0.00	6.1519
1	8	2020	19.72	34.86	0.00	5.7408
2	8	2020	22.76	35.08	0.00	5.5784
3	8	2020	22.62	34.77	0.00	5.6362
4	8	2020	22.58	35.12	0.00	5.9758
5	8	2020	21.65	35.24	0.01	5.9792
6	8	2020	21.95	35.21	0.00	6.0901
7	8	2020	21.70	35.69	0.00	6.1592
8	8	2020	21.66	35.42	0.00	6.1362
9	8	2020	22.09	35.99	0.00	6.2234
