date,tmax,tmin,prec,rs,rh,u2_obs,eto
2012-01-01,29.86,23.34,4.9,8.49,81.43,1.8,2.499725769118376
2012-01-02,31.37,22.61,2.34,16.1,78.34,1.2,3.83610279880256
2012-01-03,29.84,23.72,0.02,16.94,82.79,1.27,3.754306704904036
2012-01-04,29.15,22.96,0.0,18.03,84.22,1.14,3.7962711864526115
2012-01-05,32.1,21.16,3.61,12.85,78.14,1.22,3.339178641349709
2012-01-06,31.62,23.27,0.41,17.83,78.28,1.64,4.149066021378407
2012-01-07,31.22,23.49,0.17,22.71,76.98,1.28,4.934416567515174
2012-01-08,30.63,23.09,9.04,23.12,80.71,1.3,4.804688379963464
2012-01-09,28.48,23.07,14.69,10.84,89.44,1.19,2.4713101076358326
2012-01-10,27.77,21.4,22.03,14.21,83.89,2.04,3.11423098388239
2012-01-11,29.74,20.16,0.62,16.41,83.29,1.15,3.509603855730879
2012-01-12,30.54,21.62,0.61,18.17,81.95,1.73,3.9278361265670947
2012-01-13,30.64,22.48,3.52,19.46,81.01,1.89,4.204053677867788
2012-01-14,28.13,23.04,1.29,17.5,86.12,1.32,3.597991295210964
2012-01-15,29.33,22.3,15.21,13.61,85.6,1.32,3.0604069163812806
2012-01-16,29.14,21.71,10.34,11.09,84.49,1.47,2.701684273619811
2012-01-17,27.81,20.17,0.09,24.43,77.99,1.04,4.705602495659715
2012-01-18,26.5,21.68,5.48,17.67,83.77,0.93,3.5627714128016983
2012-01-19,29.14,21.46,8.03,15.75,84.03,1.43,3.4051254708873326
2012-01-20,30.02,20.59,8.42,20.67,82.72,1.34,4.197139975015517
2012-01-21,28.58,22.07,6.99,12.13,85.72,0.9,2.7972197595950905
2012-01-22,27.63,22.7,7.27,19.58,87.06,0.82,3.8352608390792433
2012-01-23,28.6,20.94,24.17,16.17,86.51,1.43,3.3274419176107632
2012-01-24,29.53,21.21,13.06,9.01,85.99,1.41,2.3306432005586784
2012-01-25,28.64,21.92,14.44,14.24,87.06,0.96,3.0584246258258134
2012-01-26,26.52,22.02,2.46,11.5,88.4,1.21,2.5239433206230073
2012-01-27,28.55,22.63,0.03,13.23,85.49,0.85,2.9893708441754776
2012-01-28,27.45,22.44,1.67,18.11,86.3,0.61,3.625293860713211
2012-01-29,28.51,22.67,3.07,15.77,87.58,0.82,3.2920832189067886
2012-01-30,27.07,22.44,4.43,17.45,89.87,1.44,3.3793702590863335
2012-01-31,29.86,20.31,0.2,19.96,82.19,1.25,4.093078537469264
2012-02-01,27.04,22.49,20.25,17.59,88.23,1.02,3.461127961391683
2012-02-02,29.75,21.08,2.96,15.63,84.94,1.57,3.3745686865974394
2012-02-03,29.99,21.44,0.0,17.95,81.86,1.87,3.866895856328765
2012-02-04,30.14,22.08,1.92,13.73,81.39,1.85,3.282922392622351
2012-02-05,31.55,21.75,0.02,19.27,78.35,1.8,4.310539450838781
2012-02-06,31.09,22.15,2.13,18.17,78.99,1.59,4.106461863727338
2012-02-07,29.95,22.43,5.74,19.9,82.92,1.29,4.1665948556751085
2012-02-08,28.4,23.1,7.63,20.01,87.87,1.32,3.94380499093809
2012-02-09,28.98,22.52,18.95,11.13,85.4,0.79,2.6921274419329464
2012-02-10,28.77,22.05,9.28,11.0,86.21,0.95,2.619163908146685
2012-02-11,25.33,21.17,8.24,17.95,90.79,1.07,3.2801527942975315
2012-02-12,29.47,20.09,2.5,20.19,83.1,1.01,4.062087431800322
2012-02-13,27.4,22.33,7.35,19.57,87.32,0.97,3.8012271272563343
2012-02-14,27.95,21.48,40.26,16.12,88.68,1.34,3.2336361525067328
2012-02-15,27.08,21.69,6.99,8.64,87.59,1.13,2.1536131992376903
2012-02-16,28.13,21.04,18.13,16.18,85.8,0.84,3.3422235476902102
2012-02-17,28.72,21.71,15.59,19.86,85.76,1.27,3.9483069146069405
2012-02-18,28.13,21.4,10.36,12.67,88.5,1.16,2.7344733587697134
2012-02-19,27.65,21.54,2.39,20.2,88.65,1.58,3.823658901103802
2012-02-20,29.71,21.06,4.48,11.5,86.46,1.6,2.6917749163964997
2012-02-21,28.6,22.42,0.45,18.04,85.69,1.35,3.703787256667949
2012-02-22,29.43,22.39,0.41,21.33,85.0,0.99,4.2758022626266605
2012-02-23,28.66,22.72,0.56,11.59,85.12,0.7,2.7674098845744837
2012-02-24,27.72,22.63,15.72,17.42,90.12,1.29,3.4094769131716904
2012-02-25,28.48,21.92,3.65,17.03,87.78,1.16,3.4459699344329775
2012-02-26,28.33,21.95,11.56,14.59,88.57,1.0,3.0433011610438045
2012-02-27,27.37,22.33,16.44,15.49,86.76,0.74,3.216794664068508
2012-02-28,28.69,22.21,3.74,20.36,86.82,1.48,4.005802345257925
2012-02-29,29.36,21.54,2.19,21.34,86.99,1.38,4.156653915142911
2012-03-01,29.94,22.83,0.5,20.18,85.28,1.11,4.141792951084327
2012-03-02,30.59,22.07,0.0,17.52,82.66,1.32,3.8325862611075854
2012-03-03,30.75,21.52,8.65,21.32,83.17,1.3,4.380329825070807
2012-03-04,29.51,22.68,4.91,18.37,85.04,1.63,3.836353107571117
2012-03-05,29.77,21.94,4.23,17.95,84.2,1.43,3.785165003010528
2012-03-06,28.05,22.54,5.58,17.1,84.77,1.05,3.5667289813502
2012-03-07,28.04,21.66,17.92,8.47,89.72,1.61,2.0597469381411093
2012-03-08,29.03,20.31,1.06,18.62,83.53,1.43,3.791899741505762
2012-03-09,30.23,21.14,5.93,14.88,85.27,1.62,3.2697162912497295
2012-03-10,29.61,22.18,4.59,21.9,85.55,1.35,4.333723539859486
2012-03-11,30.5,22.57,0.63,21.12,81.47,1.16,4.437637263182548
2012-03-12,30.06,22.25,0.32,16.74,83.0,1.14,3.670222224985483
2012-03-13,29.08,22.79,0.08,18.47,85.45,1.36,3.808823147400996
2012-03-14,30.11,21.95,1.99,19.26,85.44,1.28,3.9515368273582374
2012-03-15,29.72,22.14,4.26,15.88,84.4,1.54,3.460707367647671
2012-03-16,29.53,22.85,6.22,19.09,85.5,1.61,3.9274349156858945
2012-03-17,29.08,22.55,2.48,16.87,87.16,1.06,3.487220873389358
2012-03-18,30.15,21.98,4.77,19.7,83.32,1.16,4.093785720098634
2012-03-19,30.04,21.94,8.27,17.95,86.02,0.94,3.7190030526483273
2012-03-20,29.67,22.86,4.88,14.92,88.01,1.1,3.1926420760104466
2012-03-21,27.23,21.93,2.54,18.16,85.03,1.09,3.623948519094541
2012-03-22,29.51,21.93,1.31,20.14,85.85,1.11,4.020195863495315
2012-03-23,28.5,23.05,10.46,16.45,84.21,0.81,3.5171516052982477
2012-03-24,29.62,21.96,11.26,17.48,86.0,1.28,3.6180709732409486
2012-03-25,29.11,22.97,12.63,19.23,86.2,1.36,3.8904855469751602
2012-03-26,28.23,22.93,5.0,19.52,89.22,1.29,3.7712877349432903
2012-03-27,28.0,22.34,23.91,15.73,88.44,0.78,3.1921600451120207
