date,tmax,tmin,prec,rs,rh,u2_obs,eto
2005-01-01,31.7,22.03,1.12,18.15,77.01,1.23,4.196347344212241
2005-01-02,31.22,23.27,4.16,18.61,80.33,1.2,4.167156265332052
2005-01-03,31.04,24.05,2.29,22.6,81.49,1.09,4.780450542402633
2005-01-04,32.46,22.97,0.01,23.68,75.5,1.45,5.203994281518966
2005-01-05,33.29,23.66,0.0,24.62,73.06,1.6,5.543470813529212
2005-01-06,34.18,23.82,0.02,25.25,69.3,1.61,5.855533617162715
2005-01-07,34.77,22.74,0.0,25.09,67.37,1.39,5.8894012890397995
2005-01-08,34.58,23.48,0.0,24.93,64.79,1.09,5.969332114533527
2005-01-09,33.34,23.89,0.25,19.1,71.7,1.22,4.73963776946048
2005-01-10,29.52,24.56,0.88,20.21,80.79,1.29,4.356488012481274
2005-01-11,32.74,23.74,0.11,18.19,74.15,1.31,4.457015100480709
2005-01-12,33.24,24.4,0.16,15.57,71.56,1.2,4.204215652663707
2005-01-13,30.95,24.89,0.43,14.71,77.17,0.97,3.7350311652187376
2005-01-14,28.51,23.66,3.66,9.22,84.27,1.02,2.4577903048778946
2005-01-15,30.87,23.12,0.04,3.9,79.32,1.43,1.9155131254074054
2005-01-16,33.86,21.61,4.63,16.35,70.09,1.3,4.324850763426407
2005-01-17,28.13,22.22,10.02,14.47,84.74,1.99,3.1674584905457372
2005-01-18,27.99,21.98,9.92,14.49,80.53,0.61,3.3173502443500755
2005-01-19,31.76,22.16,1.0,14.0,77.8,0.8,3.547088320417424
2005-01-20,31.54,23.61,1.83,15.47,77.87,1.61,3.8116913216198616
2005-01-21,33.78,23.07,3.61,15.91,73.83,1.85,4.15488880170721
2005-01-22,32.98,23.61,11.91,19.14,73.44,1.17,4.649415148503319
2005-01-23,27.69,23.42,1.52,18.73,86.91,1.47,3.752159197635741
2005-01-24,29.89,22.76,2.23,22.13,80.78,1.36,4.587110886754992
2005-01-25,28.66,22.98,8.6,10.86,83.96,0.73,2.708981510424132
2005-01-26,28.97,22.85,7.49,18.25,86.24,1.69,3.7500473872188502
2005-01-27,30.79,22.18,2.44,20.09,82.15,1.16,4.262273037695594
2005-01-28,33.56,23.02,0.19,22.19,75.62,1.18,5.073100671196321
2005-01-29,31.11,24.25,4.14,13.82,77.17,0.66,3.5863356824224244
2005-01-30,29.12,24.17,6.96,17.02,82.09,1.09,3.7845201934085555
2005-01-31,30.02,22.01,12.91,22.05,84.22,1.09,4.429627285534451
2005-02-01,30.38,23.5,2.19,9.77,80.87,0.67,2.7482335136179907
2005-02-02,30.71,23.4,5.87,18.9,79.67,1.12,4.224029462814057
2005-02-03,30.97,22.94,1.89,6.07,79.21,1.15,2.257477200752756
2005-02-04,29.15,22.38,6.23,15.26,86.27,1.13,3.2862579942563634
2005-02-05,31.6,21.06,1.43,16.15,80.69,0.96,3.7196825375935916
2005-02-06,32.1,22.99,1.72,22.59,78.72,1.03,4.913958677870077
2005-02-07,31.46,24.23,0.78,20.75,78.81,0.98,4.63802732788577
2005-02-08,31.34,23.94,0.04,17.13,80.04,1.68,3.9969599557331987
2005-02-09,30.29,23.46,0.02,18.72,77.77,1.15,4.244606764928943
2005-02-10,30.76,24.35,5.04,21.45,78.63,0.9,4.7125352930359785
2005-02-11,30.68,22.9,10.69,18.04,83.51,1.12,3.9252373865953216
2005-02-12,29.34,23.7,6.31,10.82,84.46,0.91,2.728725098535173
2005-02-13,30.22,22.98,9.2,16.61,83.46,0.86,3.6817994804167924
2005-02-14,30.36,22.96,21.29,12.92,84.78,1.05,3.0601345239676925
2005-02-15,29.07,23.08,4.55,12.64,84.81,0.97,2.9665308401019765
2005-02-16,30.69,22.74,1.74,12.63,82.05,0.88,3.134960901730918
2005-02-17,30.29,23.59,4.9,15.98,85.54,0.69,3.53074264730392
2005-02-18,30.37,23.41,1.68,19.58,84.96,1.36,4.118662357677412
2005-02-19,32.61,22.16,0.77,19.28,79.32,1.37,4.368996639426538
2005-02-20,29.61,24.23,1.21,18.08,82.72,0.8,3.958803612047202
2005-02-21,31.9,24.41,4.18,18.07,80.06,1.16,4.201523965942669
2005-02-22,29.71,24.5,7.47,16.18,88.79,1.14,3.4435320614158598
2005-02-23,30.52,23.97,0.21,17.91,78.18,1.04,4.142728962519499
2005-02-24,31.51,23.08,1.47,19.56,77.23,0.81,4.4556025414249865
2005-02-25,32.09,23.86,0.28,18.59,82.05,1.25,4.196451833679006
2005-02-26,32.53,24.15,1.57,21.47,79.57,1.33,4.799506741504436
2005-02-27,32.45,23.25,5.14,17.78,80.34,1.15,4.126230200553792
2005-02-28,31.87,25.14,0.84,19.83,83.05,1.2,4.408462774784458
2005-03-01,31.2,24.38,0.19,20.54,83.21,0.99,4.434959717533708
2005-03-02,33.61,23.82,0.75,19.34,73.62,0.73,4.734028290455386
2005-03-03,32.86,24.35,6.4,17.6,79.63,1.28,4.195061346598717
2005-03-04,29.66,23.13,2.96,16.46,85.01,1.23,3.5716724006331995
2005-03-05,31.8,23.33,0.85,20.39,81.86,0.86,4.444999205723879
2005-03-06,31.69,23.61,2.67,20.55,77.15,0.63,4.6453358038814905
2005-03-07,31.08,24.45,3.31,15.39,82.82,1.11,3.6119551345324976
2005-03-08,28.95,24.08,2.0,20.54,84.69,0.81,4.215073879709916
2005-03-09,32.04,22.83,2.69,13.75,79.59,1.24,3.471533658767831
2005-03-10,31.98,23.64,3.73,21.49,78.43,1.24,4.76669112292801
