date,ano,dap,tensao_solo_kpa,delta_tensao_kpa,chuva_acum_3d_mm,tmax_max_3d_c,IrrDay_mm,classe_aquacrop,nome_aquacrop,classe_ensemble,nome_ensemble,acertou,consenso_pct,votos_C0,votos_C1,votos_C2
2020-06-14,2020,14,28.9,0.0,0.0,28.8,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,64.3,9,3,2
2020-06-15,2020,15,28.9,0.0,0.0,29.4,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,64.3,9,4,1
2020-06-16,2020,16,31.14,2.233,0.0,29.5,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,57.1,8,3,3
2020-06-17,2020,17,30.05,-1.084,0.0,29.5,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,64.3,9,4,1
2020-06-18,2020,18,32.06,2.007,0.0,29.5,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,57.1,8,3,3
2020-06-19,2020,19,30.94,-1.116,0.0,29.5,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,57.1,8,4,2
2020-06-20,2020,20,32.54,1.595,0.12,29.9,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,50.0,7,4,3
2020-06-21,2020,21,31.24,-1.295,0.14,29.9,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,64.3,9,4,1
2020-06-22,2020,22,33.09,1.846,0.14,29.9,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,50.0,7,4,3
2020-06-23,2020,23,31.84,-1.251,0.15,29.8,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,57.1,8,4,2
2020-06-24,2020,24,33.58,1.739,1.86,29.7,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,50.0,7,4,3
2020-06-25,2020,25,32.27,-1.307,1.88,30.1,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,57.1,8,4,2
2020-06-26,2020,26,34.1,1.826,1.75,30.1,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,50.0,7,4,3
2020-06-27,2020,27,35.97,1.874,0.02,30.3,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,50.0,7,4,3
2020-06-28,2020,28,35.11,-0.863,0.0,30.6,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,50.0,7,5,2
2020-06-29,2020,29,37.25,2.141,0.12,30.7,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,50.0,7,4,3
2020-06-30,2020,30,39.56,2.31,0.13,30.7,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,42.9,6,3,5
2020-07-01,2020,31,38.54,-1.014,0.18,30.7,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,50.0,7,5,2
2020-07-02,2020,32,41.32,2.776,0.07,30.5,0.0,0,C0-SemIrrig,2,C2-Intensiva,0,42.9,5,3,6
2020-07-03,2020,33,44.37,3.051,1.51,30.9,0.0,0,C0-SemIrrig,2,C2-Intensiva,0,42.9,5,3,6
2020-07-04,2020,34,47.66,3.286,2.04,31.2,40.38,2,C2-Intensiva,2,C2-Intensiva,1,42.9,5,3,6
2020-07-05,2020,35,14.38,-33.276,2.03,31.2,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,100.0,14,0,0
2020-07-06,2020,36,16.29,1.908,0.58,31.2,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,71.4,10,3,1
2020-07-07,2020,37,18.53,2.243,0.01,31.0,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,64.3,9,4,1
2020-07-08,2020,38,20.45,1.924,0.01,31.0,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,64.3,9,4,1
2020-07-09,2020,39,22.78,2.33,0.01,31.4,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,64.3,9,4,1
2020-07-10,2020,40,23.87,1.082,0.4,31.4,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,64.3,9,4,1
2020-07-11,2020,41,26.09,2.219,0.92,31.4,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,50.0,7,6,1
2020-07-12,2020,42,28.45,2.368,0.94,31.6,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,42.9,6,6,2
2020-07-13,2020,43,31.75,3.295,0.54,31.6,0.0,0,C0-SemIrrig,1,C1-Manutencao,0,42.9,5,6,3
2020-07-14,2020,44,35.48,3.73,0.11,31.6,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,35.7,5,5,4
2020-07-15,2020,45,39.43,3.955,0.1,31.7,0.0,0,C0-SemIrrig,2,C2-Intensiva,0,42.9,4,4,6
2020-07-16,2020,46,43.9,4.472,0.1,31.7,0.0,0,C0-SemIrrig,2,C2-Intensiva,0,42.9,4,4,6
2020-07-17,2020,47,45.58,1.67,0.34,31.7,48.77,2,C2-Intensiva,2,C2-Intensiva,1,42.9,4,4,6
2020-07-18,2020,48,14.53,-31.048,0.36,31.8,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,100.0,14,0,0
2020-07-19,2020,49,16.32,1.793,0.36,31.9,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,57.1,8,5,1
2020-07-20,2020,50,18.15,1.835,0.03,31.9,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,57.1,8,5,1
2020-07-21,2020,51,20.14,1.989,0.0,31.9,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,50.0,7,6,1
2020-07-22,2020,52,22.35,2.209,0.0,31.7,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,50.0,7,6,1
2020-07-23,2020,53,24.86,2.505,0.0,32.3,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,50.0,7,6,1
2020-07-24,2020,54,27.79,2.935,0.0,32.5,0.0,0,C0-SemIrrig,1,C1-Manutencao,0,57.1,5,8,1
2020-07-25,2020,55,31.18,3.388,0.0,32.5,0.0,0,C0-SemIrrig,1,C1-Manutencao,0,64.3,4,9,1
2020-07-26,2020,56,35.29,4.113,0.0,32.5,0.0,0,C0-SemIrrig,1,C1-Manutencao,0,42.9,3,6,5
2020-07-27,2020,57,40.25,4.96,0.0,32.4,0.0,0,C0-SemIrrig,2,C2-Intensiva,0,50.0,4,3,7
2020-07-28,2020,58,46.04,5.785,0.0,32.4,51.62,2,C2-Intensiva,2,C2-Intensiva,1,50.0,5,2,7
2020-07-29,2020,59,14.52,-31.514,0.0,32.2,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,100.0,14,0,0
2020-07-30,2020,60,16.29,1.763,0.0,33.2,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,78.6,11,3,0
2020-07-31,2020,61,18.34,2.058,0.0,33.4,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,64.3,9,5,0
2020-08-01,2020,62,21.14,2.794,0.0,33.4,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,50.0,7,6,1
2020-08-02,2020,63,24.19,3.054,0.0,33.4,0.0,0,C0-SemIrrig,1,C1-Manutencao,0,50.0,6,7,1
2020-08-03,2020,64,27.61,3.419,0.0,33.1,0.0,0,C0-SemIrrig,1,C1-Manutencao,0,64.3,4,9,1
2020-08-04,2020,65,31.78,4.166,0.0,33.3,37.83,2,C2-Intensiva,1,C1-Manutencao,0,71.4,2,10,2
2020-08-05,2020,66,14.74,-17.036,0.0,33.5,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,100.0,14,0,0
2020-08-06,2020,67,16.8,2.062,0.0,33.5,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,78.6,11,3,0
2020-08-07,2020,68,19.32,2.514,0.0,34.1,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,71.4,10,4,0
2020-08-08,2020,69,22.33,3.009,0.0,34.1,0.0,0,C0-SemIrrig,1,C1-Manutencao,0,57.1,6,8,0
2020-08-09,2020,70,25.89,3.566,0.0,34.6,0.0,0,C0-SemIrrig,1,C1-Manutencao,0,64.3,5,9,0
2020-08-10,2020,71,30.31,4.423,0.0,35.1,36.75,2,C2-Intensiva,1,C1-Manutencao,0,50.0,2,7,5
2020-08-11,2020,72,14.47,-15.849,0.0,35.2,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,100.0,14,0,0
2020-08-12,2020,73,16.48,2.011,0.0,35.3,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,92.9,13,1,0
2020-08-13,2020,74,18.94,2.464,0.0,35.6,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,92.9,13,1,0
2020-08-14,2020,75,21.62,2.675,0.0,35.6,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,78.6,11,3,0
2020-08-15,2020,76,24.84,3.224,0.0,35.6,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,50.0,7,5,2
2020-08-16,2020,77,28.51,3.676,0.0,36.3,0.0,0,C0-SemIrrig,2,C2-Intensiva,0,42.9,3,5,6
2020-08-17,2020,78,33.41,4.89,0.0,36.8,40.38,2,C2-Intensiva,2,C2-Intensiva,1,50.0,2,5,7
2020-08-18,2020,79,14.7,-18.71,0.0,36.8,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,100.0,14,0,0
2020-08-19,2020,80,16.7,2.0,0.0,36.8,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,100.0,14,0,0
2020-08-20,2020,81,19.15,2.45,0.0,37.1,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,100.0,14,0,0
2020-08-21,2020,82,22.16,3.014,0.0,37.2,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,100.0,14,0,0
2020-08-22,2020,83,25.84,3.681,0.0,37.2,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,64.3,9,2,3
2020-08-23,2020,84,29.17,3.33,1.6,37.2,0.0,0,C0-SemIrrig,2,C2-Intensiva,0,50.0,2,5,7
2020-08-24,2020,85,31.42,2.246,1.74,36.4,36.25,2,C2-Intensiva,1,C1-Manutencao,0,85.7,1,12,1
2020-08-25,2020,86,14.79,-16.622,1.76,35.9,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,100.0,14,0,0
2020-08-26,2020,87,16.44,1.646,0.16,36.4,0.0,0,C0-SemIrrig,0,C0-SemIrrig,1,100.0,14,0,0
