Date,Tensao_Media_Atual_kPa,Chuva_Acumulada_3d_mm,Tmax_Futura_3d_C,Irrigacao_mm,DAP
2023-03-23,26.763326868849312,68.8,32.0,0.0,64
2023-03-24,32.26038129889611,6.799999999999986,32.0,0.0,65
2023-03-25,29.88739688079496,29.19999999999999,31.5,0.0,66
2023-03-26,26.421907406171808,29.39999999999999,33.0,0.0,67
2023-03-27,32.210621320353724,23.399999999999988,33.0,0.0,68
2023-03-28,33.04113100819424,5.999999999999986,33.0,0.0,69
2023-03-29,33.15005765404908,53.399999999999984,32.6,0.0,70
2023-03-30,28.24374633057902,53.399999999999984,31.7,0.0,71
2023-03-31,32.46697199329956,48.59999999999999,31.7,0.0,72
2023-04-01,33.07495579949064,1.1999999999999855,33.0,0.0,73
2023-04-02,33.15444527490503,0.9999999999999858,33.0,0.0,74
2023-04-03,26.575206038979395,5.199999999999985,33.0,0.0,75
2023-04-04,32.23273048316581,6.199999999999985,32.6,0.0,76
2023-04-05,33.04403127507146,32.999999999999986,32.3,0.0,77
2023-04-06,33.15043357850577,28.399999999999984,32.3,0.0,78
2023-04-07,33.164224875248735,41.79999999999998,33.8,0.0,79
2023-04-08,33.166009700518686,15.599999999999984,33.8,0.0,80
2023-04-09,33.16624064119681,16.999999999999986,33.8,0.0,81
2023-04-10,30.01950601288211,4.999999999999986,32.8,0.0,82
2023-04-11,32.63269802970892,4.399999999999986,33.2,0.0,83
2023-04-12,29.093028726560757,2.999999999999986,34.9,0.0,84
2023-04-13,32.47597204632828,0.0,34.9,0.0,85
2023-04-14,33.0761530449429,0.0,34.9,0.0,86
2023-04-15,33.15460073954251,0.1999999999999858,34.5,0.0,87
2023-04-16,33.16476423796088,0.1999999999999858,34.5,0.0,88
2023-04-17,33.166079490345815,9.999999999999986,33.9,0.3834898411362379,89
2023-04-18,62.05504201770499,9.799999999999986,33.9,1.72001750515704,90
2023-04-19,62.05504201770499,9.799999999999986,33.9,2.04441530072228,91
2023-04-20,62.05504201770499,5.599999999999985,33.5,0.0,92
2023-04-21,62.05504201770499,5.599999999999985,33.7,0.0,93
2023-04-22,48.048668689678586,5.599999999999985,33.7,0.0,94
2023-04-23,47.52843209866336,0.0,34.6,0.0,95
2023-04-24,47.59999803784712,0.1999999999999858,34.6,0.8599553699317892,96
2023-04-25,62.05504201770499,0.1999999999999858,34.8,2.483656020230979,97
2024-01-14,32.261270109620774,12.599999999999984,34.2,0.0,1
2024-01-15,33.04786417742519,0.3999999999999858,34.5,0.0,2
2024-01-16,33.1509318995529,0.3999999999999858,34.5,0.0,3
2024-01-17,31.893472923767757,0.0,34.5,0.0,4
2024-01-18,32.94708897849151,0.0,34.9,0.0,5
2024-01-19,33.13525594323647,16.799999999999986,34.9,0.0,6
2024-01-20,33.1622183846144,16.799999999999986,34.9,0.0,7
2024-01-21,33.16575006684779,16.999999999999986,34.6,0.0,8
2024-01-22,33.1662070475532,9.399999999999984,34.2,0.0,9
2024-01-23,33.1662661755237,9.399999999999984,34.2,0.0,10
2024-01-24,31.95075692099984,79.39999999999999,34.2,0.0,11
2024-01-25,32.95682204624776,113.6,34.2,0.0,12
2024-01-26,33.13661470806265,124.2,31.4,0.0,13
2024-01-27,32.26405202008552,55.399999999999984,33.3,0.0,14
2024-01-28,33.01081743179714,11.999999999999986,33.8,0.0,15
2024-01-29,26.724471441603463,42.19999999999998,33.8,0.0,16
2024-01-30,26.71972454260257,43.99999999999999,33.8,0.0,17
2024-01-31,29.327205629265187,83.19999999999999,32.4,0.0,18
2024-02-01,32.551031697167645,42.39999999999999,33.9,0.0,19
2024-02-02,33.08317102141612,44.99999999999999,33.9,0.0,20
2024-02-03,26.750452770741774,6.799999999999986,33.9,0.0,21
2024-02-04,32.10141201440243,6.799999999999986,33.2,0.0,22
2024-02-05,27.116960335798407,0.9999999999999858,33.2,0.0,23
2024-02-06,32.268247127124496,0.0,32.84,0.0,24
2024-02-07,33.048723344355835,0.0,32.86,0.0,25
2024-02-08,33.15104231212249,0.0,32.88,0.0,26
2024-02-09,33.16430366518948,0.0,32.9,0.0,27
2024-02-10,33.166019895403984,0.0,32.92,0.0,28
2024-02-11,33.16624196029406,0.0,32.94,0.0,29
2024-02-12,33.16627069279777,0.0,32.96,0.0,30
2024-02-13,33.166274410423334,0.0,32.98,0.0,31
2024-02-14,33.16627489143724,0.0,33.0,0.0,32
2024-02-15,33.16627495367433,0.0,33.02,0.0,33
2024-02-16,33.1662749617271,0.0,33.04,0.0,34
2024-02-17,33.166274962768995,0.0,33.06,0.0,35
2024-02-18,33.16627496290376,0.0,33.08,0.0,36
2024-02-19,33.16627496292128,0.0,33.1,0.0,37
2024-02-20,33.16627496292351,0.0,33.12,0.0,38
2024-02-21,33.166274962923815,0.0,33.14,0.0,39
2024-02-22,33.166274962923815,0.0,33.16,0.0,40
2024-02-23,33.166274962923815,0.0,33.18,0.0,41
2024-02-24,33.166274962923815,0.0,33.2,0.0,42
2024-02-25,33.166274962923815,0.0,33.22,0.0,43
2024-02-26,33.166274962923815,0.0,33.24,0.0,44
2024-02-27,33.166274962923815,0.0,33.26,0.0,45
2024-02-28,33.166274962923815,0.0,33.27,0.0,46
2024-02-29,33.166274962923815,0.0,33.29,0.0,47
2024-03-01,33.166274962923815,0.0,33.31,0.0,48
2024-03-02,33.166274962923815,0.0,33.33,0.0,49
2024-03-03,33.166274962923815,0.0,33.35,0.0,50
2024-03-04,33.166274962923815,0.0,33.37,0.4547723366611187,51
2024-03-05,62.05504201770499,0.0,33.39,0.8049938785141209,52
2024-03-06,62.05504201770499,0.0,33.41,0.8156510850883036,53
2024-03-07,62.05504201770499,0.0,33.43,0.8262170566991301,54
2024-03-08,62.05504201770499,0.0,33.45,0.8361239443685693,55
2024-03-09,62.05504201770499,0.0,33.47,0.8466197042876712,56
2024-03-10,62.05504201770499,0.0,33.49,0.8667785085062829,57
2024-03-11,62.05504201770499,0.0,33.51,0.87714121059011,58
2024-03-12,62.05504201770499,0.0,33.53,0.88744400450137,59
2024-03-13,62.05504201770499,0.0,33.55,0.8976932253832587,60
2024-03-14,62.05504201770499,0.0,33.57,0.9167804245334588,61
2024-03-15,62.05504201770499,0.0,33.59,0.9260470091096512,62
2024-03-16,62.05504201770499,0.0,33.61,0.9352533877818342,63
2024-03-17,62.05504201770499,0.0,33.63,0.9444040590803644,64
2024-03-18,62.05504201770499,0.0,33.65,0.9632304225346612,65
2024-03-19,62.05504201770499,0.0,33.67,0.9722744021252144,66
2024-03-20,62.05504201770499,0.0,33.69,0.981273127016269,67
2024-03-21,62.05504201770499,0.0,33.71,0.9902294729624452,68
2024-03-22,62.05504201770499,0.0,33.73,1.0088441443814269,69
2024-03-23,62.05504201770499,0.0,33.75,1.0177152284536306,70
2024-03-24,62.05504201770499,0.0,33.77,1.026550627167877,71
2024-03-25,62.05504201770499,0.0,33.79,1.0450259919162874,72
2024-03-26,62.05504201770499,0.0,33.81,1.0537869146778456,73
2024-03-27,62.05504201770499,0.0,33.83,1.072173769188603,74
2024-03-28,62.05504201770499,0.0,33.85,1.0808655815585988,75
2024-03-29,62.05504201770499,0.0,33.87,1.089528893537545,76
2024-03-30,62.05504201770499,0.0,33.89,1.1077952790099654,77
2024-03-31,62.05504201770499,0.0,33.91,1.1163957165477247,78
2024-04-01,62.05504201770499,0.0,33.93,1.1345829820204931,79
2024-04-02,62.05504201770499,0.0,33.95,1.1431236424319953,80
2024-04-03,62.05504201770499,0.0,33.97,1.1612343070583453,81
2024-04-04,62.05504201770499,0.0,33.99,1.1697176781233527,82
2024-04-05,62.05504201770499,0.0,34.01,1.1877178347277446,83
2024-04-06,62.05504201770499,0.0,34.03,1.1893683506368242,84
2024-04-07,62.05504201770499,0.0,34.05,1.1998061732010956,85
2024-04-08,62.05504201770499,0.0,34.07,1.200016616070415,86
2024-04-09,62.05504201770499,0.0,34.09,1.2087486712765525,87
2024-04-10,62.05504201770499,0.0,34.11,1.2072673863971373,88
2024-04-11,62.05504201770499,0.0,34.13,1.2140015222000171,89
2024-04-12,62.05504201770499,0.0,34.15,1.210535164594562,90
2024-04-13,62.05504201770499,0.0,34.17,1.2149317192112488,91
2024-04-14,62.05504201770499,0.0,34.19,1.2179618318140102,92
2024-04-15,62.05504201770499,0.0,34.2,1.2108059954361734,93
2024-04-16,62.05504201770499,0.0,34.22,1.2108796858622124,94
2024-04-17,62.05504201770499,0.0,34.24,1.2092317859341923,95
2024-04-18,62.05504201770499,0.0,34.26,1.1974137244277234,96
2024-04-19,62.05504201770499,0.0,34.28,1.192050154234453,97
2024-04-20,62.05504201770499,0.0,34.3,1.1845337889897365,98
2024-04-21,62.05504201770499,0.0,34.32,1.1668743961727512,99
2024-04-22,62.05504201770499,0.0,34.34,1.1547339201972762,100
2024-04-23,62.05504201770499,0.0,34.36,1.1399333426255875,101
2024-04-24,62.05504201770499,0.0,34.38,1.1150512710842857,102
2025-01-16,47.61065849031444,0.7999999999999858,32.9,1.4407718764259547,1
2025-01-17,47.61065849031444,0.6000000000000001,32.1,1.9007530351434567,2
2025-01-19,47.61065849031444,0.6000000000000001,33.9,2.7995856570692563,1
2025-01-20,47.61065849031444,0.6000000000000001,33.9,2.109320724023234,2
2025-01-21,49.7178504750698,0.6000000000000001,33.9,1.5782004002601826,3
2025-01-22,53.78933301812708,0.6000000000000001,32.9,2.3151494857859247,4
2025-01-23,57.54380663353109,0.6000000000000001,34.4,2.7902722311849786,5
2025-01-24,60.61224935168734,0.6000000000000001,34.4,1.860338674108709,6
2025-01-25,61.75992774219786,0.6000000000000001,34.4,2.581680764236475,7
2025-01-26,62.02537991719208,0.6000000000000001,33.8,3.0870297702790106,8
2025-01-27,62.05504201770499,0.7999999999999858,33.8,2.966644313039991,9
2025-01-28,62.05504201770499,0.7999999999999858,32.3,2.500570782364152,10
2025-01-29,62.05504201770499,0.7999999999999858,32.3,1.5662540602362531,11
2025-01-30,62.05504201770499,0.6000000000000001,32.4,2.5468555775136568,12
2025-01-31,62.05504201770499,0.6000000000000001,33.1,2.165230899627718,13
2025-02-01,62.05504201770499,0.7999999999999858,33.1,1.4085787127921854,14
2025-02-02,62.05504201770499,0.7999999999999858,33.9,2.655877820698316,15
2025-02-03,62.05504201770499,0.7999999999999858,33.9,2.771510438387798,16
2025-02-04,62.05504201770499,0.6000000000000001,33.9,1.4444172578342718,17
2025-02-05,62.05504201770499,0.3999999999999858,33.0,3.579496189628986,18
2025-02-06,62.05504201770499,0.3999999999999858,32.1,3.5452910125317296,19
2025-02-07,62.05504201770499,0.3999999999999858,31.0,2.4672953591026063,20
2025-02-08,62.05504201770499,0.6000000000000001,32.2,2.442201170987196,21
2025-02-09,62.05504201770499,0.6000000000000001,32.3,2.2486131497132096,22
2025-02-10,62.05504201770499,0.6000000000000001,32.6,2.3786298560448422,23
2025-02-11,62.05504201770499,0.6000000000000001,33.1,3.450060482192744,24
2025-02-12,62.05504201770499,0.6000000000000001,33.1,2.85458992338116,25
2025-02-13,62.05504201770499,0.6000000000000001,33.1,3.582277127729327,26
2025-02-14,62.05504201770499,0.6000000000000001,30.3,4.018487937046808,27
2025-02-15,62.05504201770499,0.6000000000000001,32.7,2.762919066869532,28
2025-02-16,62.05504201770499,0.6000000000000001,33.2,2.0598616022433163,29
2025-02-17,62.05504201770499,0.6000000000000001,33.2,2.375743709725296,30
2025-02-18,62.05504201770499,0.3999999999999858,33.2,3.643743890330268,31
2025-02-19,62.05504201770499,0.3999999999999858,32.7,4.309758996713625,32
2025-02-20,62.05504201770499,0.3999999999999858,33.0,4.01284850280957,33
2025-02-21,62.05504201770499,0.3999999999999858,33.0,3.635737847027504,34
2025-02-22,62.05504201770499,0.3999999999999858,33.0,4.03476093187884,35
2025-02-23,62.05504201770499,0.3999999999999858,32.1,3.789813487632677,36
2025-02-24,62.05504201770499,0.3999999999999858,32.1,3.153455873593256,37
2025-02-25,62.05504201770499,0.3999999999999858,32.1,3.563483828482514,38
2025-02-26,62.05504201770499,0.1999999999999858,32.0,4.094856506474856,39
2025-02-27,62.05504201770499,0.1999999999999858,32.0,3.2022452182544803,40
2025-02-28,62.05504201770499,0.0,32.8,3.4102520408721886,41
2025-03-01,62.05504201770499,0.0,32.8,3.7919085581855,42
2025-03-02,62.05504201770499,0.0,32.8,4.288914341399591,43
2025-03-03,62.05504201770499,0.0,32.6,4.579920944219126,44
2025-03-04,62.05504201770499,0.0,33.4,3.699134366845719,45
2025-03-05,62.05504201770499,0.0,33.4,3.247693787005482,46
2025-03-06,62.05504201770499,0.0,33.4,3.0634954930550826,47
2025-03-07,62.05504201770499,0.0,33.1,4.40634361896157,48
2025-03-08,62.05504201770499,0.0,32.3,4.191904219219214,49
2025-03-09,62.05504201770499,0.0,32.3,3.490603865508316,50
2025-03-10,62.05504201770499,0.0,32.6,3.8225713967451806,51
2025-03-11,62.05504201770499,0.0,32.6,3.089425789422396,52
2025-03-12,62.05504201770499,0.0,33.9,3.297413017725209,53
2025-03-13,62.05504201770499,0.0,33.9,3.794941473814509,54
2025-03-14,62.05504201770499,0.0,33.9,4.9008749603918,55
2025-03-15,62.05504201770499,0.0,32.9,4.773856802656524,56
2025-03-16,62.05504201770499,0.0,34.0,5.305812892016784,57
2025-03-17,62.05504201770499,0.0,34.0,4.024981450694831,58
2025-03-18,62.05504201770499,0.0,34.0,4.372228175912346,59
2025-03-19,62.05504201770499,0.0,33.5,5.437538187246529,60
2025-03-20,62.05504201770499,0.0,33.5,4.5606550283564085,61
2025-03-21,62.05504201770499,0.0,33.8,2.9823898268668048,62
2025-03-22,62.05504201770499,0.0,34.4,4.83014483427284,63
2025-03-23,62.05504201770499,0.0,34.4,3.4096213117436576,64
2025-03-24,62.05504201770499,0.0,34.4,4.5353058789657785,65
2025-03-25,62.05504201770499,0.0,33.7,5.604682847182133,66
2025-03-26,62.05504201770499,0.0,33.7,4.670658111650944,67
2025-03-27,62.05504201770499,0.0,33.5,4.584870249239081,68
2025-03-28,62.05504201770499,0.0,33.5,4.162113270520834,69
2025-03-29,62.05504201770499,0.0,33.6,4.158434694038476,70
2025-03-30,62.05504201770499,0.0,34.1,4.62367661570281,71
2025-03-31,62.05504201770499,0.0,34.1,4.36499336490822,72
2025-04-01,62.05504201770499,0.0,34.1,4.574719750067505,73
2025-04-02,62.05504201770499,0.0,34.0,4.438473662879646,74
2025-04-03,62.05504201770499,0.0,33.8,4.840480113521295,75
2025-04-04,62.05504201770499,0.0,33.7,3.9024058172398015,76
2025-04-05,62.05504201770499,0.0,34.2,3.898852539053713,77
2025-04-06,62.05504201770499,0.0,34.2,3.5502352924225264,78
2025-04-07,62.05504201770499,0.0,34.2,2.4082927772565434,79
2025-04-08,62.05504201770499,0.0,32.8,4.821750216823081,80
2025-04-09,62.05504201770499,0.0,33.6,3.7267878384391295,81
2025-04-10,62.05504201770499,0.0,33.6,3.740989266849101,82
2025-04-11,62.05504201770499,0.0,33.6,3.9294855835568328,83
2025-04-12,62.05504201770499,0.0,33.6,4.122152126754811,84
2025-04-13,62.05504201770499,0.0,33.6,3.3634692257058343,85
2025-04-14,62.05504201770499,0.0,34.5,3.035964325375859,86
2025-04-15,62.05504201770499,0.0,34.5,3.999981725818788,87
2025-04-16,62.05504201770499,0.0,34.5,3.957160459988776,88
2025-04-17,62.05504201770499,0.0,34.5,4.317038758497411,89
2025-04-18,62.05504201770499,0.0,34.1,4.816453374865895,90
2025-04-19,62.05504201770499,0.0,33.7,4.141711563331572,91
2025-04-20,62.05504201770499,0.0,32.9,4.203850188884434,92
2025-04-21,62.05504201770499,0.0,34.2,3.901830345711685,93
2025-04-22,62.05504201770499,0.0,34.2,3.543535234818263,94
2025-04-23,62.05504201770499,0.0,34.2,2.577799068863881,95
2025-04-24,62.05504201770499,0.0,34.0,4.147179145951902,96
2025-04-25,62.05504201770499,0.0,34.0,3.502925572863335,97
2019-05-08,33.16601908224228,0.6,35.5,0.0,1
2019-05-09,33.166241855080635,0.0,35.5,0.0,2
2019-05-10,33.166270679184464,0.2,35.5,0.0,3
2019-05-11,33.16627440866196,1.0,35.0,0.0,4
2019-05-12,33.166274891209355,1.0,34.8,0.0,5
2019-05-13,33.166274953644866,13.6,34.8,0.0,6
2019-05-14,33.166274961723275,32.8,34.2,0.0,7
2019-05-15,33.16627496276857,33.6,31.9,0.0,8
2019-05-16,33.166274962903714,22.4,33.0,0.0,9
2019-05-17,33.16627496292124,2.4000000000000004,33.1,0.0,10
2019-05-18,31.37518657269397,1.6,33.9,0.0,11
2019-05-19,27.37514831132564,0.0,34.3,0.0,12
2019-05-20,32.18833271398995,0.0,34.3,0.0,13
2019-05-21,32.67767437283443,0.0,34.3,0.0,14
2019-05-22,33.087203563188055,0.0,34.2,0.0,15
2019-05-23,33.15523773810062,0.0,34.7,0.0,16
2019-05-24,33.1648334774094,0.0,34.7,0.0,17
2019-05-25,33.16608844959022,0.0,34.7,0.0,18
2019-05-26,33.166250830394674,0.0,35.1,0.0,19
2019-05-27,33.16627184047777,0.0,35.1,0.0,20
2019-05-28,33.166274558918644,0.2,35.1,0.0,21
2019-05-29,33.1662749106507,0.2,34.0,0.0,22
2019-05-30,33.16627495616032,0.2,35.2,0.0,23
2019-05-31,33.16627496204872,3.8,35.2,0.0,24
2019-06-01,33.16627496281062,3.8,35.2,0.0,25
2019-06-02,33.166274962909235,3.8,35.2,0.0,26
2019-06-03,33.16627496292202,0.0,35.2,0.0,27
2019-06-04,33.16627496292362,0.0,35.2,0.0,28
2019-06-05,33.166274962923815,0.0,34.6,0.0,29
2019-06-06,33.16627496292384,0.0,34.6,0.0,30
2019-06-07,33.16627496292384,0.0,34.6,0.0,31
2019-06-08,33.16627496292384,0.0,34.0,0.0,32
2019-06-09,33.16627496292384,0.0,34.2,0.0,33
2019-06-10,33.16627496292384,0.0,34.2,0.0,34
2019-06-11,33.16627496292384,0.0,34.2,0.0,35
2019-06-12,33.16627496292384,0.0,34.2,0.0,36
2019-06-13,33.16627496292384,0.0,34.5,0.0,37
2019-06-14,33.16627496292384,0.0,34.5,0.0,38
2019-06-15,33.16627496292384,0.0,34.5,0.0,39
2019-06-16,33.16627496292384,0.0,34.4,1.1477128701637265,40
2019-06-17,62.05504201770499,0.0,34.5,1.1306206138278456,41
2019-06-18,62.05504201770499,0.0,34.5,1.2775717932238253,42
2019-06-19,62.05504201770499,0.0,34.5,1.2883902413256654,43
2019-06-20,62.05504201770499,0.0,34.3,1.1105838200358045,44
2019-06-21,62.05504201770499,0.0,34.3,1.5823900086427896,45
2019-06-22,62.05504201770499,0.0,34.3,1.3625749898637018,46
2019-06-23,62.05504201770499,0.0,34.7,1.256846810532175,47
2019-06-24,62.05504201770499,0.0,35.1,1.3082333683284486,48
2019-06-25,62.05504201770499,0.0,35.1,1.2863101263523664,49
2019-06-26,62.05504201770499,0.0,35.1,1.274847038408089,50
2019-06-27,62.05504201770499,0.0,35.1,1.4617637001866468,51
2019-06-28,62.05504201770499,0.0,35.6,1.3454695238064476,52
2019-06-29,62.05504201770499,0.0,35.6,1.5420757159688714,53
2019-06-30,62.05504201770499,0.0,35.6,1.51999532221227,54
2019-07-01,62.05504201770499,0.0,35.4,1.2173724970013566,55
2019-07-02,62.05504201770499,0.0,35.4,1.3928571179189442,56
2019-07-03,62.05504201770499,0.0,35.4,1.1426253475173591,57
2019-07-04,62.05504201770499,0.0,35.0,0.7992123739612111,58
2019-07-05,62.05504201770499,24.6,35.0,0.736288886114958,59
2019-07-06,62.05504201770499,24.8,32.5,0.7874438721724913,60
2019-07-07,62.05504201770499,24.8,32.5,0.7867444086794961,61
2019-07-08,62.05504201770499,0.2,33.2,0.0,62
2019-07-09,62.05504201770499,0.0,34.1,0.0,63
2019-07-10,28.7272125964417,0.0,34.1,0.0,64
2019-07-11,32.3872857261545,0.0,34.1,0.0,65
2019-07-12,33.0598092498315,0.0,34.1,0.0,66
2019-07-13,33.152458518285165,0.0,34.1,0.0,67
2019-07-14,33.16448698043396,0.0,34.1,0.0,68
2019-07-15,33.16604361535885,0.0,34.0,0.0,69
2019-07-16,33.166245029378594,0.0,33.9,0.0,70
2019-07-17,33.16627108989896,0.0,33.9,0.0,71
2019-07-18,33.16627446180321,0.0,33.9,0.0,72
2019-07-19,33.16627489808508,0.0,34.4,0.0,73
2019-07-20,33.1662749545346,0.0,34.4,0.0,74
2019-07-21,33.166274961838425,0.0,34.5,0.0,75
2019-07-22,33.16627496278341,0.0,35.3,0.0,76
2019-07-23,33.16627496290572,0.0,36.0,0.0,77
2019-07-24,33.166274962921506,0.0,36.0,0.0,78
2019-07-25,33.16627496292354,0.0,36.0,0.0,79
2019-07-26,33.16627496292383,0.0,34.8,0.0,80
2019-07-27,33.16627496292383,0.0,36.1,1.038476363568572,81
2019-07-28,62.05504201770499,0.0,36.1,0.8845552792218936,82
2019-07-29,62.05504201770499,0.0,36.1,1.0323030796938888,83
2019-07-30,62.05504201770499,0.0,36.0,1.1563763539581329,84
2019-07-31,62.05504201770499,0.0,36.1,1.155010670307205,85
2019-08-01,62.05504201770499,0.0,36.1,1.043486692051035,86
2019-08-02,62.05504201770499,0.0,36.1,0.979270062767726,87
2019-08-03,62.05504201770499,0.0,35.2,0.7774130464570956,88
2020-04-26,28.1164760464128,6.999999999999999,33.8,0.0,1
2020-04-27,32.3293889763507,5.199999999999999,33.7,0.0,2
2020-04-28,33.054419964025485,0.6,33.7,0.0,3
2020-04-29,33.15178210000603,0.6,34.2,0.0,4
2020-04-30,33.16439942999831,0.0,34.7,0.0,5
2020-05-01,33.16603228692641,1.2,34.7,0.0,6
2020-05-02,33.16624356361372,1.2,34.7,0.0,7
2020-05-03,33.166270900247355,1.2,34.4,0.0,8
2020-05-04,33.1662744372647,0.0,34.5,0.9475614455988326,9
2020-05-05,58.2387504237566,5.4,34.5,3.5011085625727074,10
2020-05-06,61.646060253554026,7.0,34.5,3.562325532870764,11
2020-05-07,62.05504201770499,7.0,33.1,3.21656758220191,12
2020-05-08,62.05504201770499,1.6,33.7,0.0,13
2020-05-09,62.05504201770499,0.0,33.9,0.0,14
2020-05-10,62.05504201770499,0.0,35.7,0.580543785681249,15
2020-05-11,62.05504201770499,0.0,35.7,1.7227127137655258,16
2020-05-12,62.05504201770499,0.0,35.7,2.263704037862746,17
2020-05-13,62.05504201770499,0.0,34.7,2.559112368375233,18
2020-05-14,62.05504201770499,0.0,34.7,2.279816658753956,19
2020-05-15,62.05504201770499,0.0,34.5,1.951823451509302,20
2020-05-16,62.05504201770499,2.0,34.5,1.730546782980808,21
2020-05-17,62.05504201770499,2.6,34.5,2.104008445150473,22
2020-05-18,62.05504201770499,2.6,34.2,2.360105000366845,23
2020-05-19,62.05504201770499,0.6,34.6,0.9825234634358748,24
2020-05-20,62.05504201770499,0.0,35.0,2.849730808963168,25
2020-05-21,62.05504201770499,0.0,35.0,3.667919375588852,26
2020-05-22,62.05504201770499,9.0,35.0,3.547554732513979,27
2020-05-23,62.05504201770499,9.0,33.9,3.5752861769331714,28
2020-05-24,62.05504201770499,9.2,33.0,2.9208499822002225,29
2020-05-25,62.05504201770499,0.4,33.0,0.0,30
2020-05-26,62.05504201770499,2.4,33.4,0.0,31
2020-05-27,49.89522910280276,2.2,33.4,0.0,32
2020-05-28,48.8481124762765,2.0,33.4,1.1027919386088652,33
2020-05-29,62.05504201770499,0.0,33.4,1.562920635920769,34
2020-05-30,62.05504201770499,0.0,34.1,3.702226818797064,35
2020-05-31,62.05504201770499,0.0,34.2,3.473924203172079,36
2020-06-01,62.05504201770499,0.0,34.5,3.3780526184401656,37
2020-06-02,62.05504201770499,0.0,34.5,3.150351425600557,38
2020-06-03,62.05504201770499,0.0,34.5,3.3921200471036794,39
2020-06-04,62.05504201770499,0.0,34.6,3.2689964700349146,40
2020-06-05,62.05504201770499,0.0,34.7,3.1434775642821746,41
2020-06-06,62.05504201770499,0.0,34.7,4.146487923725483,42
2020-06-07,62.05504201770499,0.0,34.7,3.8103003877718185,43
2020-06-08,62.05504201770499,0.0,34.7,4.05468049825037,44
2020-06-09,62.05504201770499,0.0,34.7,4.022089849324438,45
2020-06-10,62.05504201770499,0.0,34.7,3.869336201154577,46
2020-06-11,62.05504201770499,0.0,34.5,4.195368804972899,47
2020-06-12,62.05504201770499,0.0,34.5,4.072465245544993,48
2020-06-13,62.05504201770499,0.0,34.5,4.189440612002782,49
2020-06-14,62.05504201770499,0.0,34.5,4.097237597645315,50
2020-06-15,62.05504201770499,0.0,34.3,3.8792721971670314,51
2020-06-16,62.05504201770499,0.0,34.3,4.152573405940363,52
2020-06-17,62.05504201770499,0.0,34.3,4.163480493178141,53
2020-06-18,62.05504201770499,0.0,34.3,4.43681451051651,54
2020-06-19,62.05504201770499,0.0,34.3,3.9041881423716456,55
2020-06-20,62.05504201770499,0.0,34.4,4.00980765679484,56
2020-06-21,62.05504201770499,0.0,34.4,4.460927943902843,57
2020-06-22,62.05504201770499,0.0,34.4,4.241806700345796,58
2020-06-23,62.05504201770499,0.0,34.4,3.663091503297608,59
2020-06-24,62.05504201770499,0.0,35.6,4.026376813948327,60
2020-06-25,62.05504201770499,0.0,35.9,4.117325045190451,61
2020-06-26,62.05504201770499,0.0,35.9,3.675523157209476,62
2020-06-27,62.05504201770499,0.0,35.9,4.173373867760788,63
2020-06-28,62.05504201770499,0.0,36.0,4.0552882983146885,64
2020-06-29,62.05504201770499,0.0,36.4,4.291497960549037,65
2020-06-30,62.05504201770499,0.0,36.4,3.49692142039979,66
2020-07-01,62.05504201770499,0.0,36.4,3.847504148983369,67
2020-07-02,62.05504201770499,0.0,35.6,3.740304795006522,68
2020-07-03,62.05504201770499,0.0,35.6,4.03810836080378,69
2020-07-04,62.05504201770499,0.0,36.3,4.376851436652951,70
2020-07-05,62.05504201770499,0.0,36.3,4.321194592293135,71
2020-07-06,62.05504201770499,0.0,36.6,3.944653506045512,72
2020-07-07,62.05504201770499,0.0,36.6,3.87908425944814,73
2020-07-08,62.05504201770499,0.0,36.6,3.8859571233784367,74
2020-07-09,62.05504201770499,0.0,36.0,4.016708482316043,75
2020-07-10,62.05504201770499,0.0,36.0,4.332903883413928,76
2020-07-11,62.05504201770499,0.0,36.0,3.751792774122431,77
2020-07-12,62.05504201770499,0.0,35.7,3.964648118981968,78
2020-07-13,62.05504201770499,0.0,35.7,3.940469992205093,79
2020-07-14,62.05504201770499,0.0,35.7,3.8032535109913086,80
2020-07-15,62.05504201770499,0.0,35.3,4.159186320854119,81
2020-07-16,62.05504201770499,0.0,35.3,4.351204790221764,82
2020-07-17,62.05504201770499,0.0,35.3,4.254947199653639,83
2020-07-18,62.05504201770499,0.0,35.3,4.440500443544557,84
2020-07-19,62.05504201770499,0.0,35.3,4.14029248345156,85
2020-07-20,62.05504201770499,0.0,35.5,4.230156782030673,86
2020-07-21,62.05504201770499,0.0,35.5,3.891487008652292,87
2020-07-22,62.05504201770499,0.0,35.5,3.918094600047612,88
2020-07-23,62.05504201770499,0.0,35.5,4.019118759700965,89
2020-07-24,62.05504201770499,0.0,35.5,4.3458418560152206,90
2020-07-25,62.05504201770499,0.0,35.4,4.148591596446416,91
2020-07-26,62.05504201770499,0.0,35.4,4.026846919786712,92
2020-07-27,62.05504201770499,0.0,37.2,4.061506607454543,93
2020-07-28,62.05504201770499,0.0,37.2,4.090376050150346,94
2020-07-29,62.05504201770499,0.0,37.2,3.454043380896833,95
2020-07-30,62.05504201770499,0.0,36.1,3.5875054056249662,96
2020-07-31,62.05504201770499,0.0,36.1,3.954374315404724,97
2020-08-01,62.05504201770499,0.0,36.1,3.539579157355053,98
2020-08-02,62.05504201770499,0.0,36.1,3.493872396503756,99
2020-08-03,62.05504201770499,0.0,36.1,3.4829855681016584,100
2021-04-26,32.943022632969885,10.2,33.2,0.0,1
