ID_Modelo,Raio,Num_Regras,R2_Score
428,0.0863794842131188,113,0.7172986932426674
429,0.01569056972292463,218,0.7717329629121119
430,0.13959253793532503,69,0.6073748767459017
431,0.15427192166358125,63,0.5846539347292052
432,0.16318481788975187,59,0.5783518933197426
433,0.02470833529211139,200,0.7738756369121131
434,0.12563400045743747,76,0.6005727583442244
435,0.11731917348725869,79,0.6220805715142694
436,0.043366920606940154,171,0.7960319913544244
437,0.022169924185180885,202,0.769930515856869
438,0.0850206451010001,113,0.7172986932426674
439,0.13067127768408676,73,0.6077404823226584
440,0.18103216763572963,46,0.5980060732361626
441,0.19574808917914915,44,0.5858617559417173
442,0.04683157746963784,166,0.7680371109009416
443,0.12043091022381777,76,0.6005727583442244
444,0.12122225918487434,76,0.6005727583442244
445,0.011474370651562623,226,0.7740392613813057
446,0.07784070947332225,123,0.7366354591010931
447,0.07845865361683951,123,0.7366354591010931
448,0.13473893847802995,72,0.6089911610180376
449,0.05469719700037226,156,0.7492272516188994
450,0.16192626098528667,60,0.5893867407099698
451,0.07165111010828577,130,0.726743963836016
452,0.05199342615357751,158,0.7470999907708222
453,0.12722741841434237,75,0.6048889185574525
454,0.1119894409896612,85,0.6201452160409909
455,0.1815757535558152,46,0.5980060732361626
456,0.07963331765866652,121,0.7360145511140803
457,0.18987932483597011,44,0.5858617559417173
458,0.026387993824481072,196,0.7683746789831017
459,0.16956973584633464,54,0.5886254711279151
460,0.17242402372354015,51,0.5939943556879222
461,0.14577654584539132,64,0.5519695781677193
462,0.11737739401966739,79,0.6220805715142694
463,0.03796204968760584,182,0.7785617885608692
464,0.1534893426975672,63,0.5846539347292052
465,0.16107500221610874,60,0.5893867407099698
466,0.11779013568342288,78,0.6230416618153786
467,0.12495332269948974,76,0.6005727583442244
468,0.16449919235236438,57,0.583332419131324
469,0.11679521636667833,80,0.6254626757591615
470,0.08458929523327773,114,0.7167369833013818
471,0.1900355053292487,44,0.5858617559417173
472,0.02827137507427724,192,0.7609132530929409
473,0.025645433248850796,196,0.7766865732277374
474,0.03488654181146549,185,0.7650589507664509
475,0.05954232877981195,151,0.7347669098362077
476,0.09701918911921972,100,0.6802069292975821
477,0.08650438906194782,113,0.7172986932426674
478,0.1444898375448634,65,0.5507686780418265
479,0.061312665194224604,146,0.7249107312346457
480,0.15043928310097301,62,0.5549040031108727
481,0.07291074055753577,128,0.7275134464908862
482,0.1546514952912852,63,0.5846539347292052
483,0.047149607356263355,165,0.7683536412235038
484,0.08537282288230584,113,0.7172986932426674
485,0.03533988575795041,185,0.7650589507664509
486,0.1316674045365041,73,0.6077404823226584
487,0.04119740213830179,176,0.7761718466779911
488,0.119294056465069,77,0.6242600893804666
489,0.013587713645944792,226,0.7740392613813057
490,0.1436747801768443,67,0.5546061818362553
491,0.14963360481886048,62,0.5549040031108727
492,0.1971649252022354,44,0.5858617559417173
493,0.07160035112725531,130,0.726743963836016
494,0.07850386312410738,123,0.7366354591010931
495,0.029179541190573158,190,0.7613809049662909
496,0.1165019352440224,80,0.6254626757591615
497,0.06529384191906563,136,0.7380810911753903
498,0.1901030455424795,44,0.5858617559417173
499,0.02647690805940539,196,0.7683746789831017
500,0.037000102886025316,184,0.778398074578781
