Date,Tensao_Media_Atual_mbar,Chuva_Acumulada_3d_mm,Tmax_Futura_3d_C,Irrigacao_mm
2022-04-08,330.3978271508909,16.8,32.8,0.0
2022-04-09,331.49882602546086,9.0,34.1,6.144520746392806
2022-04-10,331.64153564685876,12.2,34.1,0.0
2022-04-11,328.6309710744075,9.2,34.1,0.0
2022-04-12,323.1268875720766,9.2,33.7,4.27654742739685
2022-04-13,330.20534422569926,0.0,33.7,0.0
2022-04-14,331.4565414519142,28.2,33.7,0.0
2022-04-15,317.4746191892852,28.599999999999998,33.2,6.5857285880377265
2022-04-16,329.2209696957932,31.0,32.3,0.0
2022-04-17,331.31766269438225,4.0,32.3,0.0
2022-04-18,331.6176317526539,3.5999999999999996,33.9,0.0
2022-04-19,275.5791775134918,1.7999999999999998,33.9,0.0
2022-04-20,323.2980727945401,10.799999999999999,33.9,0.0
2022-04-21,330.5536807292275,10.799999999999999,32.7,8.500146119014662
2022-04-22,331.5190500095738,10.2,34.0,0.0
2022-04-23,331.64415335646083,0.0,34.0,0.0
2022-04-24,331.6603434498055,0.0,34.7,0.0
2022-04-25,314.7948209322198,0.0,34.7,0.0
2022-04-26,328.7623675794935,0.0,34.7,0.0
2023-01-07,331.6627496292387,4.6,32.6,0.0
2023-01-08,328.7900391777067,1.2000000000000002,31.7,0.0
2023-01-09,331.16678502520074,0.4,33.6,4.156479999999996
2023-01-10,331.59197391453813,2.6,33.6,0.0
2023-01-11,330.4663580468082,15.2,33.6,0.0
2023-01-12,331.4565785975573,18.4,32.7,5.6597728272921515
2023-01-13,331.6333074063317,15.8,32.7,0.0
2023-01-14,331.6588923870446,5.0,32.7,0.0
2023-01-15,331.66225054837327,2.6,32.4,0.0
2023-01-16,300.73956699762516,10.2,32.4,0.0
2023-01-17,325.0042403464136,8.799999999999999,33.6,0.0
2023-01-18,330.7784021059115,10.0,33.8,5.479993140408567
2023-01-19,331.5482010482807,2.8,33.8,0.0
2023-01-20,326.9379776697002,5.8,33.8,0.0
2023-01-21,304.29261029376505,13.0,33.1,4.521710294453424
2023-01-22,327.0560557268799,60.2,33.1,0.0
2023-01-23,330.5335310550091,56.800000000000004,33.0,0.0
2023-01-24,331.49896933855956,56.20000000000001,33.0,0.0
2023-01-25,331.6410819282974,9.0,33.0,0.0
2023-01-26,313.0460705759959,9.0,33.8,0.0
2023-01-27,267.9278662019701,0.4,33.8,0.0
2023-01-28,322.6049703724576,0.0,33.8,0.0
2023-01-29,314.2999009110305,13.2,33.7,0.0
2023-01-30,328.8035867380356,13.399999999999999,33.7,8.430255697719266
2023-01-31,331.26495036790345,13.399999999999999,32.2,0.0
2023-02-01,328.34736710874915,0.2,33.5,0.0
2023-02-02,331.09233963205475,4.6,33.5,0.0
2023-02-03,308.3120735298229,6.3999999999999995,33.6,0.0
2023-02-04,327.786288418528,6.8,33.6,0.0
2023-02-05,331.1323533264605,4.0,33.6,5.702821077877993
2023-02-06,331.5935732035462,2.2,33.7,0.0
2023-02-07,328.48137091453043,1.7999999999999998,34.3,0.0
2023-02-08,331.1138793122416,0.0,34.3,4.648293769963461
2023-02-09,331.58445810410217,0.0,34.3,0.0
2023-02-10,331.6524952322783,6.0,34.7,0.0
2023-02-11,331.66142282294135,6.0,34.7,13.747823959076342
2023-02-12,331.66257795695043,6.6,34.7,0.0
2023-02-13,330.3251987383908,2.0,34.1,0.0
2023-02-14,331.43180968191626,2.0,34.1,5.559955401546306
2023-02-15,331.62975566951684,32.6,34.1,0.0
2023-02-16,331.65842687811005,40.0,33.9,0.0
2023-02-17,331.6621903167839,67.6,32.0,9.63100908859071
2023-02-18,331.66267726120844,36.8,33.3,0.0
2023-02-19,330.06395855100993,45.8,33.3,0.0
2023-02-20,276.8116088635693,24.2,33.3,0.0
2023-02-21,306.8280952470068,24.0,33.4,0.0
2023-02-22,275.94006857372335,9.2,33.4,0.0
2023-02-23,323.34412322048394,5.2,33.4,0.0
2023-02-24,293.8317285777093,18.4,33.1,0.0
2023-02-25,312.45746624357037,15.6,33.3,0.0
2023-02-26,328.6660423514442,13.6,33.6,6.497245924407268
2023-02-27,331.26582631095266,0.2,33.6,0.0
2023-02-28,331.61136779336243,0.0,33.6,0.0
2023-03-01,301.22493555682564,0.0,33.5,6.79088016169469
2023-03-02,326.80681896367446,11.6,33.9,0.0
2023-03-03,330.99032269330576,18.0,33.9,0.0
2023-03-04,331.5750863951179,22.0,33.9,12.145608568073532
2023-03-05,331.65140589466364,26.0,32.6,0.0
2023-03-06,331.66128187259784,31.400000000000002,33.7,0.0
2023-03-07,309.92581766084334,27.599999999999998,33.7,0.0
2023-03-08,315.93384993078996,41.2,33.7,0.0
2023-03-09,326.4474899620302,29.599999999999998,33.3,0.0
2023-03-10,297.47176520418407,107.4,33.3,0.0
2023-03-11,301.0356537936716,80.0,33.3,0.0
2023-03-12,326.92517315334044,114.4,29.7,0.0
2023-03-13,278.4785239040406,38.8,32.6,0.0
2023-03-14,323.2409242620562,76.4,32.6,0.0
2023-03-15,271.6652346767986,63.0,32.6,0.0
2023-03-16,323.24280396671963,123.0,31.9,0.0
2023-03-17,272.72955181547957,88.19999999999999,31.9,0.0
2023-03-18,322.75220687682776,111.6,31.7,0.0
2023-03-19,268.29535195519657,49.199999999999996,31.7,0.0
2023-03-20,288.0270038282362,61.99999999999999,31.0,0.0
2023-03-21,263.96140268654494,85.6,31.0,0.0
2023-03-22,321.8127121698372,85.8,32.0,0.0
2023-03-23,267.6545793522547,68.8,32.0,0.0
2023-03-24,322.60696080766456,6.799999999999986,32.0,0.0
2023-03-25,299.2064401436326,29.19999999999999,31.5,0.0
2023-03-26,264.2275619468234,29.39999999999999,33.0,0.0
2023-03-27,322.1074597304623,23.399999999999988,33.0,0.0
2023-03-28,330.41147400842584,5.999999999999986,33.0,0.0
2023-03-29,331.500597795087,53.399999999999984,32.6,0.0
2023-03-30,282.81622284719106,53.399999999999984,31.7,0.0
2023-03-31,323.77049557688696,48.59999999999999,31.7,5.728846505439155
2023-04-01,330.61706547278214,1.1999999999999857,33.0,0.0
2023-04-02,329.14853707265786,0.9999999999999858,33.0,0.0
2023-04-03,269.3120859239323,5.199999999999985,33.0,6.876543513646178
2023-04-04,322.63155034078346,6.199999999999985,32.6,0.0
2023-04-05,328.4651833375356,32.999999999999986,32.3,0.0
2023-04-06,331.16113547788825,28.399999999999984,32.3,7.041496403101272
2023-04-07,331.5935704864013,41.79999999999998,33.8,0.0
2023-04-08,328.6532334903875,15.599999999999985,33.8,0.0
2023-04-09,331.14355516644287,16.999999999999986,33.8,0.0
2023-04-10,282.2906451582203,4.999999999999986,32.8,0.0
2023-04-11,323.6757749159192,4.399999999999986,33.2,0.0
2023-04-12,290.8376898138764,2.999999999999986,34.9,3.209865782578273
2023-04-13,324.75443731744406,0.0,34.9,0.0
2023-04-14,330.7191605581076,0.0,34.9,0.0
2023-04-15,331.54017270066663,0.1999999999999858,34.5,9.1853859296147
2023-04-16,331.64688726986515,0.1999999999999858,34.5,0.0
2023-04-17,331.6606971988658,9.999999999999986,33.9,0.0
2023-04-18,331.66248406993236,9.799999999999986,33.9,11.367100311542952
2023-04-19,331.6627152692008,9.799999999999986,33.9,0.0
2023-04-20,324.4236331558874,5.599999999999985,33.5,0.0
2023-04-21,330.4136453208756,5.599999999999985,33.7,0.0
2023-04-22,315.10968720933727,5.599999999999985,33.7,0.0
2023-04-23,328.82270674075556,0.0,34.6,0.0
2023-04-24,331.26250910883755,0.1999999999999858,34.6,7.154897462246965
2023-04-25,331.61044630779634,0.1999999999999858,34.8,0.0
2023-04-26,330.72608626950523,0.3999999999999858,34.8,0.0
2024-01-07,331.6627496292387,0.3999999999999858,34.4,0.0
2024-01-08,331.6627496292387,67.99999999999999,34.4,0.0
2024-01-09,281.7970103689074,67.79999999999998,34.3,5.222359999999997
2024-01-10,323.6132523134187,70.99999999999999,31.8,0.0
2024-01-11,330.59094884657736,3.399999999999986,33.5,0.0
2024-01-12,331.5238861065311,15.399999999999984,34.2,0.0
2024-01-13,270.03299939271625,12.199999999999985,34.2,0.0
2024-01-14,323.0058058262244,12.599999999999985,34.2,0.0
2024-01-15,330.5304463086794,0.3999999999999858,34.5,0.0
2024-01-16,331.51603778097535,0.3999999999999858,34.5,0.0
2024-01-17,318.93491807097166,0.0,34.5,0.0
2024-01-18,329.470925265064,0.0,34.9,6.535245566790184
2024-01-19,331.3525602245959,16.799999999999986,34.9,0.0
2024-01-20,331.622183846144,16.799999999999986,34.9,0.0
2024-01-21,331.65750066847795,16.999999999999986,34.6,10.323153578979184
2024-01-22,331.662070475532,9.399999999999984,34.2,0.0
2024-01-23,331.66266175523697,9.399999999999984,34.2,0.0
2024-01-24,298.2307991858984,79.39999999999999,34.2,5.591703887994802
2024-01-25,326.0111139271099,113.6,34.2,0.0
2024-01-26,327.316220965844,124.19999999999999,31.4,0.0
2024-01-27,307.7589316328955,55.399999999999984,33.3,0.0
2024-01-28,327.59306556881126,11.999999999999986,33.8,0.0
2024-01-29,266.85195813292034,42.19999999999998,33.8,0.0
2024-01-30,267.18998243776076,43.999999999999986,33.8,0.0
2024-01-31,293.27192306099755,83.19999999999999,32.4,0.0
2024-02-01,325.51037073359873,42.39999999999999,33.9,0.0
2024-02-02,330.8317174925437,44.999999999999986,33.9,0.0
2024-02-03,267.5051002075058,6.799999999999986,33.9,0.0
2024-02-04,321.01422719722956,6.799999999999986,33.2,0.0
2024-02-05,271.16984218657205,0.9999999999999858,33.2,1.0597461235542063
2024-02-06,322.6824786315058,0.0,32.84,0.0
2024-02-07,328.3251027451839,0.0,32.86,0.0
2024-02-08,331.1347938796705,0.0,32.88,6.756299064995726
2024-02-09,331.58975359560617,0.0,32.9,0.0
2024-02-10,325.3302542649317,0.0,32.92,0.0
2024-02-11,330.57030219254057,0.0,32.94,1.4900761517052672
2024-02-12,331.50729308244547,0.0,32.96,0.0
2024-02-13,331.642398038206,0.0,32.98,0.0
2024-02-14,331.66011632454234,0.0,33.0,1.8564767923414842
2024-02-15,331.66240891171026,0.0,33.02,0.0
2024-02-16,331.6627055446671,0.0,33.04,0.0
2024-02-17,331.66274392524997,0.0,33.06,1.9675981138369893
2024-02-18,331.6627488912144,0.0,33.08,0.0
2024-02-19,331.66274953374784,0.0,33.1,0.0
2024-02-20,331.66274961688293,0.0,33.12,2.0553096699247977
2024-02-21,331.6627496276396,0.0,33.14,0.0
2024-02-22,331.66274962903174,0.0,33.16,0.0
2024-02-23,331.6627496292118,0.0,33.18,2.161142357115004
2024-02-24,331.6627496292355,0.0,33.2,0.0
2024-02-25,331.66274962923814,0.0,33.22,0.0
2024-02-26,331.66274962923814,0.0,33.24,2.2656434597039787
2024-02-27,331.66274962923814,0.0,33.26,0.0
2024-02-28,331.66274962923814,0.0,33.27,0.0
2024-02-29,331.66274962923814,0.0,33.29,2.369230946488428
2024-03-01,331.66274962923814,0.0,33.31,0.0
2024-03-02,331.66274962923814,0.0,33.33,0.0
2024-03-03,331.66274962923814,0.0,33.35,2.482587567014007
2024-03-04,331.66274962923814,0.0,33.37,0.0
2024-03-05,331.66274962923814,0.0,33.39,0.0
2024-03-06,331.66274962923814,0.0,33.41,2.595101524729633
2024-03-07,331.66274962923814,0.0,33.43,0.0
2024-03-08,331.66274962923814,0.0,33.45,0.0
2024-03-09,331.66274962923814,0.0,33.47,2.6970849935493195
2024-03-10,331.66274962923814,0.0,33.49,0.0
2024-03-11,331.66274962923814,0.0,33.51,0.0
2024-03-12,331.66274962923814,0.0,33.53,2.819560964087371
2024-03-13,331.66274962923814,0.0,33.55,0.0
2024-03-14,331.66274962923814,0.0,33.57,0.0
2024-03-15,331.66274962923814,0.0,33.59,2.9309856882823904
2024-03-16,331.66274962923814,0.0,33.61,0.0
2024-03-17,331.66274962923814,0.0,33.63,0.0
2024-03-18,331.66274962923814,0.0,33.65,3.029954691211687
2024-03-19,331.66274962923814,0.0,33.67,0.0
2024-03-20,331.66274962923814,0.0,33.69,0.0
2024-03-21,331.66274962923814,0.0,33.71,3.1590250816482124
2024-03-22,331.66274962923814,0.0,33.73,0.0
2024-03-23,331.66274962923814,0.0,33.75,0.0
2024-03-24,331.66274962923814,0.0,33.77,3.25779271986986
2024-03-25,331.66274962923814,0.0,33.79,0.0
2024-03-26,331.66274962923814,0.0,33.81,0.0
2024-03-27,331.66274962923814,0.0,33.83,3.3862802138645005
2024-03-28,331.66274962923814,0.0,33.85,0.0
2024-03-29,331.66274962923814,0.0,33.87,0.0
2024-03-30,331.66274962923814,0.0,33.89,3.504503551732262
2024-03-31,331.66274962923814,0.0,33.91,0.0
2024-04-01,331.66274962923814,0.0,33.93,0.0
2024-04-02,331.66274962923814,0.0,33.95,3.6327515631080662
2024-04-03,331.66274962923814,0.0,33.97,0.0
2024-04-04,331.66274962923814,0.0,33.99,0.0
2024-04-05,331.66274962923814,0.0,34.01,3.7504490907727046
2024-04-06,331.66274962923814,0.0,34.03,0.0
2024-04-07,331.66274962923814,0.0,34.05,0.0
2024-04-08,331.66274962923814,0.0,34.07,3.8660057497322295
2024-04-09,331.66274962923814,0.0,34.09,0.0
2024-04-10,331.66274962923814,0.0,34.11,0.0
2024-04-11,331.66274962923814,0.0,34.13,3.9001977945776902
2024-04-12,331.66274962923814,0.0,34.15,0.0
2024-04-13,331.66274962923814,0.0,34.17,0.0
2024-04-14,331.66274962923814,0.0,34.19,3.9566032979947865
2024-04-15,331.66274962923814,0.0,34.2,0.0
2024-04-16,331.66274962923814,0.0,34.22,0.0
2024-04-17,331.66274962923814,0.0,34.24,3.9729561837034524
2024-04-18,331.66274962923814,0.0,34.26,0.0
2024-04-19,331.65929999589696,0.0,34.28,0.0
2024-04-20,331.6621540086297,0.0,34.3,3.946581962362568
2024-04-21,331.6626644503416,0.0,34.32,0.0
2024-04-22,331.66273846721083,0.0,34.34,0.0
2024-04-23,331.66274818501256,0.0,34.36,3.894188481173849
2024-04-24,331.6627494423742,0.0,34.38,0.0
2024-04-25,331.6145800295312,0.0,34.4,0.0
2025-01-07,331.6627496292387,0.7999999999999858,31.5,0.0
2025-01-08,331.6627496292387,0.6000000000000001,33.2,0.0
2025-01-09,331.6627496292387,0.7999999999999858,33.2,7.204879999999998
2025-01-10,331.6627496292387,0.7999999999999858,33.2,0.0
2025-01-11,330.9513579294253,0.7999999999999858,32.8,0.0
2025-01-12,331.53991956649816,0.6000000000000001,32.8,6.907727871657719
2025-01-13,331.64519297176474,0.6000000000000001,30.7,0.0
2025-01-14,326.5708995402756,0.7999999999999858,32.9,0.0
2025-01-15,330.8212896078372,0.7999999999999858,32.9,5.605674472620346
2025-01-16,331.54546715464517,0.7999999999999858,32.9,0.0
2025-01-17,331.64744646292365,0.6000000000000001,32.1,0.0
2025-01-18,331.66076955424035,0.6000000000000001,32.1,7.993090003005559
2025-01-19,331.66249343185393,0.6000000000000001,33.9,0.0
2025-01-20,322.412088970489,0.6000000000000001,33.9,0.0
2025-01-21,330.11523302145537,0.6000000000000001,33.9,8.554374508143866
2025-01-22,331.44555151941677,0.6000000000000001,32.9,0.0
2025-01-23,329.39067609920255,0.6000000000000001,34.4,0.0
2025-01-24,331.2799784595184,0.6000000000000001,34.4,10.067948979012321
2025-01-25,331.6100942987475,0.6000000000000001,34.4,0.0
2025-01-26,320.5439717545843,0.6000000000000001,33.8,0.0
2025-01-27,329.790692862446,0.7999999999999858,33.8,10.095566250587439
2025-01-28,331.3996023724211,0.7999999999999858,32.3,0.0
2025-01-29,331.62835961658396,0.7999999999999858,32.3,0.0
2025-01-30,331.65829980324463,0.6000000000000001,32.4,7.118070827286125
2025-01-31,331.6621738746344,0.6000000000000001,33.1,0.0
2025-02-01,331.6626751337967,0.7999999999999858,33.1,0.0
2025-02-02,331.6627399904669,0.7999999999999858,33.9,6.456060594518506
2025-02-03,331.6627483821036,0.7999999999999858,33.9,0.0
2025-02-04,331.6627494678747,0.6000000000000001,33.9,0.0
2025-02-05,331.66274960836006,0.3999999999999858,33.0,8.7194615434982
2025-02-06,331.66274962653665,0.3999999999999858,32.1,0.0
2025-02-07,331.66274962888883,0.3999999999999858,31.0,0.0
2025-02-08,331.66274962919357,0.6000000000000001,32.2,12.08630821105282
2025-02-09,331.6627496292322,0.6000000000000001,32.3,0.0
2025-02-10,330.1732382833007,0.6000000000000001,32.6,0.0
2025-02-11,331.40548971474243,0.6000000000000001,33.1,7.056189431666143
2025-02-12,331.62770996990844,0.6000000000000001,33.1,0.0
2025-02-13,331.65821574529275,0.6000000000000001,33.1,0.0
2025-02-14,331.66216299856364,0.6000000000000001,30.3,12.642929844463193
2025-02-15,331.6626737265697,0.6000000000000001,32.7,0.0
2025-02-16,331.66273980838866,0.6000000000000001,33.2,0.0
2025-02-17,331.66274835854483,0.6000000000000001,33.2,7.96675981771342
2025-02-18,331.662749464826,0.3999999999999858,33.2,0.0
2025-02-19,331.66274960796625,0.3999999999999858,32.7,0.0
2025-02-20,331.6627496264861,0.3999999999999858,33.0,12.538694319192668
2025-02-21,331.66274962888167,0.3999999999999858,33.0,0.0
2025-02-22,331.24959969326187,0.3999999999999858,33.0,0.0
2025-02-23,331.59141431038233,0.3999999999999858,32.1,12.944248554563423
2025-02-24,331.65255111459555,0.3999999999999858,32.1,0.0
2025-02-25,330.6160928708922,0.3999999999999858,32.1,0.0
2025-02-26,331.4820906659455,0.1999999999999858,32.0,10.931454342770385
2025-02-27,331.636935947948,0.1999999999999858,32.0,0.0
2025-02-28,331.6593675031627,0.0,32.8,0.0
2025-03-01,331.6623120229531,0.0,32.8,10.701691279598183
2025-03-02,331.6626930084715,0.0,32.8,0.0
2025-03-03,331.66274230322495,0.0,32.6,0.0
2025-03-04,331.6627486813446,0.0,33.4,13.717192944874046
2025-03-05,331.6627495065928,0.0,33.4,0.0
2025-03-06,328.3464287516645,0.0,33.4,0.0
2025-03-07,331.09021581322304,0.0,33.1,9.292570571659066
2025-03-08,331.58107500137567,0.0,32.3,0.0
2025-03-09,331.6520520826788,0.0,32.3,0.0
2025-03-10,331.6613654835043,0.0,32.6,12.572388232995916
2025-03-11,331.6625705379257,0.0,32.6,0.0
2025-03-12,331.6627264570744,0.0,33.9,0.0
2025-03-13,331.66274663105236,0.0,33.9,10.046972502217189
2025-03-14,331.6627492413112,0.0,33.9,0.0
2025-03-15,331.6627495790453,0.0,32.9,0.0
2025-03-16,331.66274962274423,0.0,34.0,15.017123119032838
2025-03-17,331.6627496283984,0.0,34.0,0.0
2025-03-18,331.66274962912985,0.0,34.0,0.0
2025-03-19,331.66274962922387,0.0,33.5,13.360666613017832
2025-03-20,331.66274962923677,0.0,33.5,0.0
2025-03-21,331.6627496292384,0.0,33.8,0.0
2025-03-22,331.6627496292384,0.0,34.4,11.639128783546775
2025-03-23,331.6627496292384,0.0,34.4,0.0
2025-03-24,331.6627496292384,0.0,34.4,0.0
2025-03-25,331.6627496292384,0.0,33.7,14.395090956399578
2025-03-26,331.6627496292384,0.0,33.7,0.0
2025-03-27,331.6627496292384,0.0,33.5,0.0
2025-03-28,331.6627496292384,0.0,33.5,14.985134313274218
2025-03-29,331.6627496292384,0.0,33.6,0.0
2025-03-30,330.0477309101435,0.0,34.1,0.0
2025-03-31,331.38390367622196,0.0,34.1,13.404365694808023
2025-04-01,331.6229196221344,0.0,34.1,0.0
2025-04-02,330.68894490399225,0.0,34.0,0.0
2025-04-03,331.4948361240719,0.0,33.8,13.477251077478527
2025-04-04,331.6387627546566,0.0,33.7,0.0
2025-04-05,331.65960692802344,0.0,34.2,0.0
2025-04-06,331.66234300175745,0.0,34.2,12.1425251762452
2025-04-07,331.66269701674184,0.0,34.2,0.0
2025-04-08,330.3574521887922,0.0,32.8,0.0
2025-04-09,331.4373776893996,0.0,33.6,12.056898299703551
2025-04-10,331.6305503620638,0.0,33.6,0.0
2025-04-11,327.55889890629226,0.0,33.6,0.0
2025-04-12,330.95448526761936,0.0,33.6,11.517419714694974
2025-04-13,331.56178109750556,0.0,33.6,0.0
2025-04-14,331.6495267118286,0.0,34.5,0.0
2025-04-15,331.6610387228174,0.0,34.5,9.667350689080273
2025-04-16,331.6625282590526,0.0,34.5,0.0
2025-04-17,331.6627209867197,0.0,34.5,0.0
2025-04-18,331.6627459232576,0.0,34.1,13.660559004813944
2025-04-19,331.662749149731,0.0,33.7,0.0
2025-04-20,331.6627495671965,0.0,32.9,0.0
2025-04-21,331.662749621211,0.0,34.2,13.174466542486563
2025-04-22,331.66274962819915,0.0,34.2,0.0
2025-04-23,330.5212537883773,0.0,34.2,0.0
2025-04-24,331.4656585309783,0.0,34.0,8.725248459771215
2025-04-25,331.63458745783265,0.0,34.0,0.0
2025-04-26,331.65905981421747,0.0,33.9,0.0
