Day	Month	Year	Tmin(C)	Tmax(C)	Prcp(mm)	Et0(mm)
12	12	2023	22.70	35.30	0.00	7.51
13	12	2023	23.80	34.70	0.00	6.41
14	12	2023	24.70	32.50	0.00	4.61
15	12	2023	24.40	32.90	0.00	4.46
16	12	2023	24.20	36.70	0.00	7.35
17	12	2023	24.70	35.30	0.00	6.48
18	12	2023	21.90	31.40	0.00	5.39
19	12	2023	23.70	33.60	0.00	7.75
20	12	2023	23.80	31.80	37.60	4.22
21	12	2023	23.60	34.10	0.40	7.44
22	12	2023	24.40	34.80	0.00	7.59
23	12	2023	22.20	36.60	0.00	8.34
24	12	2023	24.70	37.70	0.00	8.80
25	12	2023	25.20	36.40	0.00	8.70
26	12	2023	25.20	37.80	0.00	9.37
27	12	2023	24.20	31.80	14.00	4.52
28	12	2023	24.00	33.90	0.00	6.55
29	12	2023	24.30	35.70	0.80	6.49
30	12	2023	24.90	33.70	0.00	5.56
31	12	2023	23.70	30.10	0.00	3.91
1	1	2024	23.90	34.20	6.40	5.63
2	1	2024	23.30	27.90	15.20	2.77
3	1	2024	23.90	33.90	32.80	6.74
4	1	2024	24.10	33.40	20.80	7.72
5	1	2024	24.20	33.70	0.00	7.25
6	1	2024	24.80	32.70	0.00	6.54
7	1	2024	20.40	32.30	54.40	7.67
8	1	2024	23.70	32.80	0.00	7.51
9	1	2024	23.30	34.40	0.80	8.85
10	1	2024	23.60	34.30	0.00	8.23
11	1	2024	22.70	28.30	135.20	1.53
12	1	2024	23.50	31.10	0.40	5.45
13	1	2024	22.00	31.80	6.40	7.31
14	1	2024	22.80	33.50	0.00	8.52
15	1	2024	22.90	34.20	24.40	7.86
16	1	2024	23.50	32.50	0.00	6.66
17	1	2024	23.90	31.50	0.80	4.93
18	1	2024	23.10	34.50	0.00	8.91
19	1	2024	23.60	34.10	0.00	7.56
20	1	2024	24.00	33.30	0.00	6.56
21	1	2024	24.10	34.90	0.00	9.29
22	1	2024	24.70	34.60	33.60	7.37
23	1	2024	25.30	34.20	0.00	7.56
24	1	2024	25.10	31.50	0.40	4.44
25	1	2024	24.50	29.20	18.40	3.89
26	1	2024	24.20	34.20	0.00	7.56
27	1	2024	21.00	31.40	140.40	4.64
28	1	2024	23.30	31.00	86.80	4.86
29	1	2024	23.60	31.00	21.20	5.55
30	1	2024	23.60	33.30	2.80	7.96
31	1	2024	23.20	33.80	0.00	7.44
1	2	2024	23.20	32.40	81.60	6.06
2	2	2024	23.30	29.40	6.40	4.08
3	2	2024	23.40	30.40	78.40	5.38
4	2	2024	23.00	33.90	0.00	8.10
5	2	2024	22.90	31.60	11.60	5.40
6	2	2024	23.50	33.20	2.00	8.02
7	2	2024	23.50	32.80	0.00	4.28
8	2	2024	23.54	32.82	0.00	0.58
9	2	2024	23.57	32.84	0.00	0.59
10	2	2024	23.61	32.86	0.00	0.59
11	2	2024	23.65	32.88	0.00	0.60
12	2	2024	23.68	32.90	0.00	0.61
13	2	2024	23.72	32.92	0.00	0.62
14	2	2024	23.75	32.94	0.00	0.63
15	2	2024	23.79	32.96	0.00	0.64
16	2	2024	23.83	32.98	0.00	0.65
17	2	2024	23.86	33.00	0.00	0.65
18	2	2024	23.90	33.02	0.00	0.66
19	2	2024	23.94	33.04	0.00	0.67
20	2	2024	23.97	33.06	0.00	0.68
21	2	2024	24.01	33.08	0.00	0.69
22	2	2024	24.05	33.10	0.00	0.70
23	2	2024	24.08	33.12	0.00	0.71
24	2	2024	24.12	33.14	0.00	0.72
25	2	2024	24.15	33.16	0.00	0.73
26	2	2024	24.19	33.18	0.00	0.74
27	2	2024	24.23	33.20	0.00	0.75
28	2	2024	24.26	33.22	0.00	0.76
29	2	2024	24.30	33.24	0.00	0.77
1	3	2024	24.34	33.26	0.00	0.78
2	3	2024	24.37	33.27	0.00	0.80
3	3	2024	24.41	33.29	0.00	0.81
4	3	2024	24.45	33.31	0.00	0.82
5	3	2024	24.48	33.33	0.00	0.83
6	3	2024	24.52	33.35	0.00	0.84
7	3	2024	24.55	33.37	0.00	0.85
8	3	2024	24.59	33.39	0.00	0.86
9	3	2024	24.63	33.41	0.00	0.87
10	3	2024	24.66	33.43	0.00	0.89
11	3	2024	24.70	33.45	0.00	0.90
12	3	2024	24.74	33.47	0.00	0.91
13	3	2024	24.77	33.49	0.00	0.92
14	3	2024	24.81	33.51	0.00	0.94
15	3	2024	24.85	33.53	0.00	0.95
16	3	2024	24.88	33.55	0.00	0.96
17	3	2024	24.92	33.57	0.00	0.97
18	3	2024	24.95	33.59	0.00	0.99
19	3	2024	24.99	33.61	0.00	1.00
20	3	2024	25.03	33.63	0.00	1.01
21	3	2024	25.06	33.65	0.00	1.02
22	3	2024	25.10	33.67	0.00	1.04
23	3	2024	25.14	33.69	0.00	1.05
24	3	2024	25.17	33.71	0.00	1.06
25	3	2024	25.21	33.73	0.00	1.08
26	3	2024	25.25	33.75	0.00	1.09
27	3	2024	25.28	33.77	0.00	1.11
28	3	2024	25.32	33.79	0.00	1.12
29	3	2024	25.35	33.81	0.00	1.13
30	3	2024	25.39	33.83	0.00	1.15
31	3	2024	25.43	33.85	0.00	1.16
1	4	2024	25.46	33.87	0.00	1.18
2	4	2024	25.50	33.89	0.00	1.19
3	4	2024	25.54	33.91	0.00	1.21
4	4	2024	25.57	33.93	0.00	1.22
5	4	2024	25.61	33.95	0.00	1.24
6	4	2024	25.65	33.97	0.00	1.25
7	4	2024	25.68	33.99	0.00	1.27
8	4	2024	25.72	34.01	0.00	1.28
9	4	2024	25.75	34.03	0.00	1.30
10	4	2024	25.79	34.05	0.00	1.31
11	4	2024	25.83	34.07	0.00	1.33
12	4	2024	25.86	34.09	0.00	1.34
13	4	2024	25.90	34.11	0.00	1.36
14	4	2024	25.94	34.13	0.00	1.38
15	4	2024	25.97	34.15	0.00	1.39
16	4	2024	26.01	34.17	0.00	1.41
17	4	2024	26.05	34.19	0.00	1.43
18	4	2024	26.08	34.20	0.00	1.44
19	4	2024	26.12	34.22	0.00	1.46
20	4	2024	26.15	34.24	0.00	1.48
21	4	2024	26.19	34.26	0.00	1.49
22	4	2024	26.23	34.28	0.00	1.51
23	4	2024	26.26	34.30	0.00	1.53
24	4	2024	26.30	34.32	0.00	1.54
25	4	2024	26.34	34.34	0.00	1.56
26	4	2024	26.37	34.36	0.00	1.58
27	4	2024	26.41	34.38	0.00	1.60
28	4	2024	26.45	34.40	0.00	1.61
29	4	2024	26.48	34.42	0.00	1.63
30	4	2024	26.52	34.44	0.00	1.65
1	5	2024	26.55	34.46	0.00	1.67
2	5	2024	26.59	34.48	0.00	1.69
3	5	2024	26.63	34.50	0.00	1.70
4	5	2024	26.66	34.52	0.00	1.72
5	5	2024	26.70	34.54	0.00	1.74
6	5	2024	26.74	34.56	0.00	1.76
7	5	2024	26.77	34.58	0.00	1.78
8	5	2024	26.81	34.60	0.00	1.97
9	5	2024	26.85	34.62	0.00	2.30
10	5	2024	26.88	34.64	0.00	2.28
11	5	2024	26.92	34.66	0.00	3.15
12	5	2024	26.95	34.68	0.00	8.10
13	5	2024	26.99	34.70	6.00	6.89
14	5	2024	27.03	34.72	0.00	7.58
15	5	2024	27.06	34.74	0.00	7.56
16	5	2024	27.10	34.76	0.00	6.69
17	5	2024	27.14	34.78	0.00	7.71
18	5	2024	27.17	34.80	0.00	7.26
19	5	2024	27.21	34.82	0.00	6.82
20	5	2024	27.25	34.84	31.60	6.96
21	5	2024	27.28	34.86	0.00	6.38
22	5	2024	27.32	34.88	0.00	7.93
23	5	2024	27.35	34.90	0.00	7.32
24	5	2024	27.39	34.92	0.00	7.76
25	5	2024	27.43	34.94	0.00	7.70
26	5	2024	27.46	34.96	0.00	7.17
27	5	2024	27.50	34.98	0.00	7.32
28	5	2024	27.54	35.00	0.00	7.54
29	5	2024	27.57	35.02	0.00	7.85
30	5	2024	27.61	35.04	0.00	6.90
31	5	2024	27.65	35.06	0.00	7.08
1	6	2024	27.68	35.08	0.00	7.29
2	6	2024	27.72	35.10	0.00	7.91
3	6	2024	27.75	35.11	0.00	6.73
4	6	2024	27.79	35.13	0.00	7.42
5	6	2024	27.83	35.15	0.00	7.75
6	6	2024	27.86	35.17	0.00	6.98
7	6	2024	27.90	35.19	0.00	7.73
8	6	2024	27.94	35.21	0.00	7.21
9	6	2024	27.97	35.23	0.00	7.69
10	6	2024	28.01	35.25	0.00	7.83
11	6	2024	28.05	35.27	0.00	7.70
12	6	2024	28.08	35.29	0.00	7.88
13	6	2024	28.12	35.31	0.00	7.48
14	6	2024	28.15	35.33	0.00	7.83
15	6	2024	28.19	35.35	0.00	7.86
16	6	2024	28.23	35.37	0.00	7.17
17	6	2024	28.26	35.39	0.00	7.55
18	6	2024	28.30	35.41	0.00	8.00
19	6	2024	28.34	35.43	0.00	7.85
20	6	2024	28.37	35.45	0.00	7.95
21	6	2024	28.41	35.47	0.00	7.84
22	6	2024	28.45	35.49	0.00	7.90
23	6	2024	28.48	35.51	0.00	7.49
24	6	2024	28.52	35.53	0.80	7.10
25	6	2024	28.55	35.55	0.00	7.57
26	6	2024	28.59	35.57	0.00	7.62
27	6	2024	28.63	35.59	0.00	7.53
28	6	2024	28.66	35.61	0.00	7.45
29	6	2024	28.70	35.63	0.00	8.00
30	6	2024	28.74	35.65	0.40	7.05
1	7	2024	28.77	35.67	0.00	7.35
2	7	2024	28.81	35.69	0.00	7.55
3	7	2024	28.85	35.71	0.00	8.20
4	7	2024	28.88	35.73	0.00	8.17
5	7	2024	28.92	35.75	0.00	8.14
6	7	2024	28.95	35.77	0.00	7.42
7	7	2024	28.99	35.79	0.00	7.03
8	7	2024	29.03	35.81	1.60	6.88
9	7	2024	29.06	35.83	0.00	7.91
10	7	2024	29.10	35.85	0.00	7.84
11	7	2024	29.14	35.87	0.00	7.70
12	7	2024	29.17	35.89	0.00	8.40
13	7	2024	29.21	35.91	0.00	7.86
14	7	2024	29.25	35.93	0.00	8.16
15	7	2024	29.28	35.95	0.00	8.29
16	7	2024	29.32	35.97	0.00	8.12
17	7	2024	29.35	35.99	0.00	8.51
18	7	2024	29.39	36.01	0.00	7.89
19	7	2024	29.43	36.03	0.00	8.10
20	7	2024	29.46	36.04	0.00	8.10
21	7	2024	29.50	36.06	0.00	8.50
22	7	2024	29.54	36.08	0.00	8.56
23	7	2024	29.57	36.10	0.00	8.66
24	7	2024	29.61	36.12	0.00	8.46
25	7	2024	29.65	36.14	0.00	8.73
26	7	2024	29.68	36.16	0.00	8.71
27	7	2024	29.72	36.18	0.00	8.60
28	7	2024	29.75	36.20	0.00	8.96
29	7	2024	29.79	36.22	0.00	8.76
30	7	2024	29.83	36.24	0.00	9.03
31	7	2024	29.86	36.26	0.00	9.00
1	8	2024	29.90	36.28	0.00	8.76
2	8	2024	29.94	36.30	0.00	9.03
3	8	2024	29.97	36.32	0.00	5.31
4	8	2024	30.01	36.34	0.00	4.23
5	8	2024	30.05	36.36	0.00	9.41
6	8	2024	30.08	36.38	0.00	3.99
7	8	2024	30.12	36.40	0.00	9.05
8	8	2024	30.15	36.42	0.00	9.36
9	8	2024	30.19	36.44	0.00	9.28
10	8	2024	30.23	36.46	0.00	9.44
11	8	2024	30.26	36.48	0.00	8.72
12	8	2024	30.30	36.50	3.20	8.16
13	8	2024	23.30	36.60	0.00	8.37
14	8	2024	22.90	33.40	3.20	5.82
15	8	2024	21.10	36.40	0.00	8.48
16	8	2024	18.60	37.10	0.00	8.66
17	8	2024	18.50	37.20	0.00	8.63
18	8	2024	19.90	37.20	0.00	8.55
19	8	2024	21.00	36.80	0.00	8.93
20	8	2024	19.30	37.40	0.00	8.93
21	8	2024	19.90	37.20	0.00	9.35
22	8	2024	20.50	37.10	0.00	9.30
23	8	2024	20.80	36.00	0.00	8.89
24	8	2024	20.20	36.30	0.00	8.24
25	8	2024	20.10	38.70	0.00	8.59
26	8	2024	19.50	38.60	0.00	8.47
27	8	2024	23.10	37.20	0.00	9.00
28	8	2024	22.20	38.30	0.00	10.40
29	8	2024	18.10	37.20	0.00	10.08
30	8	2024	18.60	37.00	0.00	9.80
31	8	2024	19.40	37.50	0.00	9.98
1	9	2024	18.00	37.90	0.00	10.15
2	9	2024	17.50	37.60	0.00	9.60
3	9	2024	18.90	38.20	0.00	9.39
4	9	2024	20.40	37.30	0.00	9.35
5	9	2024	19.60	38.20	0.00	10.19
6	9	2024	19.60	37.60	0.00	9.66
7	9	2024	20.80	37.90	0.00	10.12
8	9	2024	21.70	38.30	0.00	10.40
9	9	2024	21.10	38.20	0.00	10.38
10	9	2024	19.50	38.80	0.00	9.99
11	9	2024	20.30	38.50	0.00	9.88
12	9	2024	21.20	38.30	0.00	10.10
13	9	2024	21.30	37.40	0.00	10.38
14	9	2024	21.90	38.30	0.00	10.22
15	9	2024	22.40	38.80	0.00	10.19
16	9	2024	22.50	39.20	0.00	10.11
17	9	2024	22.20	39.20	0.00	10.28
18	9	2024	25.20	38.80	0.00	11.26
19	9	2024	23.90	38.40	0.00	10.55
20	9	2024	23.30	38.90	0.00	10.50
21	9	2024	23.20	38.60	0.00	10.14
22	9	2024	24.30	38.80	0.00	10.24
23	9	2024	25.70	38.10	0.00	10.21
24	9	2024	25.30	38.70	0.00	8.86
25	9	2024	24.50	36.40	0.00	9.06
26	9	2024	22.90	36.50	0.00	9.15
27	9	2024	22.90	37.60	0.00	9.48
28	9	2024	25.00	35.50	0.00	9.34
29	9	2024	24.50	37.60	0.00	10.59
30	9	2024	26.30	37.70	0.00	10.70
1	10	2024	26.20	35.80	0.40	8.30
2	10	2024	24.40	37.60	0.00	8.11
3	10	2024	22.40	39.20	0.00	10.73
4	10	2024	25.90	39.40	0.00	11.16
5	10	2024	27.10	38.80	0.00	11.08
6	10	2024	26.70	36.20	0.00	9.63
7	10	2024	25.10	36.20	0.00	8.20
8	10	2024	24.40	36.40	0.00	10.21
9	10	2024	24.20	39.30	0.00	11.28
10	10	2024	26.30	38.80	0.00	11.86
11	10	2024	26.90	35.10	0.00	8.75
12	10	2024	24.20	38.40	0.00	9.45
13	10	2024	24.90	38.50	0.00	9.86
14	10	2024	25.60	38.40	0.00	9.76
15	10	2024	23.20	35.60	4.80	8.96
16	10	2024	25.50	33.30	0.00	6.49
17	10	2024	24.20	36.40	0.00	9.42
18	10	2024	22.80	32.10	52.80	5.60
19	10	2024	23.80	36.50	0.00	9.15
20	10	2024	25.50	34.40	0.00	7.08
21	10	2024	24.60	36.80	4.80	7.43
22	10	2024	24.30	35.80	1.20	8.18
23	10	2024	24.60	36.60	0.00	9.16
24	10	2024	25.10	38.40	0.00	10.13
25	10	2024	26.50	35.60	0.00	9.05
26	10	2024	24.10	35.60	0.00	8.80
27	10	2024	25.30	35.40	0.00	8.80
28	10	2024	24.50	36.70	0.00	9.52
29	10	2024	24.50	35.50	0.00	8.66
30	10	2024	25.30	35.50	0.00	8.99
31	10	2024	26.00	34.30	0.00	7.47
1	11	2024	24.00	37.70	0.00	9.35
2	11	2024	24.30	37.00	2.80	8.20
3	11	2024	26.10	38.70	0.00	10.16
4	11	2024	26.20	36.70	0.00	9.68
5	11	2024	26.10	34.80	0.00	7.50
6	11	2024	24.20	37.30	0.00	8.44
7	11	2024	26.70	34.40	0.00	7.25
8	11	2024	25.50	37.80	0.00	8.86
9	11	2024	24.50	37.80	0.00	9.95
10	11	2024	23.90	37.90	0.00	9.64
11	11	2024	23.40	30.90	50.00	3.36
12	11	2024	23.70	34.90	0.00	8.88
13	11	2024	23.80	33.40	0.00	5.75
14	11	2024	23.40	34.30	2.80	7.24
15	11	2024	22.30	34.90	29.60	8.25
16	11	2024	24.30	35.10	0.00	9.18
17	11	2024	23.40	35.30	3.60	9.37
18	11	2024	25.20	35.80	14.80	8.13
19	11	2024	24.90	32.40	0.00	6.04
20	11	2024	24.40	35.20	0.00	8.51
21	11	2024	23.90	34.70	34.80	7.96
22	11	2024	23.50	34.40	2.80	8.64
23	11	2024	24.40	34.60	0.00	8.37
24	11	2024	24.70	35.10	0.00	8.96
25	11	2024	25.30	33.40	0.00	7.00
26	11	2024	24.20	35.70	14.80	8.45
27	11	2024	23.90	36.00	0.00	9.53
28	11	2024	23.80	35.90	0.00	7.99
29	11	2024	23.90	35.00	0.00	7.65
30	11	2024	24.70	31.80	0.00	2.78
1	12	2024	25.00	33.70	0.00	4.49
2	12	2024	24.90	33.57	0.00	2.46
3	12	2024	24.80	33.43	0.00	2.27
4	12	2024	24.70	33.30	1.60	6.15
5	12	2024	21.40	28.40	62.00	2.11
6	12	2024	23.20	33.30	24.80	5.79
7	12	2024	29.10	35.90	0.00	7.51
8	12	2024	21.40	33.50	1.20	7.16
9	12	2024	23.50	34.20	0.40	8.16
10	12	2024	25.60	34.20	0.00	7.58
11	12	2024	23.00	34.50	14.80	8.01
12	12	2024	23.10	34.30	1.60	8.18
13	12	2024	23.60	31.60	0.00	4.96
14	12	2024	23.00	33.50	0.80	6.29
15	12	2024	22.90	34.10	1.20	6.68
16	12	2024	24.40	27.40	0.00	1.26
17	12	2024	24.26	27.81	0.00	1.26
18	12	2024	24.12	28.21	0.00	1.27
19	12	2024	23.99	28.62	0.00	1.28
20	12	2024	23.85	29.02	0.00	1.29
21	12	2024	23.71	29.43	0.00	1.29
22	12	2024	23.58	29.84	0.00	1.30
23	12	2024	23.44	30.24	0.00	1.31
24	12	2024	23.30	30.65	0.00	1.32
25	12	2024	23.16	31.06	0.00	1.33
26	12	2024	23.02	31.46	0.00	1.33
27	12	2024	22.89	31.87	0.00	1.34
28	12	2024	22.75	32.28	0.00	1.35
29	12	2024	22.61	32.68	0.00	1.36
30	12	2024	22.48	33.09	0.00	1.37
31	12	2024	22.34	33.49	0.00	1.38
1	1	2025	22.20	33.90	0.40	8.21
2	1	2025	22.70	33.00	1.60	6.97
3	1	2025	21.80	30.80	0.80	5.34
4	1	2025	22.20	32.40	0.40	5.85
5	1	2025	23.70	32.30	0.40	6.77
6	1	2025	23.10	30.30	0.40	4.97
7	1	2025	22.00	30.30	0.40	5.03
8	1	2025	22.60	31.40	0.80	5.07
9	1	2025	22.70	30.10	0.40	4.77
10	1	2025	22.90	31.50	0.40	4.96
11	1	2025	24.40	33.20	0.40	6.14
12	1	2025	24.30	30.30	0.80	4.13
13	1	2025	23.50	32.80	0.40	6.28
14	1	2025	23.30	27.40	0.40	3.17
15	1	2025	22.50	29.10	0.40	4.80
16	1	2025	22.90	30.70	0.40	5.59
17	1	2025	23.30	32.90	0.80	6.44
18	1	2025	23.00	27.60	0.40	3.24
19	1	2025	23.30	32.10	0.40	7.64
20	1	2025	23.00	31.90	0.40	6.31
21	1	2025	22.80	30.50	0.40	5.48
22	1	2025	24.00	33.90	0.40	7.65
23	1	2025	22.90	32.90	0.40	8.22
24	1	2025	24.00	30.60	0.40	5.10
25	1	2025	23.10	32.50	0.40	6.53
26	1	2025	23.10	34.40	0.40	8.73
27	1	2025	21.80	33.10	0.40	8.55
28	1	2025	24.70	33.80	0.40	7.76
29	1	2025	22.00	31.00	0.40	4.55
30	1	2025	22.30	32.30	0.80	7.31
31	1	2025	23.40	31.70	0.40	5.42
1	2	2025	22.80	27.80	0.40	3.07
2	2	2025	22.20	32.40	0.40	6.33
3	2	2025	21.70	33.10	0.40	6.90
4	2	2025	23.60	29.90	0.80	4.25
5	2	2025	24.50	33.90	0.40	9.19
6	2	2025	24.40	33.00	0.40	7.81
7	2	2025	24.00	32.10	0.40	5.39
8	2	2025	24.50	31.00	0.00	4.60
9	2	2025	23.00	30.10	0.40	4.18
10	2	2025	21.80	29.80	0.40	4.30
11	2	2025	22.70	32.20	0.40	6.84
12	2	2025	22.60	32.30	0.40	5.73
13	2	2025	22.70	32.60	0.40	7.28
14	2	2025	22.70	33.10	0.40	7.88
15	2	2025	23.20	30.30	0.40	5.30
16	2	2025	22.00	29.90	0.40	3.79
17	2	2025	22.40	29.10	0.40	4.48
18	2	2025	23.30	32.70	0.40	6.72
19	2	2025	23.30	33.20	0.40	7.70
20	2	2025	24.30	32.00	0.40	6.74
21	2	2025	24.10	32.70	0.00	6.49
22	2	2025	22.60	32.30	0.40	7.87
23	2	2025	24.60	33.00	0.40	7.24
24	2	2025	24.90	31.70	0.00	5.22
25	2	2025	22.80	32.00	0.40	6.40
26	2	2025	24.30	32.10	0.40	6.99
27	2	2025	23.10	29.50	0.00	4.90
28	2	2025	23.80	31.30	0.40	5.91
1	3	2025	23.50	32.00	0.00	6.10
2	3	2025	23.60	31.50	0.00	7.11
3	3	2025	23.10	32.80	0.00	7.49
4	3	2025	23.60	32.60	0.00	5.83
5	3	2025	23.70	31.20	0.00	5.11
6	3	2025	22.90	29.30	0.00	4.68
7	3	2025	23.30	33.40	0.00	7.27
8	3	2025	23.50	33.10	0.00	6.90
9	3	2025	23.20	31.30	0.00	5.28
10	3	2025	23.20	32.30	0.00	6.13
11	3	2025	22.10	30.70	0.00	4.88
12	3	2025	22.70	30.80	0.00	5.41
13	3	2025	23.20	32.60	0.00	6.37
14	3	2025	23.20	32.30	0.00	7.64
15	3	2025	23.00	33.90	0.00	7.91
16	3	2025	23.80	32.90	0.00	8.38
17	3	2025	24.20	30.60	0.00	6.19
18	3	2025	23.10	32.60	0.00	7.03
19	3	2025	24.10	34.00	0.00	8.62
20	3	2025	22.80	32.20	0.00	6.93
21	3	2025	22.50	30.30	0.00	4.69
22	3	2025	23.20	33.50	0.00	8.09
23	3	2025	23.80	32.70	0.00	5.51
24	3	2025	24.10	33.80	0.00	7.60
25	3	2025	23.40	34.40	0.00	9.27
26	3	2025	24.40	33.60	0.00	7.44
27	3	2025	23.80	33.70	0.00	7.27
28	3	2025	23.40	31.60	0.00	6.60
29	3	2025	23.20	33.50	0.00	6.75
30	3	2025	23.80	33.20	0.00	7.46
31	3	2025	23.40	33.30	0.00	7.37
1	4	2025	22.70	33.60	0.00	7.64
2	4	2025	23.70	34.10	0.00	7.10
3	4	2025	23.40	34.00	0.00	8.20
4	4	2025	24.80	33.80	0.00	6.14
5	4	2025	23.20	32.70	0.00	6.42
6	4	2025	22.80	33.70	0.00	5.95
7	4	2025	23.00	31.30	0.00	3.91
8	4	2025	23.20	34.20	0.00	8.28
9	4	2025	24.30	32.00	0.00	6.19
10	4	2025	24.40	32.10	0.00	5.99
11	4	2025	23.90	32.80	0.00	6.49
12	4	2025	23.90	33.60	0.00	7.18
13	4	2025	24.60	31.80	0.00	5.71
14	4	2025	23.70	32.60	0.00	5.30
15	4	2025	23.70	33.60	0.00	7.18
16	4	2025	23.00	33.30	0.00	7.04
17	4	2025	23.10	34.50	0.00	7.85
18	4	2025	22.80	34.50	0.00	8.94
19	4	2025	22.90	34.10	0.00	7.65
20	4	2025	23.00	33.70	0.00	7.89
21	4	2025	23.60	32.90	0.00	6.99
22	4	2025	23.90	32.30	0.00	6.52
23	4	2025	22.10	31.00	0.00	4.85
24	4	2025	23.60	34.20	0.00	8.23
25	4	2025	23.80	33.60	0.00	7.22
26	4	2025	24.00	34.00	0.00	7.89
27	4	2025	24.10	33.90	0.00	6.03
28	4	2025	23.70	33.70	0.00	6.89
29	4	2025	23.50	33.10	0.00	5.51
30	4	2025	23.10	34.10	0.00	7.72
1	5	2025	23.00	34.00	0.00	7.42
2	5	2025	23.40	33.70	0.00	7.07
3	5	2025	22.30	33.90	0.00	7.71
4	5	2025	22.00	34.60	0.00	7.66
5	5	2025	22.80	34.10	0.00	7.10
6	5	2025	23.00	33.80	0.00	6.75
7	5	2025	22.20	34.00	0.00	7.00
8	5	2025	22.60	34.90	0.00	7.50
9	5	2025	22.10	34.00	0.00	6.39
10	5	2025	23.10	33.70	0.00	6.84
11	5	2025	22.90	32.60	0.00	5.85
12	5	2025	22.70	33.40	0.00	6.18
13	5	2025	23.20	33.20	0.00	6.85
14	5	2025	23.10	33.70	0.00	6.87
15	5	2025	23.00	34.20	0.00	6.45
16	5	2025	23.20	33.60	0.00	6.01
17	5	2025	21.90	32.60	0.00	6.01
18	5	2025	22.40	34.10	0.00	6.83
19	5	2025	22.30	34.50	0.00	7.02
20	5	2025	23.00	34.10	0.00	7.22
21	5	2025	23.80	34.30	0.00	6.12
22	5	2025	23.10	31.70	0.00	5.76
23	5	2025	23.50	35.00	0.00	7.22
24	5	2025	23.10	33.40	0.00	6.13
25	5	2025	23.30	34.40	0.00	7.03
26	5	2025	22.90	34.80	0.00	7.72
27	5	2025	21.60	34.30	0.00	7.43
28	5	2025	20.80	34.70	0.00	7.51
29	5	2025	21.50	34.10	0.00	6.85
30	5	2025	22.00	34.80	0.00	6.28
31	5	2025	22.50	33.40	0.00	6.77
1	6	2025	22.00	34.00	0.00	6.65
2	6	2025	22.80	34.10	0.00	6.33
3	6	2025	20.90	33.80	0.00	6.63
4	6	2025	21.80	32.50	0.00	6.03
5	6	2025	21.40	34.00	0.00	6.90
6	6	2025	21.80	35.00	0.00	6.78
7	6	2025	22.10	35.40	0.00	7.11
8	6	2025	22.30	34.80	0.00	6.66
9	6	2025	22.20	33.40	0.00	6.60
10	6	2025	21.30	34.30	0.00	6.99
11	6	2025	23.00	33.40	0.00	5.30
12	6	2025	24.60	32.50	0.00	5.40
13	6	2025	24.20	33.10	0.00	5.52
14	6	2025	23.80	33.10	0.00	8.46
15	6	2025	21.90	33.00	0.00	7.81
16	6	2025	22.90	34.40	0.00	8.10
17	6	2025	22.00	34.60	0.00	7.50
18	6	2025	22.10	34.40	0.00	8.39
19	6	2025	22.30	34.80	0.00	9.51
20	6	2025	21.40	34.50	0.00	9.10
21	6	2025	23.00	34.20	0.00	7.95
22	6	2025	22.80	34.30	0.00	7.68
23	6	2025	22.90	35.10	0.00	7.80
24	6	2025	23.90	35.10	0.00	7.97
25	6	2025	21.00	33.90	0.00	7.52
26	6	2025	23.50	33.60	0.00	6.27
27	6	2025	22.30	34.70	0.00	7.83
28	6	2025	21.50	34.60	0.00	7.37
29	6	2025	22.40	34.20	0.00	6.53
30	6	2025	23.10	33.70	0.00	5.86
1	7	2025	21.50	34.50	0.00	6.96
2	7	2025	21.60	34.00	0.00	7.30
3	7	2025	23.80	34.80	0.00	8.69
4	7	2025	21.00	34.60	0.00	8.02
5	7	2025	20.30	34.90	0.00	5.89
6	7	2025	19.30	36.10	0.00	6.79
7	7	2025	19.00	35.90	0.00	6.76
8	7	2025	20.10	35.60	0.00	6.84
9	7	2025	20.40	35.10	0.00	6.61
10	7	2025	20.60	36.20	0.00	7.41
11	7	2025	19.90	36.00	0.00	7.12
12	7	2025	22.00	36.50	0.00	7.17
13	7	2025	21.40	35.70	0.00	7.23
14	7	2025	18.50	35.10	0.00	7.04
15	7	2025	18.90	34.60	0.00	5.73
16	7	2025	19.00	35.30	0.00	6.21
17	7	2025	19.10	36.10	0.00	7.21
18	7	2025	17.10	35.70	0.00	7.54
19	7	2025	19.80	35.30	0.00	6.70
20	7	2025	21.30	36.20	0.00	6.50
21	7	2025	21.20	35.80	0.00	7.16
22	7	2025	23.20	34.50	0.00	8.05
23	7	2025	20.80	35.10	0.00	7.66
24	7	2025	25.30	35.70	0.00	8.99
25	7	2025	26.30	35.00	0.00	8.13
26	7	2025	25.90	35.30	0.00	9.67
27	7	2025	26.80	36.10	0.00	10.35
28	7	2025	19.30	37.00	0.00	9.56
29	7	2025	25.40	36.90	0.00	8.63
30	7	2025	26.90	36.00	0.00	8.24
31	7	2025	26.10	34.50	0.00	8.53
1	8	2025	22.40	30.70	0.00	5.92
2	8	2025	24.40	34.30	0.00	9.05
3	8	2025	22.20	35.50	0.00	9.98
4	8	2025	21.00	35.80	0.00	10.41
5	8	2025	22.10	36.80	0.00	10.01
6	8	2025	21.80	35.90	0.00	8.75
7	8	2025	26.30	36.10	0.00	7.56
8	8	2025	24.60	35.10	0.00	7.97
