ID,Raio,Regras_Finais,R2
1,0.027000238067876388,136,0.694984384897712
2,0.08294731093347611,94,0.6986826513917997
3,0.14491298375934986,56,0.5701797870947656
4,0.03807591483494648,128,0.7130004792538706
5,0.18622059902323723,43,0.5818495319164062
6,0.1062900612795878,75,0.6149829631955201
7,0.18690301357837694,43,0.5818495319164062
8,0.16109274565611673,51,0.6187786761632454
9,0.17867544192305576,43,0.5672627035516622
10,0.14851977196184826,53,0.5840846642324117
11,0.18352220441889738,43,0.5818495319164062
12,0.1927486761495662,42,0.5837653033789649
13,0.06115541638052612,110,0.699047371064693
14,0.12095253738853631,66,0.6221248710751519
15,0.1787296946683016,43,0.5672627035516622
16,0.17393556450865796,45,0.5946410539457869
17,0.03289304236106678,133,0.6939875464097314
18,0.047013006209208966,117,0.7335123688510437
19,0.1122090509671971,73,0.6187718657059849
20,0.12989142793114167,61,0.6245601347301901
21,0.023383143965768988,140,0.7082126833736528
22,0.10772523105139674,75,0.6149829631955201
23,0.11187335344372423,73,0.6187718657059849
24,0.12089995910335861,66,0.6221248710751519
25,0.04791673026351811,117,0.7335099117836767
26,0.18142258813419207,42,0.5697575901029411
27,0.16270994214566487,50,0.6127924254956335
28,0.16738279848411952,47,0.6184767427415081
29,0.1431769652906953,56,0.5721626648800666
30,0.03493784193663401,130,0.6988412206295739
31,0.11007634231635345,73,0.6187718657059849
32,0.08200671409849795,94,0.6986739247658696
33,0.0789066798712324,98,0.7104087270820894
34,0.09722132914204487,81,0.6585316107411565
35,0.017072110994171823,149,0.718327508929218
36,0.06392772488506913,107,0.7062865475806268
37,0.05675532720969264,113,0.7117583404602388
38,0.1486287184143887,53,0.5840846642324117
39,0.19628403790870083,42,0.5837653033789649
40,0.05389335575054596,114,0.7284787365918892
41,0.10211037512898567,79,0.612024823701671
42,0.14324990379349262,56,0.5721626648800666
43,0.03983773972544112,126,0.709032390298147
44,0.12881022335308542,62,0.623006258591377
45,0.06428310900539926,107,0.7062819200370647
46,0.06052572589357929,113,0.7110929817508336
47,0.13266170969071,60,0.62586716037214
48,0.18842951536967306,43,0.5818495319164062
49,0.16489091721557125,48,0.6171306620431716
50,0.19006293348104286,42,0.5837653033789649
51,0.11521485825004227,71,0.6212146729125583
52,0.19911566966281186,41,0.6003836040522224
53,0.09690395699604457,81,0.6585316107411565
54,0.07544520598367015,102,0.7170575076764785
55,0.16135712038987945,51,0.6187786761632454
56,0.02995180221075009,133,0.6933792912782744
57,0.10383880836176904,77,0.6120821620748891
58,0.19377681420648843,42,0.5837653033789649
59,0.11153025356734562,73,0.6187718657059849
60,0.19259450251457125,42,0.5837653033789649
61,0.060698883287532375,113,0.7110929817508336
62,0.13093724919644198,61,0.6245601347301901
63,0.09196616659853443,86,0.663863706405808
64,0.08150581386373602,94,0.7187126093943859
65,0.042180492140965885,122,0.7141236220345686
66,0.180048289232285,42,0.5697575901029411
67,0.11157569791580903,73,0.6187718657059849
68,0.06454287288235802,107,0.7062819200370647
69,0.10949653232302009,73,0.6188022726721798
70,0.1567437307650222,52,0.6168763393100989
71,0.05073166256011537,116,0.7243205409565598
72,0.05969976246670064,113,0.7102095120752663
73,0.13892513659443695,58,0.6178134117536658
74,0.15988494675078105,51,0.6185959636559417
75,0.09537684720872941,83,0.6561798292026455
76,0.1627440680698205,50,0.6127924254956335
77,0.0716120687148122,105,0.6975882065448284
78,0.04296894247167837,120,0.7122179191571087
79,0.016860746575415198,149,0.718327508929218
80,0.05160020607280325,115,0.7246397730249945
81,0.1622539147218371,50,0.6127924254956335
82,0.04718921348407651,117,0.7335123688510437
83,0.1991851492532258,41,0.6003836040522224
84,0.1958941407484192,42,0.5837653033789649
85,0.19986092364665686,41,0.6003836040522224
86,0.09139449090826184,87,0.6630527188639405
87,0.07355190653878042,104,0.6979821574278546
88,0.07842315495324802,99,0.7098479402245592
89,0.10334688601591234,78,0.6107618902659666
90,0.07912837484776677,98,0.7104087270820894
91,0.020396664146482876,146,0.7133495038401267
92,0.06189322885495346,109,0.699464495054768
93,0.06734749926395242,104,0.6927416700063466
94,0.18526113520376702,43,0.5818495319164062
95,0.13751793881680527,58,0.6178134117536658
96,0.01502780607150844,152,0.7161014581807219
97,0.17051196377219566,47,0.6184767427415081
98,0.1193398503866082,66,0.6245979848435963
99,0.08161550133597989,94,0.7187126093943859
100,0.03943065517359978,127,0.7116847801759558
101,0.10765833594802951,75,0.6149829631955201
102,0.17993781035783554,42,0.5697575901029411
103,0.1926837163603855,42,0.5837653033789649
104,0.1227617332550358,66,0.6221248710751519
105,0.011215764356429759,155,0.7194515491149593
106,0.17220816190543545,46,0.6210660675305522
107,0.03971100623022987,127,0.7116847801759558
108,0.16652222955780824,46,0.621275410226778
109,0.10547359401300938,75,0.6150836731337483
110,0.1890330413626589,42,0.5836805540394459
111,0.1337249171060088,60,0.62586716037214
112,0.17919253211415956,42,0.5697264305504636
113,0.08783359351796659,90,0.6306520615885102
114,0.05259823579491556,115,0.7280765988751409
115,0.059040802215503174,113,0.7102095120752663
116,0.144162088392091,56,0.5701797870947656
117,0.07792903223266982,99,0.7098479402245592
118,0.18677363668866567,43,0.5818495319164062
119,0.14751529152672882,53,0.5840846642324117
120,0.04522322296213829,118,0.732945821345285
121,0.16790793203191606,47,0.6184767427415081
122,0.10893578970606649,73,0.6188022726721798
123,0.06047088478201506,113,0.7110929817508336
124,0.05119839614650482,115,0.7246397730249945
125,0.15159137403163275,55,0.6187232847822879
126,0.11173216852977365,73,0.6187718657059849
127,0.0434642666767015,120,0.7122179191571087
128,0.1749423007331137,45,0.5946410539457869
129,0.04557999180037358,118,0.732945821345285
130,0.17600226033078864,44,0.6096402330467348
131,0.023757418671289082,140,0.7082126833736528
132,0.16184318725185037,51,0.6187786761632454
133,0.10477901190573664,75,0.6150836731337483
134,0.12143728017245778,66,0.6221248710751519
135,0.05945186582240311,113,0.7102095120752663
136,0.048037044760137815,117,0.7335099117836767
137,0.15617918940245873,53,0.6154341318848116
138,0.13171527637452513,61,0.6245601347301901
139,0.18441508617246144,43,0.5818495319164062
140,0.17544792111355692,45,0.5946410539457869
141,0.13933929431975062,58,0.6178134117536658
142,0.19866224665111543,42,0.5837653033789649
143,0.04781334872026478,117,0.7335099117836767
144,0.07923785625545135,98,0.7104087270820894
145,0.04788278107485732,117,0.7335099117836767
146,0.1586450448407564,51,0.6185959636559417
147,0.09881966473536291,81,0.6586554360897947
148,0.024430833523306474,139,0.7071035155767442
149,0.17635442052012074,43,0.5728112065367125
150,0.14953992024068988,53,0.5840846642324117
151,0.0838611550531409,93,0.6993629982643456
152,0.19166071262450635,42,0.5837653033789649
153,0.012745561384443887,155,0.7207313798941817
154,0.02245636966066157,140,0.7106520112844753
155,0.022516510346556082,140,0.7106520112844753
156,0.11596591499453805,70,0.6229791458491767
157,0.1577313990487218,51,0.6185959636559417
158,0.12523744580472151,66,0.6221248710751519
159,0.10513346395700342,75,0.6150836731337483
160,0.01959748374833343,147,0.7131418984429074
161,0.09268169571892104,85,0.652981554518774
162,0.13667411130147544,59,0.6122561629639196
163,0.17657257103164012,43,0.5728112065367125
164,0.06976982763473329,104,0.6980052873003983
165,0.026444672162872405,138,0.7044900983670019
166,0.15357234542616266,54,0.6139057961145525
167,0.09738948144618559,81,0.6585316107411565
168,0.1644109296265493,50,0.6127536825209697
169,0.014388873576595018,155,0.7212961514568218
170,0.11659436894940589,70,0.6229791458491767
171,0.10506036318240713,75,0.6150836731337483
172,0.11220334290841333,73,0.6187718657059849
173,0.10426538723603768,76,0.6130413249629864
174,0.1266435028373984,65,0.614813494896141
175,0.10568862388012619,75,0.6150836731337483
176,0.14465937191232559,56,0.5701797870947656
177,0.13013863581010376,61,0.6245601347301901
178,0.07752757167763552,100,0.713186565675854
179,0.12933966635959923,62,0.623006258591377
180,0.08386991230530338,93,0.6993629982643456
181,0.1598963650797555,51,0.6185959636559417
182,0.16412978141626938,50,0.6127784339338531
183,0.027345553555073517,136,0.694984384897712
184,0.03686750110001776,129,0.7155623208849096
185,0.10894835970079765,73,0.6188022726721798
186,0.1666552586422809,46,0.621275410226778
187,0.013007241539072838,155,0.7207313798941817
188,0.0568509131046428,113,0.7117583404602388
189,0.16924881098583416,47,0.6184767427415081
190,0.09650055253021182,82,0.6573820906003804
191,0.10382489702984798,77,0.6120821620748891
192,0.058730125247838424,113,0.7102095120752663
193,0.12796505032703553,63,0.6211153615870538
194,0.09402674000048301,83,0.6561798292026455
195,0.018555281479860075,148,0.7128827960776011
196,0.026301422521710298,138,0.7044900983670019
197,0.1836461645172814,43,0.5818495319164062
198,0.17883192972936024,43,0.5672627035516622
199,0.0572567635726404,113,0.7117583404602388
200,0.09842231387706504,81,0.6586554360897947
201,0.03586013932218563,129,0.7155623208849096
202,0.056638958200242014,113,0.7117583404602388
203,0.18876130062296306,42,0.5836805540394459
204,0.053025883520727145,114,0.7284787365918892
205,0.1674135597207907,47,0.6184767427415081
206,0.08450514514446578,91,0.7010512957813584
207,0.19298063908904003,42,0.5837653033789649
208,0.033844913038107584,131,0.6947927094882991
209,0.14985157188538506,53,0.5840846642324117
210,0.10256909596752209,79,0.612024823701671
211,0.16982189023939773,47,0.6184767427415081
212,0.08517137783859904,90,0.7017030636243514
213,0.10397962338387029,76,0.6130413249629864
214,0.17566604812610387,45,0.5946410539457869
215,0.06054336174300874,113,0.7110929817508336
216,0.07616452698144204,102,0.7170575076764785
217,0.13997385248581617,58,0.6178134117536658
218,0.11510650047030449,71,0.6212146729125583
219,0.10210601249338035,79,0.612024823701671
220,0.04041434125417484,125,0.709319556264676
221,0.14050578933383348,58,0.6178134117536658
222,0.08562920961725401,90,0.7017030636243514
223,0.15805954802472164,51,0.6185959636559417
224,0.17923962717780056,42,0.5697264305504636
225,0.19146585719771156,42,0.5837653033789649
226,0.05813230967191438,113,0.711761003570461
227,0.1890991335480487,42,0.5836805540394459
228,0.11105556738574414,73,0.6187718657059849
229,0.08695449649341226,88,0.6326599730882476
230,0.04935150185510594,116,0.7243205409565598
231,0.01660482857295109,149,0.718327508929218
232,0.15079069930870995,54,0.5824603582280776
233,0.15743149861291783,52,0.6166488649423296
234,0.18620603488701354,43,0.5818495319164062
235,0.016907484804599353,149,0.718327508929218
236,0.0648811014112521,107,0.7062819200370647
237,0.02303969169437508,140,0.7106520112844753
238,0.19008135802020876,42,0.5837653033789649
239,0.040557089233222425,124,0.709738591285324
240,0.13301793914860416,60,0.62586716037214
241,0.062015864774014606,109,0.699464495054768
242,0.01429289354847189,155,0.7212961514568218
243,0.10720753672477881,75,0.6149829631955201
244,0.10176265894561855,79,0.612024823701671
245,0.13462288175916107,60,0.62586716037214
246,0.18407372860741095,43,0.5818495319164062
247,0.1752065767523648,45,0.5946410539457869
248,0.02155878011976342,143,0.7140790832635903
249,0.14612988059424145,55,0.5811017747135226
250,0.013625577472470271,155,0.7207313798941817
251,0.11643219045822553,70,0.6229791458491767
