tensao_solo_kpa,chuva_acum_3d_mm,tmax_max_3d_c,dap,classe_irrigacao,irr_mm,ano,cenario
747.0959682095363,22.4,33.0,14,0,0.0,2019,cenario3_excesso_v5
469.0596921485455,2.4000000000000004,33.1,15,0,0.0,2019,cenario3_excesso_v5
644.4165957370307,1.6,33.9,16,1,3.1902979983286306,2019,cenario3_excesso_v5
667.1202208316219,0.0,34.3,17,2,7.682241303493457,2019,cenario3_excesso_v5
618.1918598840642,0.0,34.3,18,2,7.887892535158999,2019,cenario3_excesso_v5
523.5323038461353,0.0,34.3,19,2,8.151629860218645,2019,cenario3_excesso_v5
482.5120922288449,0.0,34.2,20,2,8.050609078159079,2019,cenario3_excesso_v5
412.7034124931972,0.0,34.7,21,2,8.252938331718852,2019,cenario3_excesso_v5
383.7663583902778,0.0,34.7,22,2,8.661793664008943,2019,cenario3_excesso_v5
357.1120608182403,0.0,34.7,23,2,8.955032847297712,2019,cenario3_excesso_v5
309.12200163921904,0.0,35.1,24,2,8.60590805507657,2019,cenario3_excesso_v5
288.05398420138124,0.0,35.1,25,2,9.218438497356312,2019,cenario3_excesso_v5
268.51185507469444,0.2,35.1,26,2,9.425754017410448,2019,cenario3_excesso_v5
249.635877505312,0.2,34.0,27,2,8.946776188282218,2019,cenario3_excesso_v5
217.15582672472004,0.2,35.2,28,2,7.302487018263531,2019,cenario3_excesso_v5
203.541412461956,3.8,35.2,29,2,7.975825741949103,2019,cenario3_excesso_v5
191.06173841208735,3.8,35.2,30,2,8.653658986264501,2019,cenario3_excesso_v5
179.4370502148716,3.8,35.2,31,2,6.049551040070548,2019,cenario3_excesso_v5
168.4998009075164,0.0,35.2,32,2,9.306543790932421,2019,cenario3_excesso_v5
148.76165063258273,0.0,35.2,33,2,10.064644236540632,2019,cenario3_excesso_v5
139.90024157276278,0.0,34.6,34,2,9.31280092952055,2019,cenario3_excesso_v5
131.24818608333658,0.0,34.6,35,2,9.658132073573217,2019,cenario3_excesso_v5
123.40901738826102,0.0,34.6,36,2,10.463025042308567,2019,cenario3_excesso_v5
116.2912511135696,0.0,34.0,37,2,10.20138537220129,2019,cenario3_excesso_v5
109.78482415976781,0.0,34.2,38,2,10.600155649258852,2019,cenario3_excesso_v5
103.79790699069997,0.0,34.2,39,2,10.681344470295024,2019,cenario3_excesso_v5
98.17318944948951,0.0,34.2,40,2,11.114075971707045,2019,cenario3_excesso_v5
87.82199984146988,0.0,34.2,41,2,10.702213690692181,2019,cenario3_excesso_v5
83.13026439525962,0.0,34.5,42,2,11.142672724487385,2019,cenario3_excesso_v5
78.71669904387687,0.0,34.5,43,2,11.106256551176097,2019,cenario3_excesso_v5
74.37114208908811,0.0,34.5,44,2,11.538090241656748,2019,cenario3_excesso_v5
70.40103716946548,0.0,34.4,45,2,11.711133862355727,2019,cenario3_excesso_v5
66.76762103677886,0.0,34.5,46,2,10.658473178923817,2019,cenario3_excesso_v5
63.42102524040993,0.0,34.5,47,2,10.984693699992642,2019,cenario3_excesso_v5
60.31913880528305,0.0,34.5,48,2,11.87609048381393,2019,cenario3_excesso_v5
57.38418727012897,0.0,34.3,49,2,11.871643252609696,2019,cenario3_excesso_v5
54.57994977392029,0.0,34.3,50,2,12.148452741609377,2019,cenario3_excesso_v5
51.93917482736377,0.0,34.3,51,2,12.908402080743087,2019,cenario3_excesso_v5
49.42737816474388,0.0,34.7,52,2,12.10999420811233,2019,cenario3_excesso_v5
47.060491985210405,0.0,35.1,53,2,12.690055978809585,2019,cenario3_excesso_v5
47.060491985210405,0.0,35.1,54,2,12.68975710041944,2019,cenario3_excesso_v5
47.060491985210405,0.0,35.1,55,2,13.071088710815607,2019,cenario3_excesso_v5
47.060491985210405,0.0,35.1,56,2,12.814221386467292,2019,cenario3_excesso_v5
47.060491985210405,0.0,35.6,57,2,12.721076337715271,2019,cenario3_excesso_v5
47.060491985210405,0.0,35.6,58,2,12.399531731045064,2019,cenario3_excesso_v5
47.060491985210405,0.0,35.6,59,2,13.191413892786889,2019,cenario3_excesso_v5
47.060491985210405,0.0,35.4,60,2,12.698435103450901,2019,cenario3_excesso_v5
47.060491985210405,0.0,35.4,61,2,12.948231017956227,2019,cenario3_excesso_v5
47.060491985210405,0.0,35.4,62,2,13.052751653069855,2019,cenario3_excesso_v5
47.060491985210405,0.0,35.0,63,2,11.96870477146999,2019,cenario3_excesso_v5
47.060491985210405,24.6,35.0,64,2,12.569363718437184,2019,cenario3_excesso_v5
47.060491985210405,24.8,32.5,65,2,9.357093110125376,2019,cenario3_excesso_v5
47.060491985210405,24.8,32.5,66,0,0.0,2019,cenario3_excesso_v5
35.25155432417243,0.2,33.2,67,0,0.0,2019,cenario3_excesso_v5
44.94361272666417,0.0,34.1,68,2,8.549321376460455,2019,cenario3_excesso_v5
47.060491985210405,0.0,34.1,69,2,11.348715535483429,2019,cenario3_excesso_v5
47.060491985210405,0.0,34.1,70,2,12.077487610706111,2019,cenario3_excesso_v5
47.060491985210405,0.0,34.1,71,2,11.87181932892847,2019,cenario3_excesso_v5
47.060491985210405,0.0,34.1,72,2,11.471069325031536,2019,cenario3_excesso_v5
47.060491985210405,0.0,34.1,73,2,12.406522059236073,2019,cenario3_excesso_v5
47.060491985210405,0.0,34.0,74,2,12.001425086051626,2019,cenario3_excesso_v5
47.060491985210405,0.0,33.9,75,2,11.087848547649203,2019,cenario3_excesso_v5
47.060491985210405,0.0,33.9,76,2,11.248184787903485,2019,cenario3_excesso_v5
47.060491985210405,0.0,33.9,77,2,12.402853303572767,2019,cenario3_excesso_v5
47.060491985210405,0.0,34.4,78,2,12.473088919521535,2019,cenario3_excesso_v5
47.060491985210405,0.0,34.4,79,2,12.041460057594353,2019,cenario3_excesso_v5
