tensao_solo_kpa,chuva_bool,tmax_max_3d_c,dap,classe_irrigacao
64.81601123836839,0,37.2,81,2
64.81601123836839,0,37.2,82,2
64.81601123836839,0,36.1,83,2
64.81601123836839,0,36.1,84,2
64.81601123836839,0,36.1,85,2
64.81601123836839,0,36.1,86,2
64.81601123836839,0,36.1,87,2
64.81601123836839,0,35.5,88,2
64.81601123836839,0,36.0,89,2
64.81601123836839,0,36.8,90,2
64.81601123836839,0,36.8,91,2
64.81601123836839,0,36.8,92,2
64.81601123836839,0,36.8,93,2
64.81601123836839,0,37.0,94,2
64.81601123836839,0,37.0,95,2
64.81601123836839,0,37.0,96,2
64.81601123836839,0,37.5,97,2
64.81601123836839,0,37.9,98,2
64.81601123836839,0,37.9,99,2
64.81601123836839,0,37.9,100,2
64.81601123836839,0,38.9,101,2
717.5448605045663,0,34.9,14,1
659.0925213725499,0,35.7,15,1
563.0796055970953,0,35.7,16,1
525.5498417440715,0,35.7,17,1
490.43447845184556,0,35.1,18,1
425.4802171125433,0,34.7,19,1
396.619007153864,0,34.9,20,1
369.81907077439786,0,35.0,21,1
342.38194447539865,0,35.0,22,1
296.42916869602453,0,35.0,23,1
278.3581187231205,0,34.8,24,1
261.9472293015955,0,34.4,25,1
246.6067781918031,0,34.4,26,1
231.88255822655543,0,34.5,27,1
204.83614768582876,0,34.9,28,1
192.68340060873876,0,35.1,29,1
180.10338159224204,0,35.1,30,1
168.91129208264047,0,35.1,31,1
159.12056901492375,0,34.2,32,1
150.45281177033374,1,34.2,33,0
139.04139564942287,0,34.3,34,1
134.6450778591763,0,34.3,35,1
120.83036292280407,0,34.3,36,1
114.46880724427255,0,35.2,37,1
108.41583321055397,0,35.2,38,1
102.09591662974137,0,35.2,39,1
96.42406190177505,0,34.3,40,1
91.4220165274559,0,34.5,41,1
86.96041338173123,0,35.1,42,1
82.8458222978491,0,35.1,43,1
78.92232829391425,0,35.1,44,2
75.14284681527009,0,34.5,45,1
71.52440284061232,0,33.9,46,1
68.07935033437009,1,34.3,47,0
58.11929025057247,0,34.3,48,1
64.81601123836839,0,34.3,49,1
64.81601123836839,0,34.3,50,1
64.81601123836839,0,34.8,51,2
64.81601123836839,0,36.0,52,2
64.81601123836839,0,36.0,53,2
64.81601123836839,0,36.0,54,2
64.81601123836839,0,34.2,55,1
64.81601123836839,0,35.0,56,1
64.81601123836839,0,35.3,57,2
64.81601123836839,0,35.3,58,2
64.81601123836839,0,35.3,59,2
64.81601123836839,0,35.2,60,2
64.81601123836839,0,35.7,61,2
64.81601123836839,0,35.7,62,2
64.81601123836839,0,35.7,63,2
64.81601123836839,0,36.1,64,2
64.81601123836839,0,36.1,65,2
64.81601123836839,0,36.1,66,2
64.81601123836839,0,35.6,67,2
64.81601123836839,0,35.6,68,2
64.81601123836839,0,35.9,69,2
64.81601123836839,0,35.9,70,2
64.81601123836839,0,35.9,71,2
64.81601123836839,0,35.3,72,2
64.81601123836839,0,36.6,73,1
64.81601123836839,0,36.6,74,1
64.81601123836839,0,36.6,75,2
64.81601123836839,0,36.3,76,2
64.81601123836839,0,36.0,77,2
64.81601123836839,0,36.8,78,2
64.81601123836839,0,36.8,79,2
64.81601123836839,0,36.8,80,2
64.81601123836839,0,36.8,81,2
64.81601123836839,1,35.7,82,1
64.81601123836839,0,35.0,83,1
64.81601123836839,0,35.0,84,1
64.81601123836839,0,35.8,85,2
64.81601123836839,0,36.3,86,2
64.81601123836839,0,36.6,87,2
64.81601123836839,0,36.6,88,2
64.81601123836839,0,36.6,89,2
64.81601123836839,0,36.9,90,2
64.81601123836839,0,37.0,91,2
64.81601123836839,0,37.7,92,2
64.81601123836839,0,37.7,93,2
64.81601123836839,0,37.7,94,2
64.81601123836839,0,37.2,95,2
64.81601123836839,0,37.2,96,2
64.81601123836839,0,37.0,97,2
64.81601123836839,0,37.0,98,1
64.81601123836839,0,37.5,99,2
64.81601123836839,0,37.5,100,1
64.81601123836839,0,37.5,101,2
64.81601123836839,0,37.7,102,2
654.5951532131467,1,34.0,14,0
511.4253936515929,0,33.3,15,0
522.9288629787114,0,33.3,16,1
482.87714035339803,0,34.3,17,1
423.75978453784074,0,34.3,18,1
396.4749762062653,0,34.8,19,1
369.81907077439786,0,34.8,20,1
342.38194447539865,0,34.8,21,1
296.42916869602453,0,33.2,22,1
278.3581187231205,0,34.4,23,1
261.9472293015955,1,34.4,24,1
246.6067781918031,0,34.4,25,1
231.88255822655543,0,33.1,26,1
204.83614768582876,0,33.4,27,1
192.68340060873876,0,34.1,28,1
180.10338159224204,0,34.1,29,1
168.91129208264047,0,34.1,30,1
159.12056901492375,0,34.2,31,1
150.45281177033374,0,34.2,32,1
142.51540122139602,0,34.2,33,1
134.99842455136272,0,34.1,34,1
120.89919773632998,1,32.7,35,0
36.2509898449684,0,33.6,36,0
59.59445583846279,0,33.8,37,0
65.7996377009537,0,34.6,38,0
69.36933844196463,0,34.6,39,0
72.6507929876155,0,34.6,40,0
76.35814707730606,0,34.0,41,0
79.98116059759681,0,33.4,42,1
77.88033860564988,0,33.9,43,1
74.79439166915905,0,34.2,44,1
71.45127897004811,0,34.3,45,1
68.06211694366222,0,34.3,46,1
64.81601123836839,0,34.3,47,1
64.81601123836839,0,34.1,48,1
64.81601123836839,0,34.1,49,1
64.81601123836839,0,34.7,50,1
64.81601123836839,0,34.7,51,1
64.81601123836839,0,34.7,52,1
64.81601123836839,0,33.9,53,1
64.81601123836839,0,33.7,54,1
64.81601123836839,0,33.9,55,1
64.81601123836839,0,34.4,56,1
64.81601123836839,0,34.6,57,1
64.81601123836839,0,34.6,58,2
64.81601123836839,0,35.0,59,2
64.81601123836839,0,35.0,60,1
64.81601123836839,0,35.0,61,2
64.81601123836839,0,35.9,62,2
64.81601123836839,0,35.9,63,2
64.81601123836839,0,35.9,64,2
64.81601123836839,0,35.0,65,2
64.81601123836839,0,35.9,66,1
64.81601123836839,0,35.9,67,2
64.81601123836839,0,35.9,68,2
64.81601123836839,0,35.6,69,2
64.81601123836839,0,35.4,70,2
64.81601123836839,0,35.4,71,2
64.81601123836839,0,35.4,72,2
64.81601123836839,0,34.8,73,2
64.81601123836839,0,36.2,74,2
64.81601123836839,0,36.2,75,1
64.81601123836839,0,36.2,76,2
64.81601123836839,0,35.7,77,2
64.81601123836839,0,36.1,78,2
64.81601123836839,0,36.6,79,2
64.81601123836839,0,36.8,80,2
64.81601123836839,0,36.8,81,2
64.81601123836839,0,36.8,82,1
64.81601123836839,0,35.8,83,1
64.81601123836839,1,35.8,84,1
64.81601123836839,0,35.8,85,2
64.81601123836839,0,35.6,86,2
64.81601123836839,0,36.3,87,2
64.81601123836839,0,36.3,88,2
64.81601123836839,0,37.0,89,2
64.81601123836839,0,37.1,90,2
64.81601123836839,0,37.1,91,2
64.81601123836839,0,37.1,92,2
64.81601123836839,0,36.3,93,2
64.81601123836839,0,36.2,94,2
64.81601123836839,0,35.3,95,1
64.81601123836839,0,36.0,96,1
64.81601123836839,0,36.8,97,1
64.81601123836839,0,36.8,98,2
64.81601123836839,0,36.8,99,2
64.81601123836839,0,37.4,100,2
64.81601123836839,0,37.4,101,2
843.9026421491384,0,34.7,14,1
717.5448605045663,0,34.7,15,1
659.0925213725499,0,34.7,16,1
563.0796055970953,0,34.7,17,1
525.5498417440715,0,34.7,18,1
490.43447845184556,0,35.4,19,1
425.4802171125433,0,35.4,20,1
396.619007153864,0,35.4,21,1
369.81907077439786,0,34.9,22,1
342.38194447539865,0,35.7,23,1
296.42916869602453,0,35.7,24,1
278.3581187231205,0,35.7,25,1
261.9472293015955,0,35.5,26,1
246.6067781918031,0,35.2,27,1
231.88255822655543,0,34.8,28,1
204.83614768582876,0,34.7,29,1
192.68340060873876,0,34.8,30,1
180.10338159224204,0,35.2,31,1
